comment,chat_luong,dong_goi,van_chuyen,gia_ca,overall
sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh. sản phẩm đẹp phục vụ chu đáo. mua nhiều lần rất ưng ý,positive,neutral,positive,neutral,positive
sẽ tiếp tục ủng hộ shop. nhân viên nhiệt tình giao hàng nhanh. chăm sóc khách hàng chu đáo tận tình,positive,neutral,positive,neutral,positive
sản phẩm đúng mô tả chất lượng vượt trội. giao hàng rất nhanh đóng gói chắc chắn cẩn thận. phục vụ tận tâm chu đáo,positive,positive,positive,neutral,positive
shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ. rất hài lòng sản phẩm và dịch vụ. đóng gói chắc chắn cẩn thận,positive,positive,positive,neutral,positive
chăm sóc khách hàng tuyệt vời. sản phẩm đẹp chất lượng tốt phục vụ chu đáo. chắc chắn quay lại mua sắm,positive,neutral,neutral,neutral,positive
đóng gói cẩn thận giao hàng nhanh. chăm sóc khách hàng tuyệt vời. rất hài lòng với trải nghiệm mua sắm,positive,positive,positive,neutral,positive
sản phẩm đẹp chất lượng tốt phục vụ chu đáo. đúng mô tả chất lượng vượt trội. đúng như quảng cáo,positive,neutral,neutral,neutral,positive
chất lượng tốt nhân viên giao nhiệt tình. chắc chắn đẹp có remote tiện lợi dễ sử dụng. giao hàng nhanh chóng đúng mô tả,positive,neutral,positive,neutral,positive
mình thấy sản phẩm ok nha. thiết kế chắc chắn và giữ điện thoại vững,positive,neutral,neutral,neutral,positive
gậy chụp hình dùng tốt đi chơi 2 chuyến. bluetooth bị hư không kết nối được nhưng chất lượng gậy ok chắc chắn đi du lịch tốt,negative,neutral,neutral,neutral,neutral
đóng gói cẩn thận kĩ càng. giao hàng nhanh chóng. chân gậy hơi yếu,negative,positive,positive,neutral,neutral
giao hàng nhanh đủ sản phẩm giá cả hợp lí chất lượng ok nên mua,positive,neutral,positive,positive,positive
giá rẻ shop gói kĩ ổn trong tầm giá gọn nhẹ thích hợp du lịch,positive,positive,neutral,positive,positive
không biết dùng thấy chắc chắn cũng cao tầm 1m tưởng có điều khiển đi kèm,neutral,neutral,neutral,neutral,neutral
giao hàng đầy đủ shop uy tín giao đúng mẫu giao hàng nhanh,positive,neutral,positive,neutral,positive
gậy chụp ảnh 3 chân khá ok. sẽ ủng hộ shop lần sau. giao hàng nhanh,positive,neutral,positive,neutral,positive
shop giao đúng sản phẩm. nhưng loại gậy này yếu và lỏng lẻo lắm,negative,neutral,neutral,neutral,negative
dịch vụ chăm sóc khách hàng chu đáo tận tình. đáng ủng hộ lâu dài. mua nhiều lần lần nào cũng ưng ý,positive,neutral,neutral,neutral,positive
rất hài lòng với sản phẩm và dịch vụ. chắc chắn quay lại mua sắm. đã mua nhiều lần rất ưng ý,positive,neutral,neutral,neutral,positive
chắc chắn quay lại mua sắm. dịch vụ chăm sóc khách hàng tuyệt vời. sản phẩm rất đẹp và chất lượng vượt ngoài mong đợi,positive,neutral,neutral,neutral,positive
gậy ok test cũng ổn tạm được. cảm giác gài điện thoại không được chắc chắn lắm chân trụ ổn,neutral,neutral,neutral,neutral,neutral
chất lượng ok đúng mô tả nên mua nha mọi người,positive,neutral,neutral,neutral,positive
sản phẩm đúng mô tả thời gian giao hàng nhanh. chất lượng ok,positive,neutral,positive,neutral,positive
shop chuẩn bị hàng nhanh chu đáo gói hàng kĩ và trả lời tin nhắn nhanh. nhiệt tình siêu dễ thương,positive,positive,positive,neutral,positive
chất lượng tốt sản phẩm rất ok thời gian giao hàng nhanh chóng giá tiền hợp lý nên mua,positive,neutral,positive,positive,positive
ok giao nhanh đóng gói cẩn thận đồ dùng ổn sẽ check xem có vấn đề gì không,positive,positive,positive,neutral,positive
giao hàng nhanh shipper thân thiện. không phù hợp giá tiền. chưa gắn điện thoại vô đã gãy cây đứng yếu không đáng mua,negative,neutral,positive,negative,negative
gậy chắc chắn sử dụng ngon. chất liệu bằng thép không gỉ rất chất lượng,positive,neutral,neutral,neutral,positive
giao hàng nhanh đóng gói hàng cẩn thận sản phẩm phù hợp với giá tiền,positive,positive,positive,positive,positive
đóng gói cẩn thận hàng nhận về không bị xước hay gãy,positive,positive,neutral,neutral,positive
chất lượng tốt sản phẩm dùng tạm thời ít ngày thì được. dùng được hai buổi nó hư rồi,negative,neutral,neutral,neutral,negative
chất lượng ổn so với giá tiền. khi nhận hơi khác với hình shop có hỗ trợ nên ok,neutral,neutral,neutral,positive,neutral
hàng y hệt ảnh chất lượng tốt rất đáng tiền. đồ bấm có kết nối bluetooth,positive,neutral,neutral,positive,positive
chất lượng tốt đúng mẫu. tripod ok,positive,neutral,neutral,neutral,positive
sản phẩm chất lượng top 1 mẫu mã giống mô tả. cứng cáp đẹp,positive,neutral,neutral,neutral,positive
bình luận rác rao bán hồ cá không liên quan,neutral,neutral,neutral,neutral,neutral
review ok lắm mà thấy chân hơi yếu. mua nhầm cái không có remote nên xài đỡ,negative,neutral,neutral,neutral,neutral
sản phẩm tệ không giống mô tả thấy thất vọng. nhờ gửi video cũng không gửi. sẽ không ủng hộ,negative,neutral,neutral,neutral,negative
chất lượng ok. tiền nào của đó không quá chắc chắn dùng tạm thì ok,neutral,neutral,neutral,positive,neutral
cảm ơn shop giao hàng nhanh chóng. hơi nhẹ không biết có chắc chắn không,neutral,neutral,positive,neutral,neutral
rất đáng ủng hộ lâu dài. sản phẩm rất đẹp và chất lượng vượt ngoài mong đợi. sẽ tiếp tục ủng hộ,positive,neutral,neutral,neutral,positive
chất lượng sản phẩm tốt cảm ơn shop. sẽ mua thêm,positive,neutral,neutral,neutral,positive
bình luận rác châm ngôn cuộc sống không liên quan,neutral,neutral,neutral,neutral,neutral
bình luận rác về ứng dụng ihanoi không liên quan,neutral,neutral,neutral,neutral,neutral
bình luận rác thanh lý đồ cũ không liên quan,neutral,neutral,neutral,neutral,neutral
tiền nào của nấy không kì vọng chất lượng quá tốt. dùng cũng được,neutral,neutral,neutral,positive,neutral
bình luận rác chữ gõ vô nghĩa không liên quan,neutral,neutral,neutral,neutral,neutral
bình luận rác sao chép giao diện google không liên quan,neutral,neutral,neutral,neutral,neutral
giao hàng đúng đẹp,positive,neutral,positive,neutral,positive
sản phẩm đắt tiền không đáng mua không cao cấp. shop phục vụ kém không trả lời tin nhắn giao hàng lâu. chơi tay không cũng được,negative,neutral,negative,negative,negative
giao sản phẩm rõ chật đeo lâu tháo ra đau cả tay,negative,neutral,neutral,neutral,negative
chất lượng kém sản phẩm bị bục chỉ,negative,neutral,neutral,neutral,negative
chất lượng kém đúng mô tả. mở hộp ra rách lỗ ở ngón tay không xứng giá tiền,negative,neutral,neutral,negative,negative
chất lượng kém không mượt không nên mua,negative,neutral,neutral,neutral,negative
không cảm ứng được vuốt không được,negative,neutral,neutral,neutral,negative
cảm giác như thép cứa màn hình giấy hướng dẫn gấp nát trêu ngươi khách hàng,negative,negative,neutral,neutral,negative
chất lượng không tốt màu xám không cảm ứng được làm ăn kém,negative,neutral,neutral,neutral,negative
găng dởm xài 2 ngày hở chỉ bong sơn giá 30k không đáng,negative,neutral,neutral,negative,negative
hàng lỗi giả mạo không như mô tả. cảm ứng chán bấm không được bị delay,negative,neutral,neutral,neutral,negative
lừa đảo đặt cao cấp giao hàng thường,negative,neutral,neutral,neutral,negative
mới mua 1 ngày bung chỉ bấm lệch không đáng mua,negative,neutral,neutral,neutral,negative
dễ bung chỉ xài chưa gì đã bung chất lượng kém,negative,neutral,neutral,neutral,negative
đặt 2 đôi trả tiền 2 đôi giao có 1,negative,neutral,neutral,neutral,negative
đóng gói tư vấn ok giao nhanh nhưng chất lượng không ưng,negative,positive,positive,neutral,negative
size bé quá đeo bí đánh giá 1 sao,negative,neutral,neutral,neutral,negative
không nhạy cảm ứng không di chuyển được sử dụng không được,negative,neutral,neutral,neutral,negative
găng quá dày không bấm nổi màn hình cảm ứng không mượt,negative,neutral,neutral,neutral,negative
shop chu đáo nhiệt tình đóng gói nhanh nhưng shipper không giao hàng không gọi điện mà tự hủy đơn,neutral,positive,negative,neutral,negative
mau hư hơn loại khác dùng 3 ngày sứt chỉ ngày 4 hết nhạy vứt đi. shop tốt shipper nhiệt tình,negative,neutral,positive,neutral,negative
mua 5 cái gửi 4 tính tiền 5,negative,neutral,neutral,neutral,negative
hàng fake không có mã qr check dùng lúc đầu ổn lâu bung chỉ hết,negative,neutral,neutral,neutral,negative
shop nhiệt tình nhẹ nhàng nhưng đơn vị vận chuyển nói chuyện cọc cằn,neutral,neutral,negative,neutral,neutral
chơi không được dễ rút chỉ không nên mua,negative,neutral,neutral,neutral,negative
chất lượng khá tốt nhưng giao hàng chậm từ 1h30 đến 3h30 mới nhận,positive,neutral,negative,neutral,neutral
chất lượng tốt chơi game mượt,positive,neutral,neutral,neutral,positive
không tốt như suy nghĩ đeo không thích hối hận khi mua,negative,neutral,neutral,neutral,negative
quá tệ chất lượng không xứng tiền hình in bong tróc te tua giao 1 cái mới 1 cái cũ đã qua sử dụng,negative,neutral,neutral,negative,negative
giao thiếu hàng nhắn tin shop giả vờ không thấy. không bao giờ mua lại,negative,neutral,neutral,neutral,negative
đặt 2 đôi giao 1 đôi làm ăn kém,negative,neutral,neutral,neutral,negative
giao cái vỏ không có sản phẩm hàng giả lừa đảo,negative,neutral,neutral,neutral,negative
chất lượng như rác không cảm ứng được nhắn tin không trả lời,negative,neutral,neutral,neutral,negative
mới mua về đã rách thủng đáy giao hàng quá lâu,negative,neutral,negative,neutral,negative
lỗi số điện thoại chưa nhận hàng nhưng app báo đã nhận,neutral,neutral,negative,neutral,negative
không ra gì không bằng miếng vải rách tay dí mạnh mới cảm ứng được quá kém,negative,neutral,neutral,neutral,negative
đơn chưa nhận báo thành công nhắn tin shop không trả lời không nên mua,neutral,neutral,negative,neutral,negative
chưa nhận được hàng yêu cầu gửi lại,neutral,neutral,negative,neutral,negative
bao tay dày dí sát cũng không vuốt được màn hình,negative,neutral,neutral,neutral,negative
chất lượng kém không cảm ứng được tháo cường lực vẫn không được,negative,neutral,neutral,neutral,negative
shipper nói không thấy hàng rồi đi luôn mấy ngày sau không giao lại,neutral,neutral,negative,neutral,negative
bình thường không có gì đặc biệt mua cao cấp cũng giống loại thường,neutral,neutral,neutral,neutral,neutral
tệ hết sức bao tay chật kín sợi vải bung từa lưa,negative,neutral,neutral,neutral,negative
không bền dùng 10 lần mất cảm ứng giảm chất lượng,negative,neutral,neutral,neutral,negative
hàng fake đóng gói bằng túi bóng không có hộp,negative,negative,neutral,neutral,negative
không đúng mô tả không cảm ứng với màn hình rất tệ,negative,neutral,neutral,neutral,negative
chờ 5 ngày giao sai hàng chán hiểu shop kiểu gì,negative,neutral,negative,neutral,negative
chất lượng ok nhưng shipper lấy sai tiền,positive,neutral,negative,neutral,neutral
chưa biết chất lượng thái độ phục vụ tệ hết sức,neutral,neutral,neutral,neutral,negative
chất liệu tính năng ok nhưng giao nhầm từ 2 đôi thành 1 đôi,positive,neutral,neutral,neutral,negative
không bị ướt khi chơi game nhưng vải trơn quá mua không dùng tiếc tiền,negative,neutral,neutral,negative,negative
giao hàng chậm ngâm đơn quá hạn yêu cầu trả hàng mới đi giao,neutral,neutral,negative,neutral,negative
bao tay dày quá không cảm nhận được tương tác màn hình kém,negative,neutral,neutral,neutral,negative
chưa nhận được hàng shipper không giao không mượt như quảng cáo,negative,neutral,negative,neutral,negative
chất liệu dày quá cảm ứng không nhạy không ấn được,negative,neutral,neutral,neutral,negative
đổ mồ hôi vẫn không cảm ứng được không nên mua,negative,neutral,neutral,neutral,negative
chất lượng vải khá kém không chịu hoàn tiền cho khách,negative,neutral,neutral,neutral,negative
lúc đầu mượt chơi hơn tuần vuốt không đi nhanh bung sợi bạc,negative,neutral,neutral,neutral,negative
mua 2 đôi giao 1 đôi liên hệ không trả lời lừa đảo,negative,neutral,neutral,neutral,negative
vải dày không ăn cảm ứng,negative,neutral,neutral,neutral,negative
hàng đẹp nhưng lỗi bấm không ăn,negative,neutral,neutral,neutral,negative
bấm vào màn hình rất khó vì quá dày không như mong muốn,negative,neutral,neutral,neutral,negative
chất lượng đểu mua 2 ngón giao 1 ngón,negative,neutral,neutral,neutral,negative
giao thiếu sai sót shop làm việc chậm không xin lỗi,negative,neutral,neutral,neutral,negative
dùng mã giảm giá xuống 0 đồng shop báo mất hàng không hoàn tiền,neutral,neutral,negative,neutral,negative
vận chuyển lâu chưa cầm hàng đã báo thành công,neutral,neutral,negative,neutral,negative
giao quá lâu chất lượng tệ không nên mua,negative,neutral,negative,neutral,negative
đổ mồ hôi di chuyển không được mua 3 cái lỗ luôn,negative,neutral,neutral,neutral,negative
ngón tay to mà găng bé lỏng dễ tuột,negative,neutral,neutral,neutral,negative
dùng ios không được chất lượng kém,negative,neutral,neutral,neutral,negative
bao tay chất lượng kém không cảm ứng được màn hình,negative,neutral,neutral,neutral,negative
bấm mạnh mới dính chơi game bắn súng thua,negative,neutral,neutral,neutral,negative
chưa nhận hàng shipper ghi thành công,neutral,neutral,negative,neutral,negative
dùng 1 2 ngày bung chỉ đắt mà chất lượng kém,negative,neutral,neutral,negative,negative
bấm hoài không ăn hàng lỏ thua cái 10k sai lầm khi mua,negative,neutral,neutral,neutral,negative
không ôm ngón tay bị tuột không nên mua,negative,neutral,neutral,neutral,negative
nhận sai hàng làm ăn quá chán,negative,neutral,neutral,neutral,negative
chất lượng tệ đểu dùng bị khựng,negative,neutral,neutral,neutral,negative
mới nhận hàng đã rách giao hàng chậm không nên mua,negative,neutral,negative,neutral,negative
giao hàng quá lâu chưa nhận được hàng,neutral,neutral,negative,neutral,negative
chất lượng kém không đúng mô tả,negative,neutral,neutral,neutral,negative
báo có hàng giao nhưng không có hàng,neutral,neutral,negative,neutral,negative
găng dày bấm không được chất lượng tệ,negative,neutral,neutral,neutral,negative
đeo vào điện thoại không bấm được phải bấm mạnh,negative,neutral,neutral,neutral,negative
bao tay quá dày không bám màn hình,negative,neutral,neutral,neutral,negative
vải dỏm mau rách mau bung chỉ khi co giãn,negative,neutral,neutral,neutral,negative
đặt 1 kiểu giao 1 kiểu găng không cảm ứng được,negative,neutral,neutral,neutral,negative
đặt 7 bao tay giao được 4,negative,neutral,neutral,neutral,negative
hàng đểu quá tệ không di chuyển được,negative,neutral,neutral,neutral,negative
mạng chậm lag đổi trả khó khăn làm ăn tệ. shop giao nhanh đúng gói cước,negative,neutral,positive,neutral,negative
lừa đảo không đúng mô tả mua gói 1 năm dùng 1 tháng bị khóa. shop không có thiện chí khắc phục,negative,neutral,neutral,neutral,negative
sim ok lắp xài ổn. sau 1 tháng không chạy được trang web nào fb không hiện hình youtube không load nổi. tiền nào của đấy,negative,neutral,neutral,positive,negative
hết tốc độ cao là ngừng truy cập không vào được mạng trên 128kb/s như quảng cáo. giao hàng mất 1 tuần,negative,neutral,negative,neutral,negative
giao hàng nhanh nhưng sim dùng được 1-2 lần rồi mất sóng. nhắn shop giải quyết chậm không trả lời,negative,neutral,positive,neutral,negative
tốc độ 4g tệ. hỏi shop thì bảo tự đến cửa hàng để hỏi,negative,neutral,neutral,neutral,negative
chỉ dùng được dung lượng tốc độ cao hết là đứng hình. giao hàng lâu chất lượng kém,negative,neutral,negative,neutral,negative
chất lượng quá kém 4gb hết nhanh tốc độ thường không load nổi ảnh hỏi shop cũng như không. phí tiền,negative,neutral,neutral,negative,negative
sai mô tả dễ mua nhầm không hỗ trợ nhiệt tình muốn đổi phải chịu tiền ship mất 25%,negative,neutral,neutral,neutral,negative
sản phẩm quá tệ 4gb dùng vài ngày đã hết. hết dung lượng cao coi như phế không chạy nổi ứng dụng thông thường,negative,neutral,neutral,neutral,negative
giao hàng nhanh. sim chất lượng quá kém mất sóng liên tục fb load không nổi,negative,neutral,positive,neutral,negative
đóng gói cẩn thận. sim xài rồi bán cho khách làm ăn chán thật,negative,positive,neutral,neutral,negative
chậm không chạy hàng dỏm. lắp vô không dùng được shop hỗ trợ nhưng không được lúc bảo quay video thì không rep,negative,neutral,neutral,neutral,negative
tôi yêu cầu trả hàng hoàn tiền sao không cho trả. sim lag không chơi game lướt fb được nhắn tin chậm không đáng sử dụng,negative,neutral,neutral,neutral,negative
nhận hàng và sử dụng cũng khá ok chỉ có điều xài mạng được thôi,neutral,neutral,neutral,neutral,neutral
shop lừa đảo sim xài không được hỏi không chịu trả lời,negative,neutral,neutral,neutral,negative
mạng yếu lúc được lúc không. shop không hỗ trợ hoàn trả,negative,neutral,neutral,neutral,negative
sim quá chậm cskh tệ đùn đẩy cho nhà mạng. thử cài đúng như shop nói vẫn chậm thử sim khác ngon lành,negative,neutral,neutral,neutral,negative
đặt 2 sim kích hoạt được 1 nhắn tin hỗ trợ rep lâu không thiện chí giải quyết. bỏ luôn sim ra mua ngoài,negative,neutral,neutral,neutral,negative
lừa đảo lắp sim xài được mấy tuần là hết xài được mà ghi xài 1 năm,negative,neutral,neutral,neutral,negative
đường truyền như hạch mạng không ổn định sài vài ngày chuyển về 3g xong 2g không vào mạng được,negative,neutral,neutral,neutral,negative
shop phục vụ hơi khác ghi chú mạng chậm chơi game ping cao 60 70 thất vọng. lừa đảo,negative,neutral,neutral,neutral,negative
mua sim về yếu còn sim không gửi mã,negative,neutral,neutral,neutral,negative
mua 2 sim không đủ dung lượng 1 sim không data. chat shop trả lời chậm. ngày đầu sóng khỏe ngày sau không có sóng. phí tiền,negative,neutral,neutral,negative,negative
mua 2 sim giao 1 sim. hỏi thì đùn đẩy không đền bù nhắn mãi mới trả lời,negative,neutral,neutral,neutral,negative
shop đóng gói 1 lớp túi nhựa bị rạch mất sim shop không giải quyết,neutral,negative,neutral,neutral,negative
không xài được không sóng không mạng làm ăn chán quá,negative,neutral,neutral,neutral,negative
mạng chạy chậm đôi khi không có 4g dung lượng không như quảng cáo mua 150gb mà chỉ có 100gb. nhắn shop hỗ trợ trả lời chậm,negative,neutral,neutral,neutral,negative
sim không đủ 12 tháng kiểm tra tổng đài chỉ được 11 tháng 10 ngày,negative,neutral,neutral,neutral,negative
sử dụng đúng một ngày đầu còn lại không vào nổi mạng kiểm tra báo 0m lừa nhau,negative,neutral,neutral,neutral,negative
shop lừa đảo 4g 1 tháng làm được gì,negative,neutral,neutral,neutral,negative
sài khá lag lướt fb tiktok xoay vòng gọi zalo đứng hình,negative,neutral,neutral,neutral,negative
dùng hết 4gb không truy cập mạng được nhắn tin cũng không được. yêu cầu trả hàng báo 5-7 ngày giải quyết mà hơn 10 ngày vẫn chưa xong,negative,neutral,neutral,neutral,negative
sóng rất yếu sài 4g tưởng 2g lướt shopee xoay vòng load không nổi,negative,neutral,neutral,neutral,negative
sim lỗi nhắn tin shop không giải quyết không có 3g sài tức thật,negative,neutral,neutral,neutral,negative
chất lượng mạng quá kém fb load không nổi. tiền nào của đó,negative,neutral,neutral,positive,negative
lừa đảo sim xài chưa được 1 tháng ít lên mạng mà giờ không truy cập được nữa,negative,neutral,neutral,neutral,negative
sim dùng như nùi giẻ mạng yếu mất sóng quảng cáo tốc độ cao không trả hàng được,negative,neutral,neutral,neutral,negative
sim giao nhanh. xài 1 ngày lỗi báo sửa không được gửi sim mới mà 1 tuần chưa tới. toi 102k,negative,neutral,positive,negative,negative
dùng 1 tháng đầu ok sau không dùng mạng được. nt shop phản hồi lề mề không vô trọng tâm bắt chuyển tiền mới đổi sim khác,negative,neutral,neutral,neutral,negative
sau 3 tháng dùng quá chán sim cũ mạng toàn h+ sim này 4g mà chậm lòi dù sóng 5 vạch,negative,neutral,neutral,neutral,negative
cskh quá tệ sim không load được dữ liệu nhắn shop 20 ngày chỉ hướng dẫn quanh co không giải quyết,negative,neutral,neutral,neutral,negative
hàng không đúng chất lượng xài 2 tuần hư phôi nhắn shop hỗ trợ shop báo phải chịu phí. mua 420k mà dùng 2 tuần lỗi cskh kém,negative,neutral,neutral,negative,negative
mình mua sim dùng lag xem tiktok zalo nhắn tin đều lag làm theo hướng dẫn vẫn lag. shop chưa đưa ra hướng giải quyết,negative,neutral,neutral,neutral,negative
sim rất lag mạng rớt liên tục làm việc dở load hoài bật tắt máy bay đỡ được lúc lâu lâu mất sóng,negative,neutral,neutral,neutral,negative
quá tệ thất vọng hoàn toàn đọc báo không load nổi chưa nói xem phim. nhắn tin shop im re,negative,neutral,neutral,neutral,negative
hàng trôi mất 3 tháng nói mới kích hoạt gọi tổng đài kiểm tra không chính chủ. shop làm ăn bát nháo,negative,neutral,neutral,neutral,negative
giao hàng quá chậm hủy không cho. 1 lần do bên ship 2 lần do shop không chọn dịch vụ tốt làm ăn tốn thời gian,neutral,neutral,negative,neutral,negative
sài được 1 tháng không sài được nữa liên hệ shop bảo phải trả 70k đổi sim trắng,negative,neutral,neutral,neutral,negative
hỗ trợ khách hàng thờ ơ sim mua được mấy bữa không sài được mạng gọi tổng đài báo khóa 1 chiều shop không hỗ trợ,negative,neutral,neutral,neutral,negative
hàng lỗi shop ghi 5gb 1 ngày nhưng giao sim chu kì 1 tháng 150gb nhanh hết gọi tổng đài báo sim dùng chung nhiều người,negative,neutral,neutral,neutral,negative
giới thiệu sim 1 năm sài được 10 ngày. hết 4gb không vào mạng được liên hệ shop đổ lỗi bắt đến gần cột sóng mới dùng được,negative,neutral,neutral,neutral,negative
sim siêu chậm không đọc báo được. lừa đảo là sim trả sau shop tự gia hạn từng tháng chứ không phải trả trước,negative,neutral,neutral,neutral,negative
dùng 1 ngày không đủ 1 tháng 4gb không dùng được. tốc độ thường rùa bò không dùng được. giao hàng hơn 2 tuần,negative,neutral,negative,neutral,negative
sim dởm quá chập chờn sài hết 4g 1 tháng là nghỉ luôn mới mua 3 ngày,negative,neutral,neutral,neutral,negative
sim hỏng trong thời gian bảo hành shop bảo khách làm hỏng từ chối bảo hành,negative,neutral,neutral,neutral,negative
nhận hàng dùng 10 ngày hết tốc độ cao không truy cập được nữa mua cho mẹ ở quê mobifone bảo sim rác,negative,neutral,neutral,neutral,negative
có 4g 1 tháng hết 4g không đọc báo được luôn. mất 230k cay thật,negative,neutral,neutral,negative,negative
sóng yếu không phù hợp khu vực nghe nhạc chập chờn rớt mạng,negative,neutral,neutral,neutral,negative
tặng 3 que chọc sim ghi tặng 3 sim 3 nhà mạng. quảng cáo xạo lừa đảo,neutral,neutral,neutral,neutral,negative
mua sim hết 4g tốc độ cao thì tịt luôn. nhắn tin hỗ trợ shop chặn luôn,negative,neutral,neutral,neutral,negative
lừa đảo bán sim xài từ mùng 1 đến 12 đã hết sạch không truy cập được không xem youtube,negative,neutral,neutral,neutral,negative
sóng rất yếu liên tục mất tín hiệu mua rồi không đổi được xài viettel đắt xắt ra miếng,negative,neutral,neutral,neutral,negative
sim dùng hết 3g tốc độ cao là không truy cập được nữa shop nhiệt tình nhưng không giải quyết yêu cầu,negative,neutral,neutral,neutral,negative
hướng dẫn không đúng 1 tháng 4gb tốc độ cao sài 5 ngày hết chờ tháng sau mới xài được bực mình,negative,neutral,neutral,neutral,negative
bọn lừa đảo mua 700 nghìn dùng 1 năm mới được 1 tháng tổng đài bắt nạp thêm 510 nghìn không thì cắt số,negative,neutral,neutral,negative,negative
sim 1 năm xài được 1 ngày hết hạn nhờ xử lý không hỗ trợ bắt gọi chụp ảnh,negative,neutral,neutral,neutral,negative
gắn cục phát wifi xài 1 buổi tối hết lướt fb không hiện zalo không kết nối mạng sản phẩm quá tệ,negative,neutral,neutral,neutral,negative
thường xuyên mất sóng gắn camera hành trình mỗi lần mở lên mất sóng phải tháo ra gắn lại,negative,neutral,neutral,neutral,negative
sài được 3 4 tuần mạng rớt mặc dù ít xài chưa hết tốc độ cao,negative,neutral,neutral,neutral,negative
6gb 1 ngày tốc độ rùa bò lúc được lúc không mua 2 cái mất gần 900k thất vọng tràn trề,negative,neutral,neutral,negative,negative
sóng rất yếu dễ mất sóng trong khu dân cư. thời hạn 16 tháng xài 1 tháng không sử dụng được nữa mất hơn 600k,negative,neutral,neutral,negative,negative
mua về xài 1 ngày hết 4g là xong mạng cực kém không lướt nổi facebook,negative,neutral,neutral,neutral,negative
mạng chán load web không nổi chưa sài hết tốc độ cao mà load youtube không nổi,negative,neutral,neutral,neutral,negative
sim lỗi sài được 3 hôm mất sóng đổi sim mới cũng 3 hôm lỗi tiếp mất công oan tiền,negative,neutral,neutral,neutral,negative
không như quảng cáo hết tốc độ cao không truy cập được tốc độ thường 1 tháng 4gb chờ tháng sau,negative,neutral,neutral,neutral,negative
hàng lỗi yêu cầu hoàn tiền shopee gài người dùng có lợi người bán,negative,neutral,neutral,neutral,negative
lừa đảo sim bảo 1 năm về vài ngày vào fb tịt rồi không kiểm tra sim được,negative,neutral,neutral,neutral,negative
mua ngày 25 11 mà 26 12 hết hạn lừa vãi gửi tin nhắn 888 không xem được gói cước shop giao sim cũ,negative,neutral,neutral,neutral,negative
quy trình kích hoạt lằng nhằng mất thời gian nên mua sim khác xài,neutral,neutral,neutral,neutral,negative
hết tốc độ cao không vào được fb nhắn zalo lần 1 shop trả lời lần 2 mất hút,negative,neutral,neutral,neutral,negative
dùng hết 4g vứt xó tưởng hết tốc độ cao vẫn dùng được nhắn shop bảo ra cột sóng,negative,neutral,neutral,neutral,negative
mạng yếu gọi zalo không nghe được gì thất vọng,negative,neutral,neutral,neutral,negative
sim dùng hơn 1 tuần tự nhiên không kết nối được nhắn tin shop không hồi đáp,negative,neutral,neutral,neutral,negative
không nên mua về phải nộp thêm 220k mới dùng được lừa đảo nói miễn phí 1 năm,negative,neutral,neutral,negative,negative
mạng rất yếu chơi liên quân không được tiktok lag giật không đáng tiền,negative,neutral,neutral,negative,negative
xài 1 tháng không vào được buôn bán lừa đảo làm ăn thất đức,negative,neutral,neutral,neutral,negative
ở hà nội không nên mua hết 4g không đọc được báo đắt mà mạng yếu,negative,neutral,neutral,negative,negative
xài đúng 3 ngày mất sóng không vào được shop chuyên bán sim cũ lừa đảo,negative,neutral,neutral,neutral,negative
sản phẩm hơi chán xài có 1 ngày hết dung lượng không truy cập được thất vọng mobifone,negative,neutral,neutral,neutral,negative
giao hàng rất nhanh bọc hàng cẩn thận. giao đúng mẫu. máy nghe rõ nét màn hình lướt nhạy. giá rẻ,positive,positive,positive,positive,positive
chất lượng tốt nghe gọi định vị đúng mô tả. máy nhạy phải tìm cách sử dụng đã,positive,neutral,neutral,neutral,positive
giao hàng đóng gói kĩ càng nhanh chóng. đồng hồ mượt âm thanh cuộc gọi rõ. shop hướng dẫn cài đặt hay và tiện ích,positive,positive,positive,neutral,positive
đồng hồ ngoại quan đẹp dễ tháo lắp sim cài đặt dễ dàng có tiếng việt dễ sử dụng. giá rẻ chất lượng ok,positive,neutral,neutral,positive,positive
rẻ mà nhìn như thật dây màu hồng xinh xẻo. shop trả lời nhiệt tình xứng đáng 10 điểm,positive,neutral,neutral,positive,positive
chất lượng ok đúng mô tả cảm ứng nhạy con đeo đẹp đang dùng hết chức năng điện thoại. đáng mua,positive,neutral,neutral,neutral,positive
định vị chuẩn lắp sim 4g app dễ cài đặt sử dụng. màn hình cảm ứng nhạy. bền hay không dùng thời gian mới biết,positive,neutral,neutral,neutral,positive
đồng hồ màu hồng xinh. đóng gói xịn giao hàng siêu nhanh shipper thân thiện. đợi trải nghiệm sẽ fb lại,positive,positive,positive,neutral,positive
ưng ý đúng mẫu đúng màu chuông và âm thanh rõ nét cháu rất thích,positive,neutral,neutral,neutral,positive
chất lượng tốt đúng mô tả nghe gọi định vị. mua cho con hợp lý biết con đi học đến đâu,positive,neutral,neutral,neutral,positive
hàng giống quảng cáo test dùng ok định vị tốt nghe gọi rõ. nhiều chức năng,positive,neutral,neutral,neutral,positive
rất tốt đủ tính năng đúng mô tả. đồng hồ rất đẹp nhiều tính năng chất lượng tốt giá cả phải chăng,positive,neutral,neutral,positive,positive
