comment,chat_luong,dong_goi,van_chuyen,gia_ca,overall
sản phẩm tốt đúng mô tả hàng ok,positive,neutral,neutral,neutral,positive
bình luận rác chữ lộn xộn không liên quan,neutral,neutral,neutral,neutral,neutral
phần nhựa cầm tay quá bé làm cấn lòng bàn tay khi bẻ. tiền nào của đấy,negative,neutral,neutral,positive,negative
sản phẩm đẹp. shop nhầm lẫn đặt 40kg giao 30kg,negative,neutral,neutral,neutral,negative
xài ổn đúng mô tả hợp túi tiền. giao hàng xa nên chậm hơn dự kiến,positive,neutral,negative,positive,positive
hàng đúng mẫu nhưng bị bẹp cây do bọc hàng không cẩn thận. giao nhanh,negative,negative,positive,neutral,negative
giao nhanh bong hết sơn. đặt 100kg giao 40kg không đúng mô tả,negative,neutral,positive,neutral,negative
hàng thiếu thông số mô tả nên chọn nhầm loại nặng quá không dùng được,negative,neutral,neutral,neutral,negative
hàng chuẩn đúng với mô tả. giao hàng lâu shop nhắn tin không trả lời,positive,neutral,negative,neutral,neutral
bẻ 30kg khá ok. shipper giao hàng khá lâu shop nhắn tin không trả lời,positive,neutral,negative,neutral,neutral
chuẩn bị hàng 8 ngày quá chậm hà nội với nhau mà 10 ngày mới giao,neutral,neutral,negative,neutral,negative
sản phẩm ok mẫu mã đẹp đúng mô tả giống hình. shipper vui vẻ giao nhanh,positive,neutral,positive,neutral,positive
chất lượng mẫu mã tương đối. mua 4 cái thì 3 cái bị tróc sơn,neutral,neutral,neutral,neutral,neutral
tạm ổn lò xò bị cong dây cầm chỉ có một bên hợp giá tiền. giao hàng nhanh,negative,neutral,positive,positive,neutral
sản phẩm hơi cong không được thẳng. thời gian giao hàng nhanh,neutral,neutral,positive,neutral,neutral
sản phẩm giống hình mua 2 lần khá ok. shipper vui vẻ,positive,neutral,positive,neutral,positive
đúng mô tả chất lượng tốt giao hàng nhanh. đặt 30kg giao 40kg shop cần chú ý,positive,neutral,positive,neutral,neutral
đơn 60kg đẹp ok đơn 50kg đặt lâu chưa có shop không xem đơn,neutral,neutral,neutral,neutral,neutral
kìm bóp tay cứng cáp. gậy bẻ cơ tay đặt 50kg gửi loại 40kg không báo gì,negative,neutral,neutral,neutral,negative
giao cái đứt dây đeo tay shop làm ăn tắc trách không kiểm tra,negative,neutral,neutral,neutral,negative
sản phẩm bị móp đúng mô tả chất lượng tạm. giao hàng nhanh,negative,neutral,positive,neutral,neutral
tạm ổn bị trầy sơn sài nhiều bị cong cong,neutral,neutral,neutral,neutral,neutral
chất lượng sản phẩm rất ok đúng mô tả. dịch vụ shop kém nhắn tin không trả lời tư vấn,positive,neutral,neutral,neutral,neutral
dây cố định tay không chắc chắn không tốt so với các shop khác. giao hàng hơi lâu,negative,neutral,negative,neutral,negative
chất sơn rụng đầy nhà nhiều quá hàng không được ok lắm,negative,neutral,neutral,neutral,negative
lò xo không chắc hơi lỏng hơi cong bị bóc sơn gói hàng không cẩn thận,negative,negative,neutral,neutral,negative
gậy cứng cáp đúng mô tả bẻ mỏi cơ. chất lượng ổn so với giá tiền,positive,neutral,neutral,positive,positive
gậy cứng đúng mô tả dùng được. trễ 3 ngày shop không phản hồi tin nhắn,neutral,neutral,negative,positive,neutral
đặt 40 giao 30 nhắn shop không trả lời quá tệ. chất lượng sản phẩm khá tốt,positive,neutral,neutral,neutral,negative
mới mua đã hỏng nứt xước sơn như đồ cũ. shop nhắn tin không trả lời đóng gói sơ sài,negative,negative,neutral,neutral,negative
sản phẩm ổn giao hàng nhanh lắm,positive,neutral,positive,neutral,positive
dây lỏng lẻo giao sai khối lượng,negative,neutral,neutral,neutral,negative
chất lượng ổn đúng mô tả. giao lâu hộp đựng rách te tua,positive,negative,negative,neutral,neutral
hàng được bọc kĩ đúng mô tả chất lượng tốt. gậy bị trầy khá nhiều,positive,positive,neutral,neutral,positive
giao hàng lâu 6 ngày mới tới nhưng hàng cũng ok,positive,neutral,negative,neutral,neutral
sai cân nặng đặt 40 giao 30 đúng mô tả,neutral,neutral,neutral,neutral,neutral
thanh bẻ lò xo hơi cong hơi tróc sơn khá nặng đúng mô tả,negative,neutral,neutral,neutral,negative
trong nội thành giao lâu 3 ngày mới nhận. đặt 40kg nhận bẻ nhẹ như 30kg,negative,neutral,negative,neutral,negative
nhắn tin shop không trả lời thanh lò xo không ghi số cân đặt 30kg mà như 40kg,negative,neutral,neutral,neutral,negative
hàng dùng được đúng mô tả. tay cầm bị móp vào do vận chuyển,negative,neutral,neutral,neutral,neutral
đặt 25kg nhưng shop gửi 20kg hơi nhẹ. hàng khá đẹp,positive,neutral,neutral,neutral,neutral
Đặt 50kg gửi 40kg liên hệ shop không phản hồi,negative,neutral,neutral,neutral,negative
tốt bị móp tay cầm khi vận chuyển đúng mô tả,positive,neutral,neutral,neutral,positive
đặt 3 cái giao có 1 cái nhắn tin shop không phản hồi. chất lượng ok,positive,neutral,neutral,neutral,negative
to đẹp đúng mô tả hơi nhẹ nói chung bình thường,neutral,neutral,neutral,neutral,neutral
lò xo bị hở tay cầm hàng bị lỗi,negative,neutral,neutral,neutral,negative
đúng mô tả đẹp nhưng bị tróc sơn nhiều chỗ bẩn nhìn hơi cũ mùi rất hôi,negative,neutral,neutral,neutral,negative
bẻ 2 cái đã tróc sơn cứng,negative,neutral,neutral,neutral,negative
giao hàng khá nhanh chất lượng sản phẩm tốt đóng gói kĩ càng cẩn thận,positive,positive,positive,neutral,positive
giá rẻ nên hàng dỏm bẻ mấy cái lò xo bị cong luôn tiền nào của nấy,negative,neutral,neutral,positive,negative
giao hàng nhanh đúng sản phẩm đúng mô tả,positive,neutral,positive,neutral,positive
gói hàng không cẩn thận bị vỡ nút reset đúng mô tả,negative,negative,neutral,neutral,negative
dùng được 30kg lần đầu tập hơi cứng quen tay bẻ tốt,positive,neutral,neutral,neutral,positive
bị bong sơn hơi nhiều dùng tạm thôi,negative,neutral,neutral,neutral,negative
đơn hàng chất lượng đúng mô tả. hỏi shop không trả lời tin nhắn,positive,neutral,neutral,neutral,neutral
shop gửi nhầm hàng nhắn tin từ hôm qua đến hôm nay không trả lời,negative,neutral,neutral,neutral,negative
shop chuẩn bị và giao hàng siêu lâu 6 ngày ở hà nội. gậy nhẹ hơn cùng loại,negative,neutral,negative,neutral,negative
cây 30kg giao tới bị bong tróc bẻ vài lần bị cong tạm,negative,neutral,neutral,neutral,negative
bẻ 10 cái đã bị cong,negative,neutral,neutral,neutral,negative
đặt 40kg giao 30kg đúng mô tả chất lượng ok,positive,neutral,neutral,neutral,positive
đặt 60kg giao 50kg giao hàng sai,negative,neutral,neutral,neutral,negative
giao hàng cực kì lâu nhắn tin shop không thèm trả lời hỗ trợ,neutral,neutral,negative,neutral,negative
sản phẩm như hình đúng mô tả dùng được tốt hơi nhẹ,positive,neutral,neutral,neutral,positive
mua lần 2 đặt hộ bị xước tùm lum đúng mô tả chất lượng bình thường,negative,neutral,neutral,neutral,negative
chất liệu bình thường giấy niêm phong bị sai địa chỉ đúng mô tả shop kém,negative,neutral,neutral,neutral,negative
dùng ổn đúng mô tả chất lượng tốt,positive,neutral,neutral,neutral,positive
đóng gói kỹ hàng hơi bị delay sản phẩm ok shipper thân thiện giá hợp lý đúng mô tả,positive,positive,negative,positive,positive
hàng về nát bét giao thì lâu lò xo cũng được,negative,neutral,negative,neutral,negative
nhìn chất lượng đóng gói ổn giao hàng nhanh đúng hình,positive,positive,positive,neutral,positive
giao hàng nhanh đóng gói cẩn thận mua 40kg giao 30kg đúng mô tả,positive,positive,positive,neutral,positive
shop giao thiếu hàng nhắn tin shop không trả lời không giải quyết phục vụ kém,negative,neutral,neutral,neutral,negative
đặt 2 kìm bóp tay giao có 1 cái nhắn tin hỏi shop không thấy trả lời,negative,neutral,neutral,neutral,negative
nặng 50kg bẻ khó xong bị hở lò xo không bền dễ bật vào mặt chất lượng tốt đúng mô tả,neutral,neutral,neutral,neutral,neutral
shop giao thiếu hàng chat hỏi không trả lời phục vụ cực kém sản phẩm tốt đáng mua,positive,neutral,neutral,neutral,negative
shop giao nhầm kìm 30kg đơn đặt 40kg chất lượng tốt vẫn dùng được,positive,neutral,neutral,neutral,neutral
dùng để tập cơ tay hợp lý đúng mô tả chất lượng tốt,positive,neutral,neutral,neutral,positive
chất lượng tạm chấp nhận được lò xo bẻ vài lần bị cong kêu ọp ẹp,negative,neutral,neutral,neutral,negative
bẻ ngon nhưng giao sai giờ chỗ tay cầm bị rách,neutral,neutral,negative,neutral,neutral
mua 2 giao 1 sai kìm bóp tay ức chế shop này chất lượng tốt đúng mô tả,positive,neutral,neutral,neutral,negative
chuẩn bị hàng quá lâu tận 3-4 ngày chất lượng tốt,positive,neutral,neutral,neutral,positive
đặt 20kg giao 40kg bẻ không được nhắn tin không rep đúng mô tả chất lượng tốt,positive,neutral,neutral,neutral,negative
thời gian giao hàng đúng thông báo nhân viên giao hàng thân thiện đúng mô tả,neutral,neutral,positive,neutral,neutral
hỏi shop liên tục 2 ngày đêm không trả lời. shipper thân thiện gậy ok,positive,neutral,positive,neutral,neutral
sản phẩm tốt nhưng giao hàng quá lâu gần 3 tuần mới có,positive,neutral,negative,neutral,positive
hàng nặng mà giao cũng nhanh,positive,neutral,positive,neutral,positive
mua hàng nhắn shop không trả lời lâu đúng mô tả chất lượng tốt,positive,neutral,negative,neutral,negative
