comment,chat_luong,dong_goi,van_chuyen,gia_ca,overall
"Quần chất liệu dày dặn không bị mỏng lộ hàng như mẫu khác, tuy nhiên dáng này hơi ngắn dài hơn 2cm sẽ hợp lý hơn",neutral_positive,neutral,neutral,neutral,neutral_positive
"Hàng ổn sản phẩm như mô tả giá hợp lý, shop tư vấn nhiệt tình đóng gói kỹ chắc chắn ship nhanh",positive,positive,positive,positive,positive
"Quần họa tiết nhện đẹp, mua cho chồng mà chồng không mặc",neutral_positive,neutral,neutral,neutral,neutral_positive
"Hàng khá ok thoải mái dễ chịu mặc mát lắm",positive,neutral,neutral,neutral,positive
"Quần rẻ mặc rất thoải mái và vừa vặn không điểm nào chê, ship khá nhanh",positive,neutral,positive,positive,positive
"Quần siêu cute mặc nhà thoáng mát",positive,neutral,neutral,neutral,positive
"Sản phẩm rất ok màu và kiểu đều đẹp giá tiền hợp lý rất đáng mua",positive,neutral,neutral,positive,positive
"Chất lượng đúng mô tả sử dụng tốt nhu cầu cơ bản, đóng gói cẩn thận giao nhanh, shop tư vấn nhiệt tình, tuy nhiên nên cải thiện kiểm hàng tránh lỗi nhỏ",neutral_positive,positive,positive,neutral,neutral_positive
"Vải cotton mặc ở nhà mát, giao hàng nhanh chóng",positive,neutral,positive,neutral,positive
"Vải ok ổn áp, shop tinh tế giao ngẫu nhiên một sáng một tối",positive,neutral,neutral,neutral,positive
"Quần vừa cân nặng nhưng chiều dài hơi ngắn, chất liệu tạm ổn",neutral_negative,neutral,neutral,neutral,neutral_negative
"Shop chu đáo gói hàng kĩ càng cẩn thận bảo quản sản phẩm, hỗ trợ khách hàng nhiệt tình, hỗ trợ giao hàng nhanh",positive,positive,positive,neutral,positive
"Quần mặc ở nhà rất ok, vải siêu nhân nhện đen mát mẻ thoải mái không bị chật hay khó chịu, giá ổn",positive,neutral,neutral,positive,positive
"Vải siêu dày luôn màu đẹp dễ thương lắm, bận nhà mát mẻ thoải mái",positive,neutral,neutral,neutral,positive
"Mẫu đẹp đơn giản đa dạng mẫu mã, giao hàng nhanh, giá thành rẻ",positive,neutral,positive,positive,positive
"Giao đúng mẫu quần thun mát đẹp lắm, đóng gói hàng cẩn thận chu đáo, giao nhanh",positive,positive,positive,neutral,positive
"Vải mịn không khô ráp, chất lượng ok tầm 45kg mặc vẫn tốt",positive,neutral,neutral,neutral,positive
"Quần xịn xò vải vừa mềm mịn vừa mát, giá lại quá rẻ",positive,neutral,neutral,positive,positive
"Sản phẩm đẹp mịn đúng như mô tả, ship giao hàng nhanh",positive,neutral,positive,neutral,positive
"Quần đẹp đường may kĩ, mong là giặt máy không bị giãn",neutral_positive,neutral,neutral,neutral,positive
"Sản phẩm vẫn cứ ok, đóng gói kĩ càng, giao hàng nhanh chóng",positive,positive,positive,neutral,positive
"Đường chỉ may cẩn thận, kích thước vừa chuẩn, giao hàng nhanh, màu sắc phong phú",positive,neutral,positive,neutral,positive
"Sản phẩm ok, giá cả hợp lý, giao hàng nhanh",positive,neutral,positive,positive,positive
"Sản phẩm dùng rất ổn hình thức đẹp dễ sử dụng chất lượng tốt phù hợp nhu cầu, đóng gói chắc chắn, giao hàng đúng giờ, giá cả hợp lý",positive,positive,positive,positive,positive
"Chất liệu tốt mặc rất thích chẳng có gì phải bàn cãi, rất đáng mua",positive,neutral,neutral,neutral,positive
"Sản phẩm rất tốt, shop tư vấn nhiệt tình, giao hàng nhanh",positive,neutral,positive,neutral,positive
"Hàng ok rẻ đẹp mua cho chồng mặc nhìn dễ thương lắm",positive,neutral,neutral,positive,positive
"Có mấy mươi nghìn cũng không nhận xét gì nhiều, hình ảnh giống mô tả",neutral_positive,neutral,neutral,positive,neutral_positive
"Quần đẹp vải mềm mặc thoải mái, giao khá nhanh, giá cũng rẻ",positive,neutral,positive,positive,positive
"Hàng đóng gói rất đẹp không có dấu hiệu bị móp méo, bộ phận vận chuyển cẩn thận",positive,positive,positive,neutral,positive
"Đánh giá quần thun",neutral,neutral,neutral,neutral,neutral
"Hàng quá đẹp chất lượng so với giá tiền, giao hàng nhanh",positive,neutral,positive,positive,positive
"Đánh giá quần thun",neutral,neutral,neutral,neutral,neutral
"Chất vải mát mẻ thoải mái, xứng đáng mua một lốc về mặc",positive,neutral,neutral,neutral,positive
"Quần mặc ok lắm, mua tặng được khen đẹp, shop giao hàng nhanh",positive,neutral,positive,neutral,positive
"Chất vải đẹp, đóng gói chắc chắn, giao hàng nhanh, shop tư vấn nhiệt tình",positive,positive,positive,neutral,positive
"Phom khá nhỏ so với cân nặng nên mặc bị chật (hối hận vì không tăng 1 size), bù lại vải giặt xong mềm mát thích loại mỏng như này, giá tốt",neutral_negative,neutral,neutral,positive,neutral_positive
"Sản phẩm rất ổn đúng mô tả chất lượng tốt so với giá, đóng gói cẩn thận không trầy xước, giao nhanh, shop phản hồi tin nhắn nhanh tư vấn nhiệt tình",positive,positive,positive,positive,positive
"Sản phẩm tốt chất lượng đẹp, giao hàng nhanh",positive,neutral,positive,neutral,positive
"Quần đẹp chất vải mặc cực kỳ thoải mái, giá tiền quá hợp lý với chất lượng đỉnh cao",positive,neutral,neutral,positive,positive
"Mua 10 cái áp mã khuyến mãi giá chỉ 360k rất rẻ, thun mát mẻ thoải mái, rất hài lòng",positive,neutral,neutral,positive,positive
"Sản phẩm rất đẹp chất liệu tốt đúng size mặc thoáng mát thoải mái, shop tư vấn rất nhiệt tình lịch sự giao hàng nhanh",positive,neutral,positive,neutral,positive
"Quần rẻ đẹp mặc bao mát đa dạng màu sắc tươi sáng",positive,neutral,neutral,positive,positive
"Chất liệu vải ok trong tầm giá, hoạ tiết ổn rõ nét không bị lỗi, giao hàng nhanh đúng dự kiến",positive,neutral,positive,positive,positive
"Quần cute vải thun thô cotton nhiều loại, mua nhiều giá rẻ lắm, shop giao siêu nhanh và check tin nhắn thân thiện",positive,neutral,positive,positive,positive
"Vải đẹp, giá thành rẻ, shop giao hàng nhanh đúng sản phẩm",positive,neutral,positive,positive,positive
"Sản phẩm tốt vải cotton mát, hàng chất lượng đúng mô tả",positive,neutral,neutral,neutral,positive
"Quần dễ thương xỉu săn mua được giá rẻ, chất thun ok",positive,neutral,neutral,positive,positive
"Chất lượng sản phẩm nằm trong tầm giá, đóng gói sản phẩm tốt, thời gian giao hàng đúng dự kiến",neutral_positive,positive,positive,positive,neutral_positive
"Quần đúng mẫu đẹp chất lượng tốt, shop nhiệt tình thân thiện uy tín, giao nhanh",positive,neutral,positive,neutral,positive
"Mặc mát kiểu dáng đẹp, giao hàng ok đóng gói đúng mẫu đúng màu",positive,positive,positive,neutral,positive
"Quần vải thun co giãn tốt không bị ngứa, mặc thoải mái rộng rãi",positive,neutral,neutral,neutral,positive
"Vải nhẹ mát mặc nhà tốt, tuy nhiên đặt ngẫu nhiên màu tối nên có mấy màu hơi sến",neutral_positive,neutral,neutral,neutral,neutral_positive
"Quần nhận ưng quá chừng chất vải thun mát phù hợp mẫu mã y hình, shop gói hàng cực cẩn thận giao hàng siêu nhanh đúng mẫu",positive,positive,positive,neutral,positive
"Quần đẹp y hình chọn màu nào shop giao đúng màu đó, giá rất ổn áp",positive,neutral,neutral,positive,positive
"Shop giao hàng nhanh, đóng gói cẩn thận",neutral,positive,positive,neutral,neutral_positive
"Shop đóng gói sản phẩm rất đẹp chắc chắn, thời gian giao hàng rất nhanh",neutral,positive,positive,neutral,neutral_positive
"Vải đẹp giá tốt nhất trong các chỗ từng mua, mua 20 cái rồi vẫn muốn mua thêm",positive,neutral,neutral,positive,positive
"Quần xinh, vải cotton ok dày dặn, giao hàng nhanh",positive,neutral,positive,neutral,positive
"Quần không dày không mỏng lắm mặc ngủ rất mát, giao hàng nhanh, giá cả khá ok",positive,neutral,positive,positive,positive
"Đồ chất lượng ok ổn vải dày dặn đáng trải nghiệm, giá cả hợp lý",positive,neutral,neutral,positive,positive
"Quần xinh lắm, giá rẻ nên mua, giao hàng nhanh",positive,neutral,positive,positive,positive
"Quần thun cotton giống hình mặc mát, giá rẻ nên mua",positive,neutral,neutral,positive,positive
"Quần đẹp co giãn mặc mát, mặc đi tập thể dục rất thoải mái",positive,neutral,neutral,neutral,positive
"Quần đẹp mát họa tiết không quá nổi bật phù hợp cho cả nam và nữ mang, phù hợp giá tiền",positive,neutral,neutral,positive,positive
"Shop rất đáng yêu xử lý thiếu hàng tốt chủ động ship thêm, phù hợp mua làm quà tặng",neutral,neutral,positive,neutral,positive
"Chất vải cotton mát hàng đẹp đúng màu, giao hàng nhanh, shipper thân thiện",positive,neutral,positive,neutral,positive
"Chất lượng khá ổn, giá cũng rẻ chưa thấy gì để chê, shop giao hàng nhanh",positive,neutral,positive,positive,positive
"Vải cotton mát hàng đúng mẫu đẹp, shop đóng gói cẩn thận đầy đủ, giao hàng nhanh",positive,positive,positive,neutral,positive
"Vải mỏng mịn mát, tầm 110kg mặc vừa in giá này thì ok, giao hàng nhanh, tuy nhiên quần hơi ngắn và không có túi nên hơi bất tiện",neutral_negative,neutral,positive,positive,neutral_positive
"Túi dày dặn, mặc dù màu hồng và tím in hình khác mô tả nhưng vẫn dễ thương, shop giao nhanh đóng gói kỹ đủ số lượng",neutral_positive,positive,positive,neutral,positive
"Sản phẩm đúng mẫu chất lượng đạt, giao hàng nhanh săn được giá rẻ",positive,neutral,positive,positive,positive
"Sản phẩm rất đẹp chất liệu tốt đúng màu mẫu mã ok hình dáng cute chống nước rất tốt, shop giao hàng nhanh",positive,neutral,positive,neutral,positive
"Thiết kế chắc chắn thông minh màu đẹp chuẩn hình, giá rẻ nên mua",positive,neutral,neutral,positive,positive
"Chất liệu nhựa thiết kế ok, shop giao đóng gói cẩn thận giao hàng nhanh chóng",positive,positive,positive,neutral,positive
"Túi khá đẹp nhìn bên ngoài còn đẹp hơn trong ảnh",positive,neutral,neutral,neutral,positive
"Túi đựng điện thoại hình xinh có dây đeo, có phao nổi tốt dùng khi ngập lụt đi biển trời mưa rất tốt, săn được giá hời có 4k",positive,neutral,neutral,positive,positive
"Túi hình đẹp đúng mẫu có dây đeo tiện lợi cảm ứng vẫn ok không bị vào nước, shop giao hàng nhanh",positive,neutral,positive,neutral,positive
"Có túi đựng điện thoại có phao nổi trên mặt nước rất tốt dùng khi đi biển trời mưa hay ngập lụt, săn được giá hời có 4k",positive,neutral,neutral,positive,positive
"Sản phẩm chống nước được khoảng 80% thôi, ngâm dưới nước tầm 5 phút là bắt đầu tràn vào, shop chuẩn bị và giao hàng nhanh",neutral_negative,neutral,positive,neutral,neutral_negative
"Sản phẩm chất lượng tốt quá ấn tượng giá thành hợp lý so với thị trường, nhân viên hỗ trợ nhiệt tình giao hàng nhanh đúng hẹn",positive,neutral,positive,positive,positive
"Mẫu giá như hình bọc to dùng cho iphone 15 vẫn ok, hàng giao nhanh",positive,neutral,positive,neutral,positive
"Túi chống nước tiện lợi kín đáo bảo vệ điện thoại an toàn khi đi bơi du lịch, chất liệu bền cảm ứng nhạy dễ sử dụng",positive,neutral,neutral,neutral,positive
"Test thử không bị nước vào giá rẻ, tuy nhiên màu hồng đặt về khác hoàn toàn trên ảnh nhìn xấu",neutral_negative,neutral,neutral,positive,neutral_positive
"Sản phẩm giống mô tả chất lượng tốt, shop đóng gói cẩn thận",positive,positive,neutral,neutral,positive
"Chất lượng sản phẩm tốt đúng mô tả nên mua",positive,neutral,neutral,neutral,positive
"Hình khác so với trên ảnh nhưng vẫn đẹp và dày dặn, với giá này thì thế là quá ổn rồi",neutral_positive,neutral,neutral,positive,positive
"Nhựa trong dẻo hình thức đẹp, đóng gói cẩn thận giao hàng nhanh",positive,positive,positive,neutral,positive
"Nhìn xinh xắn, giao hàng nhanh",positive,neutral,positive,neutral,positive
"Hàng đẹp và tốt",positive,neutral,neutral,neutral,positive
"Túi đẹp dễ thương chắc chắn nhựa dẻo trong suốt chống nước tốt, tuy nhiên điện thoại to cho vào hơi chật phải tháo ốp và bị che mất camera",neutral_positive,neutral,neutral,neutral,neutral_positive
"Sản phẩm dẻo dai dễ tháo lắp thiết kế dễ thương tiện dụng đi du lịch kiểm tra nước kín không bị tràn vào màu sắc dịu nhẹ",positive,neutral,neutral,neutral,positive
"Túi màu xinh giá rẻ, ship hàng nhanh đóng gói cẩn thận",positive,positive,positive,positive,positive
"Sản phẩm tốt chống được nước, giao hàng nhanh ship thân thiện",positive,neutral,positive,neutral,positive
"Túi đựng ổn, hơi chật một xíu nhưng không sao",neutral_positive,neutral,neutral,neutral,positive
"Dùng cũng tàm tạm, chất lượng tốt nhưng bỏ vào rồi thì bấm cảm ứng không được",neutral_negative,neutral,neutral,neutral,neutral_negative
"Đúng mô tả giao hàng nhanh, tuy nhiên mới nhận được hàng đã bị hỏng mất một bên chốt",neutral_negative,neutral,positive,neutral,neutral_negative
"Shop giao đúng mẫu giá rẻ mà chất lượng khá tốt",positive,neutral,neutral,positive,positive
"Giao hàng rất nhanh một ngày là có, nhưng cảm giác form túi thấy sao sao lo bị vô nước",neutral_negative,neutral,positive,neutral,neutral_negative
"Chất lượng sản phẩm tốt khá ok, tuy nhiên giao hình không đúng như mẫu đã chọn",neutral_positive,neutral,neutral,neutral,neutral_positive
"Túi rẻ giao nhanh, nhưng nhược điểm là mẫu giao ngẫu nhiên hình xấu đẹp tùy may rủi, túi khá nhỏ không vừa điện thoại to và bỏ vào hầu như không thao tác cảm ứng được",neutral_negative,neutral,positive,positive,neutral_negative
"Sản phẩm đẹp đúng với mô tả rất ưng ý nên mua",positive,neutral,neutral,neutral,positive
"Chất lượng sản phẩm tuyệt vời xinh xắn dễ phối đồ giá rẻ giao hàng nhanh",positive,neutral,positive,positive,positive
"Sản phẩm đẹp đúng như hình ảnh, shop giao hàng nhanh",positive,neutral,positive,neutral,positive
"Giao hàng nhanh đóng gói hàng cẩn thận, chất lượng chống nước ổn nhưng để quay dưới nước thì khá mờ phải nước siêu trong mới đẹp",neutral_positive,positive,positive,neutral,positive
"Chất lượng khá tốt nhưng vẫn có thể bị thấm nước vào, được cái giá cả rẻ",neutral_negative,neutral,neutral,positive,neutral_negative
"Chất lượng tốt giao hàng nhanh chất cũng tạm được giá cả hợp lý",positive,neutral,positive,positive,positive
"Túi chống nước màu đẹp dễ thương, tuy nhiên khó sử dụng và cảm ứng không được trơn mượt",neutral_negative,neutral,neutral,neutral,neutral_negative
"Giao hàng nhanh, chất lượng và hình thức tàm tạm",neutral,neutral,positive,neutral,neutral
"Đẹp đẽ đơn thuần là tốt ok",positive,neutral,neutral,neutral,positive
"Sản phẩm đúng mô tả đeo đi biển không bị ngấm nước, giao hàng nhanh",positive,neutral,positive,neutral,positive
"Ưu điểm giao hàng nhanh có 1 ngày, nhưng túi máy to đeo ốp khó vào, mặt có hình nổi lên nên khó bấm cảm ứng (khuyên mọi người quay ngược máy lại ấn dễ hơn)",neutral_negative,neutral,positive,neutral,neutral_negative
"Túi dày dặn đúng mô tả, điện thoại to hơn xíu thì hơi chật, với giá tiền đó mua cũng ổn",neutral_positive,neutral,neutral,positive,neutral_positive
"Giá này là rẻ nhưng chất lượng cũng ổn áp hợp lý với giá",positive,neutral,neutral,positive,positive
"Shop giao hàng nhanh đóng gói ok",neutral,positive,positive,neutral,positive
"Mua được với giá 0đ nên siêu ưng siêu ok",positive,neutral,neutral,positive,positive
"Giao hàng nhanh sản phẩm không có gì chê, nhưng phần cho điện thoại vào tháo ra hơi lâu",neutral_positive,neutral,positive,neutral,positive
"Nhận được nhanh lắm, túi dày dặn hàng ok tốt",positive,neutral,positive,neutral,positive
"Vẫn bị nước vào, giá rẻ nên chất lượng cũng không ok lắm",negative,neutral,neutral,positive,negative
"Túi hơi nhỏ nhưng màu đẹp thiết kế dễ thương giá rẻ, tuy nhiên bỏ điện thoại vào thì lướt hơi khó",neutral_negative,neutral,neutral,positive,neutral_positive
"Hàng ok đúng mô tả, điện thoại dài sẽ bị viền bọc che mất camera trước còn máy nhỏ lùn thì không bị",neutral_positive,neutral,neutral,neutral,neutral_positive
"Sản phẩm chất lượng trung bình tạm ổn thôi",neutral_negative,neutral,neutral,neutral,neutral_negative
"Chưa biết cho xuống nước có ổn không nhưng nhìn có vẻ cũng ok, săn được giá rẻ",neutral_positive,neutral,neutral,positive,neutral_positive
"Ưng màu hồng rất đẹp chống nước rất đỉnh giá phù hợp, tuy nhiên có mấy hình che làm hơi khó xem",neutral_positive,neutral,neutral,positive,positive
"Giao hàng khá nhanh đóng gói ổn, chất nhựa nhỏ gọn kín nhưng sản phẩm có hơi bụi chùi không hết sạch",neutral_negative,positive,positive,neutral,neutral_negative
"Túi họa tiết dễ thương, tuy nhiên nút nhựa dễ bị rớt ra nếu bật mạnh làm khi xuống nước hơi lo",neutral_negative,neutral,neutral,neutral,neutral_negative
"Hình đẹp chống nước tốt chất lượng sản phẩm tốt",positive,neutral,neutral,neutral,positive
"Sản phẩm ok, giao hàng nhanh",neutral,neutral,positive,neutral,positive
"Bao da cứ phồng hơi lên ấn hoài không ăn cảm ứng màn hình, ấn mấy lần mới chạm được một lần nên hơi khó chụp hình cho tụi nhỏ khi đi biển",neutral_negative,neutral,neutral,neutral,neutral_negative
"Hàng tốt đẹp đúng như mô tả",positive,neutral,neutral,neutral,positive
"Sản phẩm đúng mô tả chất lượng tốt, tuy nhiên gói hàng nhận đến tay hơi bị móp méo",positive,neutral_negative,neutral,neutral,neutral_positive
"Chất lượng sản phẩm tuyệt vời hình ảnh đẹp đúng như trên mẫu",positive,neutral,neutral,neutral,positive
"Sản phẩm chất lượng bình thường đúng như shop mô tả, áp dụng giá sale nên giá mua khá rẻ",neutral,neutral,neutral,positive,neutral_positive
"Chất lượng cũng khá là ổn nhưng giao hàng không giống hình mình chọn, xài một thời gian thì bị xẹp phao",neutral_negative,neutral,neutral,positive,neutral_negative
"Chất lượng khá ổn dùng tốt cho điện thoại nhỏ cỡ 6.5 inch trở xuống, điện thoại to hơn thì không cho vào vừa túi",neutral_positive,neutral,neutral,neutral,neutral_positive
"Túi nhìn xinh xinh, đi dã ngoại tiện cho trẻ con dùng nói chung là ưng",positive,neutral,neutral,neutral,positive
"Giao đúng hàng chất lượng tốt, đầu khóa kéo hơi bị vướng vào vỏ nhựa khi đóng mở một chút nhưng xài ổn",neutral_positive,neutral,neutral,neutral,positive
"Chất lượng sản phẩm cũng ok",neutral,neutral,neutral,neutral,neutral
"Túi trông chắc chắn chưa test thử chống nước nhưng thấy khóa đóng khá chắc chắn",neutral_positive,neutral,neutral,neutral,neutral_positive
"Thử thấy có chống nước ổn, giao hàng nhanh giá rẻ nhưng giao không đúng mẫu mình thích",neutral_positive,neutral,positive,positive,neutral_positive
"Shop đóng gói kỹ ship hàng nhanh chóng sản phẩm ok đúng mô tả",positive,positive,positive,neutral,positive
"Chất liệu nhựa rẻ cũng tạm được",neutral,neutral,neutral,positive,neutral
"Cho lựa màu làm gì rồi giao 2 mẫu trật lất chán ghê, chưa sử dụng nên chưa biết chất lượng",negative,neutral,neutral,neutral,negative
"Sản phẩm tốt to dùng ok",positive,neutral,neutral,neutral,positive
"Giá ok nhưng chất lượng tạm được và shop giao hàng không đúng hình mình chọn",neutral_negative,neutral,neutral,positive,neutral_negative
"Giao hàng nhanh đúng đủ màu mẫu sớm uy tín chất lượng",positive,neutral,positive,neutral,positive
"Giao hàng nhanh giao đúng sản phẩm nhưng túi bị hở một khoảng không biết nước có vào điện thoại không",neutral_negative,neutral,positive,neutral,neutral_negative
"Giao hàng nhanh túi xinh chất lượng tốt",positive,neutral,positive,neutral,positive
"Giao hàng nhanh đặt hôm trước hôm sau đã nhận được, tuy nhiên đặt màu hồng và tím mà shop giao sai thành màu xanh",neutral_positive,neutral,positive,neutral,neutral_negative
"Giao hàng nhanh, đặt màu xanh dương giao xanh lá, dây đeo không chắc chắn lắm đeo sợ rớt",neutral_negative,neutral,positive,neutral,neutral_negative
"Sản phẩm tốt giao hàng nhanh",positive,neutral,positive,neutral,positive
"Giao đủ số lượng hàng đúng như hình, shipper thân thiện",positive,neutral,neutral,neutral,positive
"Túi nhựa dẻo khá chắc chắn thiết kế dễ thương, tuy nhiên túi bị dính bẩn lau mãi không sạch nên hơi thất vọng",neutral_negative,neutral,neutral,neutral,neutral_negative
"Túi đẹp dễ thương chống nước tốt không rò rỉ cảm ứng mượt, iphone X bỏ vào vừa đẹp nhưng thiết kế hơi bé điện thoại to bỏ vào bị cộm dùng khó",neutral_positive,neutral,neutral,neutral,neutral_positive
"Giao hàng nhanh đóng gói cẩn thận trong hộp, túi khá dày dễ mở tháo và cảm ứng được điện thoại, tuy nhiên túi hơi dính bụi và băng dính dán hộp hơi lỏng",neutral_positive,neutral_positive,positive,neutral,neutral_positive
"Giao đúng sản phẩm màu sắc và số lượng đã chọn, giá rẻ",neutral,neutral,neutral,positive,neutral_positive
"Thiết kế đẹp hình cute chất liệu nhựa dẻo khá chắc chắn, nhược điểm là mùi nhựa hắc và vừa mở ra đã bị bung cái nắp xanh",neutral_negative,neutral,neutral,neutral,neutral_negative
"Giao hàng nhanh đóng gói cẩn thận, túi dày dặn nhưng khi vuốt cảm ứng hơi bị rít không được mượt lắm",neutral_positive,positive,positive,neutral,neutral_positive
"Đã test chống nước ok, tuy nhiên dòng máy 12 Pro Max nếu đeo ốp thì hơi chật, không đeo ốp thì vừa",neutral_positive,neutral,neutral,neutral,neutral_positive
"Đằng sau túi có sticker che mất camera rất khó chịu, ai cần dùng camera sau nhiều khi đi mưa chạy ship thì không nên mua",negative,neutral,neutral,neutral,negative
"Săn được giá 30k cho 2 cái rẻ, nhựa vừa phải không dày lắm, chống thấm nước ở mức tạm ổn phù hợp đi chơi biển",neutral_positive,neutral,neutral,positive,neutral_positive
"Túi y chang mẫu dễ sử dụng, nhưng máy 14 Pro Max bỏ vào hơi bị chật một chút",neutral_positive,neutral,neutral,neutral,neutral_positive
"Sản phẩm khá tốt màu sắc chuẩn kín chống nước tốt, nhưng dây đeo khá mỏng rất sợ bị đứt",neutral_positive,neutral,neutral,neutral,neutral_positive
"Túi dẻo dai màu xanh nước biển đẹp có dây đeo tiện dụng, tuy nhiên phần nắp mở ra đóng vào hơi khó đóng",neutral_positive,neutral,neutral,neutral,neutral_positive
"Sử dụng tạm được đúng với mô tả, tuy nhiên điện thoại kích cỡ to sẽ khó cho vào túi",neutral_positive,neutral,neutral,neutral,neutral_positive
"Ốp chống nước rất tốt và đẹp, nhược điểm là dùng lâu thì túi bị xì hơi ra",neutral_positive,neutral,neutral,neutral,neutral_positive
"Sản phẩm tạm ổn tiền nào của nấy dùng tạm cũng được, giao hàng nhanh",neutral,neutral,positive,neutral,neutral
"Sản phẩm sử dụng ổn đeo đi đường dò map tốt, chưa test kỹ xem có vào nước không",positive,neutral,neutral,neutral,positive
"Sản phẩm đúng mô tả chất lượng được rcm mọi người nên mua, giao hàng nhanh shipper thân thiện",positive,neutral,positive,neutral,positive
"Sản phẩm có vẻ hơi lỏng lẻo mép không được chắc chắn chưa dùng thử, giao hàng nhanh shipper nhiệt tình",neutral_negative,neutral,positive,neutral,neutral_negative
"Sản phẩm đúng mô tả chất lượng tốt, hàng về rất ưng luôn",positive,neutral,neutral,neutral,positive
"Sản phẩm sử dụng ok bỏ trong túi vẫn cảm ứng bình thường, tuy nhiên màu sắc bóc ra khác trên ảnh và điện thoại phải tháo ốp vì hơi khó nhét vào",neutral_negative,neutral,neutral,neutral,neutral_positive
"Túi cute dễ sử dụng, shop giao hàng nhanh",positive,neutral,positive,neutral,positive
"Sản phẩm đẹp chắc chắn, giao hàng nhanh, tuy nhiên cá nhân mình thấy hơi nhỏ",neutral_positive,neutral,positive,neutral,neutral_positive
"Túi đựng ok nhưng bị méo mó, dây hơi mỏng dễ đứt, đóng gói cũng được, giao nhanh",neutral_negative,neutral_positive,positive,neutral,neutral_negative
"Giá rẻ nhưng shop giao lộn màu mình chọn, chưa thử với nước nên chưa biết có chống nước không",neutral_negative,neutral,neutral,positive,neutral_negative
"Đúng hàng đúng mẫu, thành phẩm và đóng gói đẹp",positive,positive,neutral,neutral,positive
"Sản phẩm tốt đúng mô tả nên mua",positive,neutral,neutral,neutral,positive
"Túi hơi bé so với các dòng promax, máy thường nếu dùng ốp to cũng không vừa",neutral_negative,neutral,neutral,neutral,neutral_negative
"Mẫu xinh giá rẻ chống nước ok, nhược điểm là gói hàng sơ sài và khi bỏ điện thoại vào bấm rất khó cảm ứng, giao nhanh",neutral_negative,neutral_negative,positive,positive,neutral_positive
"Hàng rất đẹp được tặng kèm dây đeo đúng với mô tả, shop uy tín",positive,neutral,neutral,neutral,positive
"Sản phẩm ổn áp dễ dùng chắc chắn nên mua",positive,neutral,neutral,neutral,positive
"Túi đựng vừa cả iphone 12 Pro Max nếu bỏ ốp siêu thích, chống nước tốt, điểm trừ là shop chuẩn bị hàng hơi lâu",positive,neutral,neutral_negative,neutral,positive
"Sản phẩm ổn nhưng kích thước bên trong nhỏ quá nhét điện thoại bị chật, mong shop làm rộng hơn",neutral_negative,neutral,neutral,neutral,neutral_positive
"Sản phẩm ổn trong tầm giá, thời gian giao hàng nhanh",positive,neutral,positive,positive,positive
"Túi nhìn cũng khá kín nước đúng mô tả chất lượng ok",positive,neutral,neutral,neutral,positive
"Sản phẩm chống nước thật đúng mô tả chất lượng ok, nhưng hơi khó mở",neutral_positive,neutral,neutral,neutral,positive
"Chất lượng tốt đúng mô tả, tuy nhiên đặt màu xanh dương nhưng giao sai thành màu xanh lá",neutral_positive,neutral,neutral,neutral,neutral_negative
"Sản phẩm đẹp đúng với mô tả chất lượng tốt",positive,neutral,neutral,neutral,positive
"Chất lượng sản phẩm ok đúng với sản phẩm",neutral,neutral,neutral,neutral,neutral
"Giao hàng nhanh đúng sản phẩm, đẹp rẻ",positive,neutral,positive,positive,positive
"Chất lượng tốt không bị thấm và vào nước, tuy nhiên màu sắc hơi khác với hình",neutral_positive,neutral,neutral,neutral,positive
"Túi khá là to nên có thể để vừa được điện thoại, màu sắc ok đúng mô tả",positive,neutral,neutral,neutral,positive
"Màu đẹp nhưng túi bị hở hai bên nên không dám xài sợ vào nước",negative,neutral,neutral,neutral,negative
"Túi đựng hơi bẩn họa tiết không quá đẹp, chống nước chưa biết thế nào nhưng giá thành ổn",neutral_negative,neutral,neutral,positive,neutral
"Đã nhận được hàng dùng ok, giao hàng nhanh",positive,neutral,positive,neutral,positive
"Giao hàng không bị gì và chống nước rất tốt",positive,neutral,positive,neutral,positive
"Sản phẩm hơi mờ với nhỏ, nói chung thấy bình thường đúng mô tả",neutral_negative,neutral,neutral,neutral,neutral
"Giá rẻ giao hàng nhanh, nhược điểm là hơi khó đóng nắp một chút",neutral_positive,neutral,positive,positive,neutral_positive
"Thiết kế cute, chất liệu dẻo dai, tuy nhiên cho dòng máy 14 Pro Max vào hơi khó",neutral_positive,neutral,neutral,neutral,neutral_positive
"Màu hồng cute giá rẻ mua được, nhưng chụp ảnh bị mờ không đẹp và chống nước không ổn cho lắm",neutral_negative,neutral,neutral,positive,neutral_negative
"Shipper nhiệt tình dễ thương, nhận hàng ok",neutral,neutral,positive,neutral,positive
"Viền phao phồng làm điện thoại bị lõm xuống nên lướt cảm ứng hơi bì bõm một tí, nhìn chung cũng ổn",neutral_negative,neutral,neutral,neutral,neutral_positive
"Giao không đúng màu chọn nhưng màu hiện tại cũng đẹp, túi nhìn chung đẹp",neutral_positive,neutral,neutral,neutral,neutral_positive
"Sản phẩm đúng mô tả dùng rất ok",positive,neutral,neutral,neutral,positive
"Sản phẩm đúng như miêu tả",neutral,neutral,neutral,neutral,neutral
"Sản phẩm đúng như hình săn được giá tốt, giao hàng nhanh",positive,neutral,positive,positive,positive
"Chống được nước và không bị nước vào, phù hợp thể dục thể thao và du lịch",positive,neutral,neutral,neutral,positive
