comment,aspect,sentiment
áo bẩn form xấu,chat_luong,negative
áo bẩn form xấu,dong_goi,neutral
áo bẩn form xấu,van_chuyen,neutral
áo bẩn form xấu,gia_ca,neutral
áo bẩn form xấu,overall,negative
mỏng không đều mất thẩm mỹ,chat_luong,negative
mỏng không đều mất thẩm mỹ,dong_goi,neutral
mỏng không đều mất thẩm mỹ,van_chuyen,neutral
mỏng không đều mất thẩm mỹ,gia_ca,neutral
mỏng không đều mất thẩm mỹ,overall,negative
nhiều chỉ thừa mút lỏng,chat_luong,negative
nhiều chỉ thừa mút lỏng,dong_goi,neutral
nhiều chỉ thừa mút lỏng,van_chuyen,neutral
nhiều chỉ thừa mút lỏng,gia_ca,neutral
nhiều chỉ thừa mút lỏng,overall,negative
có vết bẩn nhưng chất ok,chat_luong,neutral
có vết bẩn nhưng chất ok,dong_goi,neutral
có vết bẩn nhưng chất ok,van_chuyen,neutral
có vết bẩn nhưng chất ok,gia_ca,neutral
có vết bẩn nhưng chất ok,overall,neutral
mỏng lộ áo trong,chat_luong,negative
mỏng lộ áo trong,dong_goi,neutral
mỏng lộ áo trong,van_chuyen,neutral
mỏng lộ áo trong,gia_ca,neutral
mỏng lộ áo trong,overall,negative
vai trễ khó chịu,chat_luong,negative
vai trễ khó chịu,dong_goi,neutral
vai trễ khó chịu,van_chuyen,neutral
vai trễ khó chịu,gia_ca,neutral
vai trễ khó chịu,overall,negative
mỏng lộ mút nhiều chỉ thừa,chat_luong,negative
mỏng lộ mút nhiều chỉ thừa,dong_goi,neutral
mỏng lộ mút nhiều chỉ thừa,van_chuyen,neutral
mỏng lộ mút nhiều chỉ thừa,gia_ca,neutral
mỏng lộ mút nhiều chỉ thừa,overall,negative
spam quà tặng ship nhanh,chat_luong,neutral
spam quà tặng ship nhanh,dong_goi,negative
spam quà tặng ship nhanh,van_chuyen,positive
spam quà tặng ship nhanh,gia_ca,neutral
spam quà tặng ship nhanh,overall,neutral
chất không đồng đều,chat_luong,negative
chất không đồng đều,dong_goi,neutral
chất không đồng đều,van_chuyen,neutral
chất không đồng đều,gia_ca,neutral
chất không đồng đều,overall,negative
cổ áo bị lỗi,chat_luong,negative
cổ áo bị lỗi,dong_goi,neutral
cổ áo bị lỗi,van_chuyen,neutral
cổ áo bị lỗi,gia_ca,neutral
cổ áo bị lỗi,overall,negative
mỏng lộ mút đường may lỗi,chat_luong,negative
mỏng lộ mút đường may lỗi,dong_goi,neutral
mỏng lộ mút đường may lỗi,van_chuyen,neutral
mỏng lộ mút đường may lỗi,gia_ca,neutral
mỏng lộ mút đường may lỗi,overall,negative
giao sai mẫu,chat_luong,negative
giao sai mẫu,dong_goi,neutral
giao sai mẫu,van_chuyen,negative
giao sai mẫu,gia_ca,neutral
giao sai mẫu,overall,negative
vải mỏng form xấu,chat_luong,negative
vải mỏng form xấu,dong_goi,neutral
vải mỏng form xấu,van_chuyen,neutral
vải mỏng form xấu,gia_ca,neutral
vải mỏng form xấu,overall,negative
mỏng chờ phản hồi lâu,chat_luong,negative
mỏng chờ phản hồi lâu,dong_goi,neutral
mỏng chờ phản hồi lâu,van_chuyen,negative
mỏng chờ phản hồi lâu,gia_ca,neutral
mỏng chờ phản hồi lâu,overall,negative
bình thường nhưng có vết bẩn,chat_luong,neutral
bình thường nhưng có vết bẩn,dong_goi,neutral
bình thường nhưng có vết bẩn,van_chuyen,neutral
bình thường nhưng có vết bẩn,gia_ca,neutral
bình thường nhưng có vết bẩn,overall,neutral
giao sai màu,chat_luong,negative
giao sai màu,dong_goi,neutral
giao sai màu,van_chuyen,negative
giao sai màu,gia_ca,neutral
giao sai màu,overall,negative
size không vừa,chat_luong,negative
size không vừa,dong_goi,neutral
size không vừa,van_chuyen,neutral
size không vừa,gia_ca,neutral
size không vừa,overall,negative
vải mỏng xấu,chat_luong,negative
vải mỏng xấu,dong_goi,neutral
vải mỏng xấu,van_chuyen,neutral
vải mỏng xấu,gia_ca,neutral
vải mỏng xấu,overall,negative
vải sổ nhanh,chat_luong,negative
vải sổ nhanh,dong_goi,neutral
vải sổ nhanh,van_chuyen,neutral
vải sổ nhanh,gia_ca,neutral
vải sổ nhanh,overall,negative
size không đồng đều,chat_luong,negative
size không đồng đều,dong_goi,neutral
size không đồng đều,van_chuyen,neutral
size không đồng đều,gia_ca,neutral
size không đồng đều,overall,negative
rộng và lộ mút,chat_luong,negative
rộng và lộ mút,dong_goi,neutral
rộng và lộ mút,van_chuyen,neutral
rộng và lộ mút,gia_ca,neutral
rộng và lộ mút,overall,negative
lộ mút dây lỏng giá đắt,chat_luong,negative
lộ mút dây lỏng giá đắt,dong_goi,neutral
lộ mút dây lỏng giá đắt,van_chuyen,neutral
lộ mút dây lỏng giá đắt,gia_ca,negative
lộ mút dây lỏng giá đắt,overall,negative
lộ lót ngực,chat_luong,negative
lộ lót ngực,dong_goi,neutral
lộ lót ngực,van_chuyen,neutral
lộ lót ngực,gia_ca,neutral
lộ lót ngực,overall,negative
áo rộng nóng,chat_luong,negative
áo rộng nóng,dong_goi,neutral
áo rộng nóng,van_chuyen,neutral
áo rộng nóng,gia_ca,neutral
áo rộng nóng,overall,negative
lộ mút,chat_luong,negative
lộ mút,dong_goi,neutral
lộ mút,van_chuyen,neutral
lộ mút,gia_ca,neutral
lộ mút,overall,negative
giao sai màu,chat_luong,negative
giao sai màu,dong_goi,neutral
giao sai màu,van_chuyen,negative
giao sai màu,gia_ca,neutral
giao sai màu,overall,negative
vải nóng lộ mút,chat_luong,negative
vải nóng lộ mút,dong_goi,neutral
vải nóng lộ mút,van_chuyen,neutral
vải nóng lộ mút,gia_ca,neutral
vải nóng lộ mút,overall,negative
áo bẩn,chat_luong,negative
áo bẩn,dong_goi,neutral
áo bẩn,van_chuyen,neutral
áo bẩn,gia_ca,neutral
áo bẩn,overall,negative
tay áo rộng dễ tuột,chat_luong,negative
tay áo rộng dễ tuột,dong_goi,neutral
tay áo rộng dễ tuột,van_chuyen,neutral
tay áo rộng dễ tuột,gia_ca,neutral
tay áo rộng dễ tuột,overall,negative
form xấu lộ mút chật nách,chat_luong,negative
form xấu lộ mút chật nách,dong_goi,neutral
form xấu lộ mút chật nách,van_chuyen,neutral
form xấu lộ mút chật nách,gia_ca,neutral
form xấu lộ mút chật nách,overall,negative
vải mỏng không ưng,chat_luong,negative
vải mỏng không ưng,dong_goi,neutral
vải mỏng không ưng,van_chuyen,neutral
vải mỏng không ưng,gia_ca,neutral
vải mỏng không ưng,overall,negative
giao sai size nhiều chỉ thừa,chat_luong,negative
giao sai size nhiều chỉ thừa,dong_goi,neutral
giao sai size nhiều chỉ thừa,van_chuyen,negative
giao sai size nhiều chỉ thừa,gia_ca,neutral
giao sai size nhiều chỉ thừa,overall,negative
mút không phù hợp form xấu,chat_luong,negative
mút không phù hợp form xấu,dong_goi,neutral
mút không phù hợp form xấu,van_chuyen,neutral
mút không phù hợp form xấu,gia_ca,neutral
mút không phù hợp form xấu,overall,negative
mút lỏng dễ rời,chat_luong,negative
mút lỏng dễ rời,dong_goi,neutral
mút lỏng dễ rời,van_chuyen,neutral
mút lỏng dễ rời,gia_ca,neutral
mút lỏng dễ rời,overall,negative
không liên quan,chat_luong,neutral
không liên quan,dong_goi,neutral
không liên quan,van_chuyen,neutral
không liên quan,gia_ca,neutral
không liên quan,overall,neutral
form nhỏ mút lỗi giao lâu,chat_luong,negative
form nhỏ mút lỗi giao lâu,dong_goi,neutral
form nhỏ mút lỗi giao lâu,van_chuyen,negative
form nhỏ mút lỗi giao lâu,gia_ca,neutral
form nhỏ mút lỗi giao lâu,overall,negative
có vết bẩn vải xù,chat_luong,negative
có vết bẩn vải xù,dong_goi,neutral
có vết bẩn vải xù,van_chuyen,neutral
có vết bẩn vải xù,gia_ca,neutral
có vết bẩn vải xù,overall,negative
may không cẩn thận lệch vai,chat_luong,negative
may không cẩn thận lệch vai,dong_goi,neutral
may không cẩn thận lệch vai,van_chuyen,neutral
may không cẩn thận lệch vai,gia_ca,neutral
may không cẩn thận lệch vai,overall,negative
chật tay mút lộ,chat_luong,negative
chật tay mút lộ,dong_goi,neutral
chật tay mút lộ,van_chuyen,neutral
chật tay mút lộ,gia_ca,neutral
chật tay mút lộ,overall,negative
không co giãn mút nhăn,chat_luong,negative
không co giãn mút nhăn,dong_goi,neutral
không co giãn mút nhăn,van_chuyen,neutral
không co giãn mút nhăn,gia_ca,neutral
không co giãn mút nhăn,overall,negative
size không đúng,chat_luong,negative
size không đúng,dong_goi,neutral
size không đúng,van_chuyen,neutral
size không đúng,gia_ca,neutral
size không đúng,overall,negative
không có nội dung,chat_luong,neutral
không có nội dung,dong_goi,neutral
không có nội dung,van_chuyen,neutral
không có nội dung,gia_ca,neutral
không có nội dung,overall,neutral
mút nhô form xấu,chat_luong,negative
mút nhô form xấu,dong_goi,neutral
mút nhô form xấu,van_chuyen,neutral
mút nhô form xấu,gia_ca,neutral
mút nhô form xấu,overall,negative
dây không đều vải nóng,chat_luong,negative
dây không đều vải nóng,dong_goi,neutral
dây không đều vải nóng,van_chuyen,neutral
dây không đều vải nóng,gia_ca,neutral
dây không đều vải nóng,overall,negative
mua lại nhưng chật,chat_luong,negative
mua lại nhưng chật,dong_goi,neutral
mua lại nhưng chật,van_chuyen,neutral
mua lại nhưng chật,gia_ca,neutral
mua lại nhưng chật,overall,negative
không có quà tặng,chat_luong,neutral
không có quà tặng,dong_goi,negative
không có quà tặng,van_chuyen,neutral
không có quà tặng,gia_ca,neutral
không có quà tặng,overall,negative
size lỗi mùi khó chịu,chat_luong,negative
size lỗi mùi khó chịu,dong_goi,neutral
size lỗi mùi khó chịu,van_chuyen,neutral
size lỗi mùi khó chịu,gia_ca,neutral
size lỗi mùi khó chịu,overall,negative
mát nhưng mút dày không tự nhiên,chat_luong,neutral
mát nhưng mút dày không tự nhiên,dong_goi,neutral
mát nhưng mút dày không tự nhiên,van_chuyen,neutral
mát nhưng mút dày không tự nhiên,gia_ca,neutral
mát nhưng mút dày không tự nhiên,overall,neutral
chất ok nhưng giữ form kém,chat_luong,neutral
chất ok nhưng giữ form kém,dong_goi,neutral
chất ok nhưng giữ form kém,van_chuyen,neutral
chất ok nhưng giữ form kém,gia_ca,neutral
chất ok nhưng giữ form kém,overall,neutral
vải xấu may thô lộ chỉ,chat_luong,negative
vải xấu may thô lộ chỉ,dong_goi,neutral
vải xấu may thô lộ chỉ,van_chuyen,neutral
vải xấu may thô lộ chỉ,gia_ca,neutral
vải xấu may thô lộ chỉ,overall,negative
mỏng lộ mút không giống mô tả,chat_luong,negative
mỏng lộ mút không giống mô tả,dong_goi,neutral
mỏng lộ mút không giống mô tả,van_chuyen,neutral
mỏng lộ mút không giống mô tả,gia_ca,neutral
mỏng lộ mút không giống mô tả,overall,negative
lộ mút thất vọng,chat_luong,negative
lộ mút thất vọng,dong_goi,neutral
lộ mút thất vọng,van_chuyen,neutral
lộ mút thất vọng,gia_ca,neutral
lộ mút thất vọng,overall,negative
vải nóng không như mong đợi,chat_luong,negative
vải nóng không như mong đợi,dong_goi,neutral
vải nóng không như mong đợi,van_chuyen,neutral
vải nóng không như mong đợi,gia_ca,neutral
vải nóng không như mong đợi,overall,negative
form lỗi mút hỏng,chat_luong,negative
form lỗi mút hỏng,dong_goi,neutral
form lỗi mút hỏng,van_chuyen,neutral
form lỗi mút hỏng,gia_ca,neutral
form lỗi mút hỏng,overall,negative
shop không che thông tin,chat_luong,neutral
shop không che thông tin,dong_goi,negative
shop không che thông tin,van_chuyen,neutral
shop không che thông tin,gia_ca,neutral
shop không che thông tin,overall,negative
thiếu quà tặng,chat_luong,neutral
thiếu quà tặng,dong_goi,negative
thiếu quà tặng,van_chuyen,neutral
thiếu quà tặng,gia_ca,neutral
thiếu quà tặng,overall,negative
không nhận hàng,chat_luong,neutral
không nhận hàng,dong_goi,neutral
không nhận hàng,van_chuyen,negative
không nhận hàng,gia_ca,neutral
không nhận hàng,overall,negative
lộ mút mút lỏng quai dài,chat_luong,negative
lộ mút mút lỏng quai dài,dong_goi,neutral
lộ mút mút lỏng quai dài,van_chuyen,neutral
lộ mút mút lỏng quai dài,gia_ca,neutral
lộ mút mút lỏng quai dài,overall,negative
form xấu,chat_luong,negative
form xấu,dong_goi,neutral
form xấu,van_chuyen,neutral
form xấu,gia_ca,neutral
form xấu,overall,negative
vải bí size không chuẩn,chat_luong,negative
vải bí size không chuẩn,dong_goi,neutral
vải bí size không chuẩn,van_chuyen,neutral
vải bí size không chuẩn,gia_ca,neutral
vải bí size không chuẩn,overall,negative
quai rộng dễ giãn,chat_luong,negative
quai rộng dễ giãn,dong_goi,neutral
quai rộng dễ giãn,van_chuyen,neutral
quai rộng dễ giãn,gia_ca,neutral
quai rộng dễ giãn,overall,negative
mùi khó chịu,chat_luong,negative
mùi khó chịu,dong_goi,neutral
mùi khó chịu,van_chuyen,neutral
mùi khó chịu,gia_ca,neutral
mùi khó chịu,overall,negative
có quà nhưng ít,chat_luong,positive
có quà nhưng ít,dong_goi,negative
có quà nhưng ít,van_chuyen,neutral
có quà nhưng ít,gia_ca,neutral
có quà nhưng ít,overall,neutral
nhiều chỉ thừa,chat_luong,negative
nhiều chỉ thừa,dong_goi,neutral
nhiều chỉ thừa,van_chuyen,neutral
nhiều chỉ thừa,gia_ca,neutral
nhiều chỉ thừa,overall,negative
không liên quan,chat_luong,neutral
không liên quan,dong_goi,neutral
không liên quan,van_chuyen,neutral
không liên quan,gia_ca,neutral
không liên quan,overall,neutral
bung chỉ nhiều,chat_luong,negative
bung chỉ nhiều,dong_goi,neutral
bung chỉ nhiều,van_chuyen,neutral
bung chỉ nhiều,gia_ca,neutral
bung chỉ nhiều,overall,negative
lộ viền mút,chat_luong,negative
lộ viền mút,dong_goi,neutral
lộ viền mút,van_chuyen,neutral
lộ viền mút,gia_ca,neutral
lộ viền mút,overall,negative
vải cứng mút cao,chat_luong,negative
vải cứng mút cao,dong_goi,neutral
vải cứng mút cao,van_chuyen,neutral
vải cứng mút cao,gia_ca,neutral
vải cứng mút cao,overall,negative
bị ra màu,chat_luong,negative
bị ra màu,dong_goi,neutral
bị ra màu,van_chuyen,neutral
bị ra màu,gia_ca,neutral
bị ra màu,overall,negative
chất kém,chat_luong,negative
chất kém,dong_goi,neutral
chất kém,van_chuyen,neutral
chất kém,gia_ca,neutral
chất kém,overall,negative
chật tay,chat_luong,negative
chật tay,dong_goi,neutral
chật tay,van_chuyen,neutral
chật tay,gia_ca,neutral
chật tay,overall,negative
mút bị lệch,chat_luong,negative
mút bị lệch,dong_goi,neutral
mút bị lệch,van_chuyen,neutral
mút bị lệch,gia_ca,neutral
mút bị lệch,overall,negative
vải mỏng,chat_luong,negative
vải mỏng,dong_goi,neutral
vải mỏng,van_chuyen,neutral
vải mỏng,gia_ca,neutral
vải mỏng,overall,negative
ổn nhưng không co giãn size lệch,chat_luong,neutral
ổn nhưng không co giãn size lệch,dong_goi,neutral
ổn nhưng không co giãn size lệch,van_chuyen,neutral
ổn nhưng không co giãn size lệch,gia_ca,neutral
ổn nhưng không co giãn size lệch,overall,neutral
size không đồng đều,chat_luong,negative
size không đồng đều,dong_goi,neutral
size không đồng đều,van_chuyen,neutral
size không đồng đều,gia_ca,neutral
size không đồng đều,overall,negative
size không chuẩn,chat_luong,negative
size không chuẩn,dong_goi,neutral
size không chuẩn,van_chuyen,neutral
size không chuẩn,gia_ca,neutral
size không chuẩn,overall,negative
mỏng lộ mút giá hợp lý,chat_luong,negative
mỏng lộ mút giá hợp lý,dong_goi,neutral
mỏng lộ mút giá hợp lý,van_chuyen,neutral
mỏng lộ mút giá hợp lý,gia_ca,positive
mỏng lộ mút giá hợp lý,overall,neutral
chật không được hỗ trợ,chat_luong,negative
chật không được hỗ trợ,dong_goi,neutral
chật không được hỗ trợ,van_chuyen,negative
chật không được hỗ trợ,gia_ca,neutral
chật không được hỗ trợ,overall,negative
mút lỗi giao nhanh,chat_luong,negative
mút lỗi giao nhanh,dong_goi,neutral
mút lỗi giao nhanh,van_chuyen,positive
mút lỗi giao nhanh,gia_ca,neutral
mút lỗi giao nhanh,overall,negative
màu không hợp da đổi phức tạp,chat_luong,neutral
màu không hợp da đổi phức tạp,dong_goi,neutral
màu không hợp da đổi phức tạp,van_chuyen,neutral
màu không hợp da đổi phức tạp,gia_ca,neutral
màu không hợp da đổi phức tạp,overall,neutral
size chật không mặc được,chat_luong,negative
size chật không mặc được,dong_goi,neutral
size chật không mặc được,van_chuyen,neutral
size chật không mặc được,gia_ca,neutral
size chật không mặc được,overall,negative
không đẹp tạm chấp nhận,chat_luong,neutral
không đẹp tạm chấp nhận,dong_goi,neutral
không đẹp tạm chấp nhận,van_chuyen,neutral
không đẹp tạm chấp nhận,gia_ca,neutral
không đẹp tạm chấp nhận,overall,neutral
lộ mút,chat_luong,negative
lộ mút,dong_goi,neutral
lộ mút,van_chuyen,neutral
lộ mút,gia_ca,neutral
lộ mút,overall,negative
mút không giữ dáng,chat_luong,negative
mút không giữ dáng,dong_goi,neutral
mút không giữ dáng,van_chuyen,neutral
mút không giữ dáng,gia_ca,neutral
mút không giữ dáng,overall,negative
mút lộ rất kỳ,chat_luong,negative
mút lộ rất kỳ,dong_goi,neutral
mút lộ rất kỳ,van_chuyen,neutral
mút lộ rất kỳ,gia_ca,neutral
mút lộ rất kỳ,overall,negative
mút dày,chat_luong,neutral
mút dày,dong_goi,neutral
mút dày,van_chuyen,neutral
mút dày,gia_ca,neutral
mút dày,overall,neutral
dây dài lộ mút,chat_luong,negative
dây dài lộ mút,dong_goi,neutral
dây dài lộ mút,van_chuyen,neutral
dây dài lộ mút,gia_ca,neutral
dây dài lộ mút,overall,negative
lộ lót,chat_luong,negative
lộ lót,dong_goi,neutral
lộ lót,van_chuyen,neutral
lộ lót,gia_ca,neutral
lộ lót,overall,negative
mỏng rộng,chat_luong,negative
mỏng rộng,dong_goi,neutral
mỏng rộng,van_chuyen,neutral
mỏng rộng,gia_ca,neutral
mỏng rộng,overall,negative
size nhỏ,chat_luong,negative
size nhỏ,dong_goi,neutral
size nhỏ,van_chuyen,neutral
size nhỏ,gia_ca,neutral
size nhỏ,overall,negative
mỏng lộ mút,chat_luong,negative
mỏng lộ mút,dong_goi,neutral
mỏng lộ mút,van_chuyen,neutral
mỏng lộ mút,gia_ca,neutral
mỏng lộ mút,overall,negative
chất xấu,chat_luong,negative
chất xấu,dong_goi,neutral
chất xấu,van_chuyen,neutral
chất xấu,gia_ca,neutral
chất xấu,overall,negative
mỏng lộ mút,chat_luong,negative
mỏng lộ mút,dong_goi,neutral
mỏng lộ mút,van_chuyen,neutral
mỏng lộ mút,gia_ca,neutral
mỏng lộ mút,overall,negative
giao sai size,chat_luong,negative
giao sai size,dong_goi,neutral
giao sai size,van_chuyen,negative
giao sai size,gia_ca,neutral
giao sai size,overall,negative
lộ mút,chat_luong,negative
lộ mút,dong_goi,neutral
lộ mút,van_chuyen,neutral
lộ mút,gia_ca,neutral
lộ mút,overall,negative
lộ mút chật tay,chat_luong,negative
lộ mút chật tay,dong_goi,neutral
lộ mút chật tay,van_chuyen,neutral
lộ mút chật tay,gia_ca,neutral
lộ mút chật tay,overall,negative
không có gì đáng giá,chat_luong,neutral
không có gì đáng giá,dong_goi,neutral
không có gì đáng giá,van_chuyen,neutral
không có gì đáng giá,gia_ca,neutral
không có gì đáng giá,overall,neutral
form ổn nhưng cổ lỗi,chat_luong,neutral
form ổn nhưng cổ lỗi,dong_goi,neutral
form ổn nhưng cổ lỗi,van_chuyen,positive
form ổn nhưng cổ lỗi,gia_ca,neutral
form ổn nhưng cổ lỗi,overall,neutral
đẹp nhưng dễ bung chỉ,chat_luong,negative
đẹp nhưng dễ bung chỉ,dong_goi,neutral
đẹp nhưng dễ bung chỉ,van_chuyen,neutral
đẹp nhưng dễ bung chỉ,gia_ca,neutral
đẹp nhưng dễ bung chỉ,overall,neutral
nhiều chỉ thừa form rộng,chat_luong,negative
nhiều chỉ thừa form rộng,dong_goi,neutral
nhiều chỉ thừa form rộng,van_chuyen,neutral
nhiều chỉ thừa form rộng,gia_ca,neutral
nhiều chỉ thừa form rộng,overall,negative
đúng mô tả giá hợp lý,chat_luong,positive
đúng mô tả giá hợp lý,dong_goi,neutral
đúng mô tả giá hợp lý,van_chuyen,neutral
đúng mô tả giá hợp lý,gia_ca,positive
đúng mô tả giá hợp lý,overall,positive
chất không đúng nhiều chỉ thừa chật,chat_luong,negative
chất không đúng nhiều chỉ thừa chật,dong_goi,neutral
chất không đúng nhiều chỉ thừa chật,van_chuyen,neutral
chất không đúng nhiều chỉ thừa chật,gia_ca,neutral
chất không đúng nhiều chỉ thừa chật,overall,negative
dây nhăn nách khó chịu,chat_luong,negative
dây nhăn nách khó chịu,dong_goi,neutral
dây nhăn nách khó chịu,van_chuyen,neutral
dây nhăn nách khó chịu,gia_ca,neutral
dây nhăn nách khó chịu,overall,negative
áo đẹp thoáng,chat_luong,positive
áo đẹp thoáng,dong_goi,neutral
áo đẹp thoáng,van_chuyen,neutral
áo đẹp thoáng,gia_ca,neutral
áo đẹp thoáng,overall,positive
tốt nhưng giao sai size,chat_luong,neutral
tốt nhưng giao sai size,dong_goi,neutral
tốt nhưng giao sai size,van_chuyen,negative
tốt nhưng giao sai size,gia_ca,neutral
tốt nhưng giao sai size,overall,negative
ổn nhưng mút giả,chat_luong,neutral
ổn nhưng mút giả,dong_goi,neutral
ổn nhưng mút giả,van_chuyen,neutral
ổn nhưng mút giả,gia_ca,neutral
ổn nhưng mút giả,overall,neutral
không có quà tặng,chat_luong,neutral
không có quà tặng,dong_goi,negative
không có quà tặng,van_chuyen,neutral
không có quà tặng,gia_ca,neutral
không có quà tặng,overall,negative
form xấu lộ mút,chat_luong,negative
form xấu lộ mút,dong_goi,neutral
form xấu lộ mút,van_chuyen,neutral
form xấu lộ mút,gia_ca,neutral
form xấu lộ mút,overall,negative
lộ mút,chat_luong,negative
lộ mút,dong_goi,neutral
lộ mút,van_chuyen,neutral
lộ mút,gia_ca,neutral
lộ mút,overall,negative
đen đẹp trắng lộ mút,chat_luong,neutral
đen đẹp trắng lộ mút,dong_goi,neutral
đen đẹp trắng lộ mút,van_chuyen,neutral
đen đẹp trắng lộ mút,gia_ca,neutral
đen đẹp trắng lộ mút,overall,negative
vải xù sau giặt,chat_luong,negative
vải xù sau giặt,dong_goi,neutral
vải xù sau giặt,van_chuyen,neutral
vải xù sau giặt,gia_ca,neutral
vải xù sau giặt,overall,negative
không có quà tặng,chat_luong,neutral
không có quà tặng,dong_goi,negative
không có quà tặng,van_chuyen,neutral
không có quà tặng,gia_ca,neutral
không có quà tặng,overall,negative
không rõ nội dung,chat_luong,neutral
không rõ nội dung,dong_goi,neutral
không rõ nội dung,van_chuyen,neutral
không rõ nội dung,gia_ca,neutral
không rõ nội dung,overall,neutral
lộ mút,chat_luong,negative
lộ mút,dong_goi,neutral
lộ mút,van_chuyen,neutral
lộ mút,gia_ca,neutral
lộ mút,overall,negative
chất không như hình,chat_luong,negative
chất không như hình,dong_goi,neutral
chất không như hình,van_chuyen,neutral
chất không như hình,gia_ca,neutral
chất không như hình,overall,negative
không rõ nội dung,chat_luong,neutral
không rõ nội dung,dong_goi,neutral
không rõ nội dung,van_chuyen,neutral
không rõ nội dung,gia_ca,neutral
không rõ nội dung,overall,neutral
lộ mút,chat_luong,negative
lộ mút,dong_goi,neutral
lộ mút,van_chuyen,neutral
lộ mút,gia_ca,neutral
lộ mút,overall,negative
mút nhăn,chat_luong,negative
mút nhăn,dong_goi,neutral
mút nhăn,van_chuyen,neutral
mút nhăn,gia_ca,neutral
mút nhăn,overall,negative
rộng không hợp,chat_luong,negative
rộng không hợp,dong_goi,neutral
rộng không hợp,van_chuyen,neutral
rộng không hợp,gia_ca,neutral
rộng không hợp,overall,negative
cổ rộng không co giãn,chat_luong,negative
cổ rộng không co giãn,dong_goi,neutral
cổ rộng không co giãn,van_chuyen,neutral
cổ rộng không co giãn,gia_ca,neutral
cổ rộng không co giãn,overall,negative
form không giống mẫu,chat_luong,negative
form không giống mẫu,dong_goi,neutral
form không giống mẫu,van_chuyen,neutral
form không giống mẫu,gia_ca,neutral
form không giống mẫu,overall,negative
tạm ổn,chat_luong,neutral
tạm ổn,dong_goi,neutral
tạm ổn,van_chuyen,neutral
tạm ổn,gia_ca,neutral
tạm ổn,overall,neutral
mỏng,chat_luong,negative
mỏng,dong_goi,neutral
mỏng,van_chuyen,neutral
mỏng,gia_ca,neutral
mỏng,overall,negative
bình thường,chat_luong,neutral
bình thường,dong_goi,neutral
bình thường,van_chuyen,neutral
bình thường,gia_ca,neutral
bình thường,overall,neutral
co giãn kém,chat_luong,negative
co giãn kém,dong_goi,neutral
co giãn kém,van_chuyen,neutral
co giãn kém,gia_ca,neutral
co giãn kém,overall,negative
chất cứng,chat_luong,negative
chất cứng,dong_goi,neutral
chất cứng,van_chuyen,neutral
chất cứng,gia_ca,neutral
chất cứng,overall,negative
ngắn,chat_luong,negative
ngắn,dong_goi,neutral
ngắn,van_chuyen,neutral
ngắn,gia_ca,neutral
ngắn,overall,negative
vải mỏng,chat_luong,negative
vải mỏng,dong_goi,neutral
vải mỏng,van_chuyen,neutral
vải mỏng,gia_ca,neutral
vải mỏng,overall,negative
màu bẩn,chat_luong,negative
màu bẩn,dong_goi,neutral
màu bẩn,van_chuyen,neutral
màu bẩn,gia_ca,neutral
màu bẩn,overall,negative
bị bẩn,chat_luong,negative
bị bẩn,dong_goi,neutral
bị bẩn,van_chuyen,neutral
bị bẩn,gia_ca,neutral
bị bẩn,overall,negative
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,chat_luong,positive
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,dong_goi,positive
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,van_chuyen,neutral
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,gia_ca,positive
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,overall,positive
bắp mềm dẻo ngọt vừa phải ăn ngon,chat_luong,positive
bắp mềm dẻo ngọt vừa phải ăn ngon,dong_goi,neutral
bắp mềm dẻo ngọt vừa phải ăn ngon,van_chuyen,neutral
bắp mềm dẻo ngọt vừa phải ăn ngon,gia_ca,positive
bắp mềm dẻo ngọt vừa phải ăn ngon,overall,positive
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,chat_luong,positive
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,dong_goi,positive
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,van_chuyen,positive
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,gia_ca,neutral
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,overall,positive
đổi bao bì mới đóng gói cẩn thận bé tăng cân,chat_luong,positive
đổi bao bì mới đóng gói cẩn thận bé tăng cân,dong_goi,positive
đổi bao bì mới đóng gói cẩn thận bé tăng cân,van_chuyen,neutral
đổi bao bì mới đóng gói cẩn thận bé tăng cân,gia_ca,neutral
đổi bao bì mới đóng gói cẩn thận bé tăng cân,overall,positive
sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải,chat_luong,positive
sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải,dong_goi,positive
sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải,van_chuyen,neutral
sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải,gia_ca,positive
sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải,overall,positive
sữa rất ngon mua được giá ưu đãi,chat_luong,positive
sữa rất ngon mua được giá ưu đãi,dong_goi,neutral
sữa rất ngon mua được giá ưu đãi,van_chuyen,neutral
