comment,aspect,sentiment,clean_comment
sữa ít đường dễ uống vị ngọt vừa béo thơm giao hàng nhanh,overall,positive,"['sữa', 'ít', 'đường', 'dễ', 'uống', 'vị', 'ngọt', 'vừa', 'béo', 'thơm', 'giao', 'hàng', 'nhanh']"
giao nhanh hàng chính hãng date xa mua rất rẻ,chat_luong,positive,"['giao', 'nhanh', 'hàng', 'chính', 'hãng', 'date', 'xa', 'mua', 'rất', 'rẻ']"
giao nhanh hàng chính hãng date xa mua rất rẻ,dong_goi,neutral,"['giao', 'nhanh', 'hàng', 'chính', 'hãng', 'date', 'xa', 'mua', 'rất', 'rẻ']"
giao nhanh hàng chính hãng date xa mua rất rẻ,van_chuyen,positive,"['giao', 'nhanh', 'hàng', 'chính', 'hãng', 'date', 'xa', 'mua', 'rất', 'rẻ']"
giao nhanh hàng chính hãng date xa mua rất rẻ,gia_ca,positive,"['giao', 'nhanh', 'hàng', 'chính', 'hãng', 'date', 'xa', 'mua', 'rất', 'rẻ']"
giao nhanh hàng chính hãng date xa mua rất rẻ,overall,positive,"['giao', 'nhanh', 'hàng', 'chính', 'hãng', 'date', 'xa', 'mua', 'rất', 'rẻ']"
sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn,chat_luong,positive,"['sản phẩm', 'chất lượng', 'giao', 'hàng', 'nhanh', 'đóng gói', 'chắc chắn']"
sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn,dong_goi,positive,"['sản phẩm', 'chất lượng', 'giao', 'hàng', 'nhanh', 'đóng gói', 'chắc chắn']"
sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn,van_chuyen,positive,"['sản phẩm', 'chất lượng', 'giao', 'hàng', 'nhanh', 'đóng gói', 'chắc chắn']"
sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn,gia_ca,neutral,"['sản phẩm', 'chất lượng', 'giao', 'hàng', 'nhanh', 'đóng gói', 'chắc chắn']"
sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn,overall,positive,"['sản phẩm', 'chất lượng', 'giao', 'hàng', 'nhanh', 'đóng gói', 'chắc chắn']"
thương hiệu uy tín lâu năm yên tâm sử dụng,chat_luong,positive,"['thương hiệu', 'uy tín', 'lâu', 'năm', 'yên tâm', 'sử dụng']"
thương hiệu uy tín lâu năm yên tâm sử dụng,dong_goi,neutral,"['thương hiệu', 'uy tín', 'lâu', 'năm', 'yên tâm', 'sử dụng']"
thương hiệu uy tín lâu năm yên tâm sử dụng,van_chuyen,neutral,"['thương hiệu', 'uy tín', 'lâu', 'năm', 'yên tâm', 'sử dụng']"
thương hiệu uy tín lâu năm yên tâm sử dụng,gia_ca,neutral,"['thương hiệu', 'uy tín', 'lâu', 'năm', 'yên tâm', 'sử dụng']"
thương hiệu uy tín lâu năm yên tâm sử dụng,overall,positive,"['thương hiệu', 'uy tín', 'lâu', 'năm', 'yên tâm', 'sử dụng']"
sữa giúp tăng chiều cao tăng cân tốt,chat_luong,positive,"['sữa', 'giúp', 'tăng', 'chiều', 'cao tăng', 'cân', 'tốt']"
sữa giúp tăng chiều cao tăng cân tốt,dong_goi,neutral,"['sữa', 'giúp', 'tăng', 'chiều', 'cao tăng', 'cân', 'tốt']"
sữa giúp tăng chiều cao tăng cân tốt,van_chuyen,neutral,"['sữa', 'giúp', 'tăng', 'chiều', 'cao tăng', 'cân', 'tốt']"
sữa giúp tăng chiều cao tăng cân tốt,gia_ca,neutral,"['sữa', 'giúp', 'tăng', 'chiều', 'cao tăng', 'cân', 'tốt']"
sữa giúp tăng chiều cao tăng cân tốt,overall,positive,"['sữa', 'giúp', 'tăng', 'chiều', 'cao tăng', 'cân', 'tốt']"
hạt giàu dinh dưỡng dễ ăn tiện mang theo,chat_luong,positive,"['hạt', 'giàu', 'dinh dưỡng', 'dễ', 'ăn tiện', 'mang', 'theo']"
hạt giàu dinh dưỡng dễ ăn tiện mang theo,dong_goi,positive,"['hạt', 'giàu', 'dinh dưỡng', 'dễ', 'ăn tiện', 'mang', 'theo']"
hạt giàu dinh dưỡng dễ ăn tiện mang theo,van_chuyen,neutral,"['hạt', 'giàu', 'dinh dưỡng', 'dễ', 'ăn tiện', 'mang', 'theo']"
hạt giàu dinh dưỡng dễ ăn tiện mang theo,gia_ca,neutral,"['hạt', 'giàu', 'dinh dưỡng', 'dễ', 'ăn tiện', 'mang', 'theo']"
hạt giàu dinh dưỡng dễ ăn tiện mang theo,overall,positive,"['hạt', 'giàu', 'dinh dưỡng', 'dễ', 'ăn tiện', 'mang', 'theo']"
sữa ngon ít ngọt bé uống phù hợp,chat_luong,positive,"['sữa', 'ngon', 'ít', 'ngọt', 'bé', 'uống', 'phù hợp']"
sữa ngon ít ngọt bé uống phù hợp,dong_goi,positive,"['sữa', 'ngon', 'ít', 'ngọt', 'bé', 'uống', 'phù hợp']"
sữa ngon ít ngọt bé uống phù hợp,van_chuyen,neutral,"['sữa', 'ngon', 'ít', 'ngọt', 'bé', 'uống', 'phù hợp']"
sữa ngon ít ngọt bé uống phù hợp,gia_ca,neutral,"['sữa', 'ngon', 'ít', 'ngọt', 'bé', 'uống', 'phù hợp']"
sữa ngon ít ngọt bé uống phù hợp,overall,positive,"['sữa', 'ngon', 'ít', 'ngọt', 'bé', 'uống', 'phù hợp']"
giao hàng siêu nhanh,chat_luong,neutral,"['giao', 'hàng', 'siêu', 'nhanh']"
giao hàng siêu nhanh,dong_goi,neutral,"['giao', 'hàng', 'siêu', 'nhanh']"
giao hàng siêu nhanh,van_chuyen,positive,"['giao', 'hàng', 'siêu', 'nhanh']"
giao hàng siêu nhanh,gia_ca,neutral,"['giao', 'hàng', 'siêu', 'nhanh']"
giao hàng siêu nhanh,overall,positive,"['giao', 'hàng', 'siêu', 'nhanh']"
chất lượng khá tốt bao bì đóng gói cẩn thận,chat_luong,positive,"['chất lượng', 'khá', 'tốt', 'bao bì', 'đóng gói', 'cẩn thận']"
chất lượng khá tốt bao bì đóng gói cẩn thận,dong_goi,positive,"['chất lượng', 'khá', 'tốt', 'bao bì', 'đóng gói', 'cẩn thận']"
chất lượng khá tốt bao bì đóng gói cẩn thận,van_chuyen,neutral,"['chất lượng', 'khá', 'tốt', 'bao bì', 'đóng gói', 'cẩn thận']"
chất lượng khá tốt bao bì đóng gói cẩn thận,gia_ca,neutral,"['chất lượng', 'khá', 'tốt', 'bao bì', 'đóng gói', 'cẩn thận']"
chất lượng khá tốt bao bì đóng gói cẩn thận,overall,positive,"['chất lượng', 'khá', 'tốt', 'bao bì', 'đóng gói', 'cẩn thận']"
sữa ổn săn được giá tốt,chat_luong,positive,"['sữa', 'ổn', 'săn', 'được', 'giá', 'tốt']"
sữa ổn săn được giá tốt,dong_goi,neutral,"['sữa', 'ổn', 'săn', 'được', 'giá', 'tốt']"
sữa ổn săn được giá tốt,van_chuyen,neutral,"['sữa', 'ổn', 'săn', 'được', 'giá', 'tốt']"
sữa ổn săn được giá tốt,gia_ca,positive,"['sữa', 'ổn', 'săn', 'được', 'giá', 'tốt']"
sữa ổn săn được giá tốt,overall,positive,"['sữa', 'ổn', 'săn', 'được', 'giá', 'tốt']"
chất lượng vượt mong đợi thiết kế đẹp chất liệu chắc chắn,chat_luong,positive,"['chất lượng', 'vượt', 'mong đợi', 'thiết kế', 'đẹp', 'chất liệu', 'chắc chắn']"
chất lượng vượt mong đợi thiết kế đẹp chất liệu chắc chắn,dong_goi,positive,"['chất lượng', 'vượt', 'mong đợi', 'thiết kế', 'đẹp', 'chất liệu', 'chắc chắn']"
chất lượng vượt mong đợi thiết kế đẹp chất liệu chắc chắn,van_chuyen,neutral,"['chất lượng', 'vượt', 'mong đợi', 'thiết kế', 'đẹp', 'chất liệu', 'chắc chắn']"
chất lượng vượt mong đợi thiết kế đẹp chất liệu chắc chắn,gia_ca,neutral,"['chất lượng', 'vượt', 'mong đợi', 'thiết kế', 'đẹp', 'chất liệu', 'chắc chắn']"
chất lượng vượt mong đợi thiết kế đẹp chất liệu chắc chắn,overall,positive,"['chất lượng', 'vượt', 'mong đợi', 'thiết kế', 'đẹp', 'chất liệu', 'chắc chắn']"
sữa dễ uống vị ngọt nhẹ đóng gói cẩn thận,chat_luong,positive,"['sữa', 'dễ', 'uống', 'vị', 'ngọt', 'nhẹ', 'đóng gói', 'cẩn thận']"
sữa dễ uống vị ngọt nhẹ đóng gói cẩn thận,dong_goi,positive,"['sữa', 'dễ', 'uống', 'vị', 'ngọt', 'nhẹ', 'đóng gói', 'cẩn thận']"
sữa dễ uống vị ngọt nhẹ đóng gói cẩn thận,van_chuyen,neutral,"['sữa', 'dễ', 'uống', 'vị', 'ngọt', 'nhẹ', 'đóng gói', 'cẩn thận']"
sữa dễ uống vị ngọt nhẹ đóng gói cẩn thận,gia_ca,neutral,"['sữa', 'dễ', 'uống', 'vị', 'ngọt', 'nhẹ', 'đóng gói', 'cẩn thận']"
sữa dễ uống vị ngọt nhẹ đóng gói cẩn thận,overall,positive,"['sữa', 'dễ', 'uống', 'vị', 'ngọt', 'nhẹ', 'đóng gói', 'cẩn thận']"
sữa thơm ngon giúp bé tăng cân,chat_luong,positive,"['sữa', 'thơm', 'ngon', 'giúp', 'bé', 'tăng', 'cân']"
sữa thơm ngon giúp bé tăng cân,dong_goi,positive,"['sữa', 'thơm', 'ngon', 'giúp', 'bé', 'tăng', 'cân']"
sữa thơm ngon giúp bé tăng cân,van_chuyen,neutral,"['sữa', 'thơm', 'ngon', 'giúp', 'bé', 'tăng', 'cân']"
sữa thơm ngon giúp bé tăng cân,gia_ca,neutral,"['sữa', 'thơm', 'ngon', 'giúp', 'bé', 'tăng', 'cân']"
sữa thơm ngon giúp bé tăng cân,overall,positive,"['sữa', 'thơm', 'ngon', 'giúp', 'bé', 'tăng', 'cân']"
mua thử cho bé uống nếu hợp sẽ mua tiếp,chat_luong,neutral,"['mua', 'thử', 'cho', 'bé', 'uống', 'nếu', 'hợp', 'sẽ', 'mua', 'tiếp']"
mua thử cho bé uống nếu hợp sẽ mua tiếp,dong_goi,neutral,"['mua', 'thử', 'cho', 'bé', 'uống', 'nếu', 'hợp', 'sẽ', 'mua', 'tiếp']"
mua thử cho bé uống nếu hợp sẽ mua tiếp,van_chuyen,neutral,"['mua', 'thử', 'cho', 'bé', 'uống', 'nếu', 'hợp', 'sẽ', 'mua', 'tiếp']"
mua thử cho bé uống nếu hợp sẽ mua tiếp,gia_ca,neutral,"['mua', 'thử', 'cho', 'bé', 'uống', 'nếu', 'hợp', 'sẽ', 'mua', 'tiếp']"
mua thử cho bé uống nếu hợp sẽ mua tiếp,overall,neutral,"['mua', 'thử', 'cho', 'bé', 'uống', 'nếu', 'hợp', 'sẽ', 'mua', 'tiếp']"
giao hàng nhanh đóng gói tạm ổn,chat_luong,neutral,"['giao', 'hàng', 'nhanh', 'đóng gói', 'tạm', 'ổn']"
giao hàng nhanh đóng gói tạm ổn,dong_goi,neutral,"['giao', 'hàng', 'nhanh', 'đóng gói', 'tạm', 'ổn']"
giao hàng nhanh đóng gói tạm ổn,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'đóng gói', 'tạm', 'ổn']"
giao hàng nhanh đóng gói tạm ổn,gia_ca,neutral,"['giao', 'hàng', 'nhanh', 'đóng gói', 'tạm', 'ổn']"
giao hàng nhanh đóng gói tạm ổn,overall,neutral,"['giao', 'hàng', 'nhanh', 'đóng gói', 'tạm', 'ổn']"
sữa giúp trẻ tăng cân phát triển chiều cao,chat_luong,positive,"['sữa', 'giúp', 'trẻ', 'tăng', 'cân', 'phát triển', 'chiều', 'cao']"
sữa giúp trẻ tăng cân phát triển chiều cao,dong_goi,neutral,"['sữa', 'giúp', 'trẻ', 'tăng', 'cân', 'phát triển', 'chiều', 'cao']"
sữa giúp trẻ tăng cân phát triển chiều cao,van_chuyen,neutral,"['sữa', 'giúp', 'trẻ', 'tăng', 'cân', 'phát triển', 'chiều', 'cao']"
sữa giúp trẻ tăng cân phát triển chiều cao,gia_ca,neutral,"['sữa', 'giúp', 'trẻ', 'tăng', 'cân', 'phát triển', 'chiều', 'cao']"
sữa giúp trẻ tăng cân phát triển chiều cao,overall,positive,"['sữa', 'giúp', 'trẻ', 'tăng', 'cân', 'phát triển', 'chiều', 'cao']"
sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh,chat_luong,positive,"['sữa', 'thơm', 'ngon ngọt', 'nhẹ', 'giá', 'rẻ', 'giao', 'nhanh']"
sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh,dong_goi,neutral,"['sữa', 'thơm', 'ngon ngọt', 'nhẹ', 'giá', 'rẻ', 'giao', 'nhanh']"
sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh,van_chuyen,positive,"['sữa', 'thơm', 'ngon ngọt', 'nhẹ', 'giá', 'rẻ', 'giao', 'nhanh']"
sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh,gia_ca,positive,"['sữa', 'thơm', 'ngon ngọt', 'nhẹ', 'giá', 'rẻ', 'giao', 'nhanh']"
sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh,overall,positive,"['sữa', 'thơm', 'ngon ngọt', 'nhẹ', 'giá', 'rẻ', 'giao', 'nhanh']"
vẫn mua sữa này cho con uống,chat_luong,positive,"['vẫn', 'mua', 'sữa', 'này', 'cho', 'con', 'uống']"
vẫn mua sữa này cho con uống,dong_goi,neutral,"['vẫn', 'mua', 'sữa', 'này', 'cho', 'con', 'uống']"
vẫn mua sữa này cho con uống,van_chuyen,neutral,"['vẫn', 'mua', 'sữa', 'này', 'cho', 'con', 'uống']"
vẫn mua sữa này cho con uống,gia_ca,neutral,"['vẫn', 'mua', 'sữa', 'này', 'cho', 'con', 'uống']"
vẫn mua sữa này cho con uống,overall,positive,"['vẫn', 'mua', 'sữa', 'này', 'cho', 'con', 'uống']"
bé rất thích sữa grow plus ít đường,chat_luong,positive,"['bé', 'rất', 'thích', 'sữa', 'grow', 'plus', 'ít', 'đường']"
bé rất thích sữa grow plus ít đường,dong_goi,neutral,"['bé', 'rất', 'thích', 'sữa', 'grow', 'plus', 'ít', 'đường']"
bé rất thích sữa grow plus ít đường,van_chuyen,neutral,"['bé', 'rất', 'thích', 'sữa', 'grow', 'plus', 'ít', 'đường']"
bé rất thích sữa grow plus ít đường,gia_ca,neutral,"['bé', 'rất', 'thích', 'sữa', 'grow', 'plus', 'ít', 'đường']"
bé rất thích sữa grow plus ít đường,overall,positive,"['bé', 'rất', 'thích', 'sữa', 'grow', 'plus', 'ít', 'đường']"
áo đẹp mặc làm cardigan phối đồ xinh,chat_luong,positive,"['áo', 'đẹp', 'mặc', 'làm', 'cardigan phối', 'đồ', 'xinh']"
áo đẹp mặc làm cardigan phối đồ xinh,dong_goi,neutral,"['áo', 'đẹp', 'mặc', 'làm', 'cardigan phối', 'đồ', 'xinh']"
áo đẹp mặc làm cardigan phối đồ xinh,van_chuyen,neutral,"['áo', 'đẹp', 'mặc', 'làm', 'cardigan phối', 'đồ', 'xinh']"
áo đẹp mặc làm cardigan phối đồ xinh,gia_ca,neutral,"['áo', 'đẹp', 'mặc', 'làm', 'cardigan phối', 'đồ', 'xinh']"
áo đẹp mặc làm cardigan phối đồ xinh,overall,positive,"['áo', 'đẹp', 'mặc', 'làm', 'cardigan phối', 'đồ', 'xinh']"
giao hàng nhanh hàng nguyên không móp méo,chat_luong,neutral,"['giao', 'hàng', 'nhanh', 'hàng', 'nguyên', 'không', 'móp', 'méo']"
giao hàng nhanh hàng nguyên không móp méo,dong_goi,positive,"['giao', 'hàng', 'nhanh', 'hàng', 'nguyên', 'không', 'móp', 'méo']"
giao hàng nhanh hàng nguyên không móp méo,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'hàng', 'nguyên', 'không', 'móp', 'méo']"
giao hàng nhanh hàng nguyên không móp méo,gia_ca,neutral,"['giao', 'hàng', 'nhanh', 'hàng', 'nguyên', 'không', 'móp', 'méo']"
giao hàng nhanh hàng nguyên không móp méo,overall,positive,"['giao', 'hàng', 'nhanh', 'hàng', 'nguyên', 'không', 'móp', 'méo']"
sữa ít đường phù hợp cho bé bị sún răng,chat_luong,positive,"['sữa', 'ít', 'đường', 'phù hợp', 'cho', 'bé', 'bị', 'sún', 'răng']"
sữa ít đường phù hợp cho bé bị sún răng,dong_goi,positive,"['sữa', 'ít', 'đường', 'phù hợp', 'cho', 'bé', 'bị', 'sún', 'răng']"
sữa ít đường phù hợp cho bé bị sún răng,van_chuyen,neutral,"['sữa', 'ít', 'đường', 'phù hợp', 'cho', 'bé', 'bị', 'sún', 'răng']"
sữa ít đường phù hợp cho bé bị sún răng,gia_ca,neutral,"['sữa', 'ít', 'đường', 'phù hợp', 'cho', 'bé', 'bị', 'sún', 'răng']"
sữa ít đường phù hợp cho bé bị sún răng,overall,positive,"['sữa', 'ít', 'đường', 'phù hợp', 'cho', 'bé', 'bị', 'sún', 'răng']"
kem thấm nhanh thơm dễ chịu nâng tone tốt,chat_luong,positive,"['kem', 'thấm', 'nhanh thơm', 'dễ chịu', 'nâng', 'tone', 'tốt']"
kem thấm nhanh thơm dễ chịu nâng tone tốt,dong_goi,neutral,"['kem', 'thấm', 'nhanh thơm', 'dễ chịu', 'nâng', 'tone', 'tốt']"
kem thấm nhanh thơm dễ chịu nâng tone tốt,van_chuyen,neutral,"['kem', 'thấm', 'nhanh thơm', 'dễ chịu', 'nâng', 'tone', 'tốt']"
kem thấm nhanh thơm dễ chịu nâng tone tốt,gia_ca,neutral,"['kem', 'thấm', 'nhanh thơm', 'dễ chịu', 'nâng', 'tone', 'tốt']"
kem thấm nhanh thơm dễ chịu nâng tone tốt,overall,positive,"['kem', 'thấm', 'nhanh thơm', 'dễ chịu', 'nâng', 'tone', 'tốt']"
sữa ngon nhưng hơi ngọt bé rất thích uống,chat_luong,neutral,"['sữa', 'ngon', 'nhưng', 'hơi', 'ngọt', 'bé', 'rất', 'thích', 'uống']"
sữa ngon nhưng hơi ngọt bé rất thích uống,dong_goi,neutral,"['sữa', 'ngon', 'nhưng', 'hơi', 'ngọt', 'bé', 'rất', 'thích', 'uống']"
sữa ngon nhưng hơi ngọt bé rất thích uống,van_chuyen,neutral,"['sữa', 'ngon', 'nhưng', 'hơi', 'ngọt', 'bé', 'rất', 'thích', 'uống']"
sữa ngon nhưng hơi ngọt bé rất thích uống,gia_ca,neutral,"['sữa', 'ngon', 'nhưng', 'hơi', 'ngọt', 'bé', 'rất', 'thích', 'uống']"
sữa ngon nhưng hơi ngọt bé rất thích uống,overall,positive,"['sữa', 'ngon', 'nhưng', 'hơi', 'ngọt', 'bé', 'rất', 'thích', 'uống']"
giao hàng nhanh đóng gói cẩn thận,chat_luong,neutral,"['giao', 'hàng', 'nhanh', 'đóng gói', 'cẩn thận']"
giao hàng nhanh đóng gói cẩn thận,dong_goi,positive,"['giao', 'hàng', 'nhanh', 'đóng gói', 'cẩn thận']"
giao hàng nhanh đóng gói cẩn thận,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'đóng gói', 'cẩn thận']"
giao hàng nhanh đóng gói cẩn thận,gia_ca,neutral,"['giao', 'hàng', 'nhanh', 'đóng gói', 'cẩn thận']"
giao hàng nhanh đóng gói cẩn thận,overall,positive,"['giao', 'hàng', 'nhanh', 'đóng gói', 'cẩn thận']"
bé uống hết nên chưa có ảnh đánh giá,chat_luong,neutral,"['bé', 'uống', 'hết', 'nên', 'chưa', 'có', 'ảnh', 'đánh giá']"
bé uống hết nên chưa có ảnh đánh giá,dong_goi,neutral,"['bé', 'uống', 'hết', 'nên', 'chưa', 'có', 'ảnh', 'đánh giá']"
bé uống hết nên chưa có ảnh đánh giá,van_chuyen,neutral,"['bé', 'uống', 'hết', 'nên', 'chưa', 'có', 'ảnh', 'đánh giá']"
bé uống hết nên chưa có ảnh đánh giá,gia_ca,neutral,"['bé', 'uống', 'hết', 'nên', 'chưa', 'có', 'ảnh', 'đánh giá']"
bé uống hết nên chưa có ảnh đánh giá,overall,neutral,"['bé', 'uống', 'hết', 'nên', 'chưa', 'có', 'ảnh', 'đánh giá']"
giao nhanh đủ hàng chất lượng tốt,chat_luong,positive,"['giao', 'nhanh', 'đủ', 'hàng', 'chất lượng', 'tốt']"
giao nhanh đủ hàng chất lượng tốt,dong_goi,neutral,"['giao', 'nhanh', 'đủ', 'hàng', 'chất lượng', 'tốt']"
giao nhanh đủ hàng chất lượng tốt,van_chuyen,positive,"['giao', 'nhanh', 'đủ', 'hàng', 'chất lượng', 'tốt']"
giao nhanh đủ hàng chất lượng tốt,gia_ca,neutral,"['giao', 'nhanh', 'đủ', 'hàng', 'chất lượng', 'tốt']"
giao nhanh đủ hàng chất lượng tốt,overall,positive,"['giao', 'nhanh', 'đủ', 'hàng', 'chất lượng', 'tốt']"
ngon bổ rẻ giao nhanh,chat_luong,positive,"['ngon', 'bổ', 'rẻ', 'giao', 'nhanh']"
ngon bổ rẻ giao nhanh,dong_goi,neutral,"['ngon', 'bổ', 'rẻ', 'giao', 'nhanh']"
ngon bổ rẻ giao nhanh,van_chuyen,positive,"['ngon', 'bổ', 'rẻ', 'giao', 'nhanh']"
ngon bổ rẻ giao nhanh,gia_ca,positive,"['ngon', 'bổ', 'rẻ', 'giao', 'nhanh']"
ngon bổ rẻ giao nhanh,overall,positive,"['ngon', 'bổ', 'rẻ', 'giao', 'nhanh']"
quần áo thoáng mát mềm mại thấm hút tốt,chat_luong,positive,"['quần áo', 'thoáng', 'mát', 'mềm mại', 'thấm hút', 'tốt']"
quần áo thoáng mát mềm mại thấm hút tốt,dong_goi,positive,"['quần áo', 'thoáng', 'mát', 'mềm mại', 'thấm hút', 'tốt']"
quần áo thoáng mát mềm mại thấm hút tốt,van_chuyen,neutral,"['quần áo', 'thoáng', 'mát', 'mềm mại', 'thấm hút', 'tốt']"
quần áo thoáng mát mềm mại thấm hút tốt,gia_ca,neutral,"['quần áo', 'thoáng', 'mát', 'mềm mại', 'thấm hút', 'tốt']"
quần áo thoáng mát mềm mại thấm hút tốt,overall,positive,"['quần áo', 'thoáng', 'mát', 'mềm mại', 'thấm hút', 'tốt']"
đóng gói chắc chắn giao hàng nhanh,chat_luong,neutral,"['đóng gói', 'chắc chắn', 'giao', 'hàng', 'nhanh']"
đóng gói chắc chắn giao hàng nhanh,dong_goi,positive,"['đóng gói', 'chắc chắn', 'giao', 'hàng', 'nhanh']"
đóng gói chắc chắn giao hàng nhanh,van_chuyen,positive,"['đóng gói', 'chắc chắn', 'giao', 'hàng', 'nhanh']"
đóng gói chắc chắn giao hàng nhanh,gia_ca,neutral,"['đóng gói', 'chắc chắn', 'giao', 'hàng', 'nhanh']"
đóng gói chắc chắn giao hàng nhanh,overall,positive,"['đóng gói', 'chắc chắn', 'giao', 'hàng', 'nhanh']"
sản phẩm chất lượng cao giá hợp lý giao hàng nhanh đóng gói kỹ,chat_luong,positive,"['sản phẩm', 'chất lượng', 'cao giá', 'hợp lý', 'giao', 'hàng', 'nhanh', 'đóng gói', 'kỹ']"
sản phẩm chất lượng cao giá hợp lý giao hàng nhanh đóng gói kỹ,dong_goi,positive,"['sản phẩm', 'chất lượng', 'cao giá', 'hợp lý', 'giao', 'hàng', 'nhanh', 'đóng gói', 'kỹ']"
sản phẩm chất lượng cao giá hợp lý giao hàng nhanh đóng gói kỹ,van_chuyen,positive,"['sản phẩm', 'chất lượng', 'cao giá', 'hợp lý', 'giao', 'hàng', 'nhanh', 'đóng gói', 'kỹ']"
sản phẩm chất lượng cao giá hợp lý giao hàng nhanh đóng gói kỹ,gia_ca,positive,"['sản phẩm', 'chất lượng', 'cao giá', 'hợp lý', 'giao', 'hàng', 'nhanh', 'đóng gói', 'kỹ']"
sản phẩm chất lượng cao giá hợp lý giao hàng nhanh đóng gói kỹ,overall,positive,"['sản phẩm', 'chất lượng', 'cao giá', 'hợp lý', 'giao', 'hàng', 'nhanh', 'đóng gói', 'kỹ']"
bé rất thích uống sẽ mua tiếp,chat_luong,positive,"['bé', 'rất', 'thích', 'uống', 'sẽ', 'mua', 'tiếp']"
bé rất thích uống sẽ mua tiếp,dong_goi,positive,"['bé', 'rất', 'thích', 'uống', 'sẽ', 'mua', 'tiếp']"
bé rất thích uống sẽ mua tiếp,van_chuyen,neutral,"['bé', 'rất', 'thích', 'uống', 'sẽ', 'mua', 'tiếp']"
bé rất thích uống sẽ mua tiếp,gia_ca,neutral,"['bé', 'rất', 'thích', 'uống', 'sẽ', 'mua', 'tiếp']"
bé rất thích uống sẽ mua tiếp,overall,positive,"['bé', 'rất', 'thích', 'uống', 'sẽ', 'mua', 'tiếp']"
sữa thơm ít ngọt bé hợp tác,chat_luong,positive,"['sữa', 'thơm', 'ít', 'ngọt', 'bé', 'hợp tác']"
sữa thơm ít ngọt bé hợp tác,dong_goi,positive,"['sữa', 'thơm', 'ít', 'ngọt', 'bé', 'hợp tác']"
sữa thơm ít ngọt bé hợp tác,van_chuyen,neutral,"['sữa', 'thơm', 'ít', 'ngọt', 'bé', 'hợp tác']"
sữa thơm ít ngọt bé hợp tác,gia_ca,neutral,"['sữa', 'thơm', 'ít', 'ngọt', 'bé', 'hợp tác']"
sữa thơm ít ngọt bé hợp tác,overall,positive,"['sữa', 'thơm', 'ít', 'ngọt', 'bé', 'hợp tác']"
áo đẹp phối đồ xinh,chat_luong,positive,"['áo', 'đẹp phối', 'đồ', 'xinh']"
áo đẹp phối đồ xinh,dong_goi,neutral,"['áo', 'đẹp phối', 'đồ', 'xinh']"
áo đẹp phối đồ xinh,van_chuyen,neutral,"['áo', 'đẹp phối', 'đồ', 'xinh']"
áo đẹp phối đồ xinh,gia_ca,neutral,"['áo', 'đẹp phối', 'đồ', 'xinh']"
áo đẹp phối đồ xinh,overall,positive,"['áo', 'đẹp phối', 'đồ', 'xinh']"
sữa không quá ngọt ngon cho bé uống,chat_luong,positive,"['sữa', 'không', 'quá', 'ngọt', 'ngon', 'cho', 'bé', 'uống']"
sữa không quá ngọt ngon cho bé uống,dong_goi,positive,"['sữa', 'không', 'quá', 'ngọt', 'ngon', 'cho', 'bé', 'uống']"
sữa không quá ngọt ngon cho bé uống,van_chuyen,neutral,"['sữa', 'không', 'quá', 'ngọt', 'ngon', 'cho', 'bé', 'uống']"
sữa không quá ngọt ngon cho bé uống,gia_ca,neutral,"['sữa', 'không', 'quá', 'ngọt', 'ngon', 'cho', 'bé', 'uống']"
sữa không quá ngọt ngon cho bé uống,overall,positive,"['sữa', 'không', 'quá', 'ngọt', 'ngon', 'cho', 'bé', 'uống']"
giao hàng nhanh không móp méo săn được giá rẻ,chat_luong,neutral,"['giao', 'hàng', 'nhanh', 'không', 'móp', 'méo', 'săn', 'được', 'giá', 'rẻ']"
giao hàng nhanh không móp méo săn được giá rẻ,dong_goi,positive,"['giao', 'hàng', 'nhanh', 'không', 'móp', 'méo', 'săn', 'được', 'giá', 'rẻ']"
giao hàng nhanh không móp méo săn được giá rẻ,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'không', 'móp', 'méo', 'săn', 'được', 'giá', 'rẻ']"
giao hàng nhanh không móp méo săn được giá rẻ,gia_ca,positive,"['giao', 'hàng', 'nhanh', 'không', 'móp', 'méo', 'săn', 'được', 'giá', 'rẻ']"
giao hàng nhanh không móp méo săn được giá rẻ,overall,positive,"['giao', 'hàng', 'nhanh', 'không', 'móp', 'méo', 'săn', 'được', 'giá', 'rẻ']"
đóng gói chống sốc kỹ date xa,chat_luong,neutral,"['đóng gói', 'chống', 'sốc', 'kỹ', 'date', 'xa']"
đóng gói chống sốc kỹ date xa,dong_goi,positive,"['đóng gói', 'chống', 'sốc', 'kỹ', 'date', 'xa']"
