comment,aspect,sentiment,clean_comment,text_input
Màu nhạt,gia_ca,neutral,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_gia_ca"
Màu nhạt,overall,negative,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_overall"
Ổn,chat_luong,neutral,['ổn'],['ổn'] aspect_chat_luong
Ổn,dong_goi,neutral,['ổn'],['ổn'] aspect_dong_goi
Ổn,van_chuyen,neutral,['ổn'],['ổn'] aspect_van_chuyen
Ổn,gia_ca,neutral,['ổn'],['ổn'] aspect_gia_ca
Ổn,overall,neutral,['ổn'],['ổn'] aspect_overall
Màu sai,chat_luong,negative,"['màu', 'sai']","['màu', 'sai'] aspect_chat_luong"
Màu sai,dong_goi,neutral,"['màu', 'sai']","['màu', 'sai'] aspect_dong_goi"
Màu sai,van_chuyen,neutral,"['màu', 'sai']","['màu', 'sai'] aspect_van_chuyen"
Màu sai,gia_ca,neutral,"['màu', 'sai']","['màu', 'sai'] aspect_gia_ca"
Màu sai,overall,negative,"['màu', 'sai']","['màu', 'sai'] aspect_overall"
Cọ rụng lông,chat_luong,negative,"['cọ', 'rụng', 'lông']","['cọ', 'rụng', 'lông'] aspect_chat_luong"
Cọ rụng lông,dong_goi,neutral,"['cọ', 'rụng', 'lông']","['cọ', 'rụng', 'lông'] aspect_dong_goi"
Cọ rụng lông,van_chuyen,neutral,"['cọ', 'rụng', 'lông']","['cọ', 'rụng', 'lông'] aspect_van_chuyen"
Cọ rụng lông,gia_ca,neutral,"['cọ', 'rụng', 'lông']","['cọ', 'rụng', 'lông'] aspect_gia_ca"
Cọ rụng lông,overall,negative,"['cọ', 'rụng', 'lông']","['cọ', 'rụng', 'lông'] aspect_overall"
Sai hàng,chat_luong,negative,"['sai', 'hàng']","['sai', 'hàng'] aspect_chat_luong"
Sai hàng,dong_goi,neutral,"['sai', 'hàng']","['sai', 'hàng'] aspect_dong_goi"
Sai hàng,van_chuyen,neutral,"['sai', 'hàng']","['sai', 'hàng'] aspect_van_chuyen"
Sai hàng,gia_ca,neutral,"['sai', 'hàng']","['sai', 'hàng'] aspect_gia_ca"
Sai hàng,overall,negative,"['sai', 'hàng']","['sai', 'hàng'] aspect_overall"
Giao nhanh,chat_luong,neutral,"['giao', 'nhanh']","['giao', 'nhanh'] aspect_chat_luong"
Giao nhanh,dong_goi,neutral,"['giao', 'nhanh']","['giao', 'nhanh'] aspect_dong_goi"
Giao nhanh,van_chuyen,positive,"['giao', 'nhanh']","['giao', 'nhanh'] aspect_van_chuyen"
Giao nhanh,gia_ca,neutral,"['giao', 'nhanh']","['giao', 'nhanh'] aspect_gia_ca"
Giao nhanh,overall,positive,"['giao', 'nhanh']","['giao', 'nhanh'] aspect_overall"
Màu lỗi nhiều,chat_luong,negative,"['màu', 'lỗi', 'nhiều']","['màu', 'lỗi', 'nhiều'] aspect_chat_luong"
Màu lỗi nhiều,dong_goi,neutral,"['màu', 'lỗi', 'nhiều']","['màu', 'lỗi', 'nhiều'] aspect_dong_goi"
Màu lỗi nhiều,van_chuyen,neutral,"['màu', 'lỗi', 'nhiều']","['màu', 'lỗi', 'nhiều'] aspect_van_chuyen"
Màu lỗi nhiều,gia_ca,neutral,"['màu', 'lỗi', 'nhiều']","['màu', 'lỗi', 'nhiều'] aspect_gia_ca"
Màu lỗi nhiều,overall,negative,"['màu', 'lỗi', 'nhiều']","['màu', 'lỗi', 'nhiều'] aspect_overall"
"Giao nhanh, đóng gói ok",chat_luong,positive,"['giao', 'nhanh', 'đóng gói', 'ok']","['giao', 'nhanh', 'đóng gói', 'ok'] aspect_chat_luong"
"Giao nhanh, đóng gói ok",dong_goi,positive,"['giao', 'nhanh', 'đóng gói', 'ok']","['giao', 'nhanh', 'đóng gói', 'ok'] aspect_dong_goi"
"Giao nhanh, đóng gói ok",van_chuyen,positive,"['giao', 'nhanh', 'đóng gói', 'ok']","['giao', 'nhanh', 'đóng gói', 'ok'] aspect_van_chuyen"
"Giao nhanh, đóng gói ok",gia_ca,neutral,"['giao', 'nhanh', 'đóng gói', 'ok']","['giao', 'nhanh', 'đóng gói', 'ok'] aspect_gia_ca"
"Giao nhanh, đóng gói ok",overall,positive,"['giao', 'nhanh', 'đóng gói', 'ok']","['giao', 'nhanh', 'đóng gói', 'ok'] aspect_overall"
"Màu mùi hôi, bám kém",chat_luong,negative,"['màu', 'mùi', 'hôi', 'bám', 'kém']","['màu', 'mùi', 'hôi', 'bám', 'kém'] aspect_chat_luong"
"Màu mùi hôi, bám kém",dong_goi,neutral,"['màu', 'mùi', 'hôi', 'bám', 'kém']","['màu', 'mùi', 'hôi', 'bám', 'kém'] aspect_dong_goi"
"Màu mùi hôi, bám kém",van_chuyen,neutral,"['màu', 'mùi', 'hôi', 'bám', 'kém']","['màu', 'mùi', 'hôi', 'bám', 'kém'] aspect_van_chuyen"
"Màu mùi hôi, bám kém",gia_ca,neutral,"['màu', 'mùi', 'hôi', 'bám', 'kém']","['màu', 'mùi', 'hôi', 'bám', 'kém'] aspect_gia_ca"
"Màu mùi hôi, bám kém",overall,negative,"['màu', 'mùi', 'hôi', 'bám', 'kém']","['màu', 'mùi', 'hôi', 'bám', 'kém'] aspect_overall"
"Đẹp, có lỗi nhẹ nhưng CSKH tốt",chat_luong,positive,"['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt']","['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt'] aspect_chat_luong"
"Đẹp, có lỗi nhẹ nhưng CSKH tốt",dong_goi,neutral,"['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt']","['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt'] aspect_dong_goi"
"Đẹp, có lỗi nhẹ nhưng CSKH tốt",van_chuyen,neutral,"['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt']","['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt'] aspect_van_chuyen"
"Đẹp, có lỗi nhẹ nhưng CSKH tốt",gia_ca,neutral,"['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt']","['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt'] aspect_gia_ca"
"Đẹp, có lỗi nhẹ nhưng CSKH tốt",overall,positive,"['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt']","['đẹp', 'có', 'lỗi', 'nhẹ', 'nhưng', 'cskh', 'tốt'] aspect_overall"
Màu nhạt,chat_luong,negative,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_chat_luong"
Màu nhạt,dong_goi,neutral,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_dong_goi"
Màu nhạt,van_chuyen,neutral,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_van_chuyen"
Màu nhạt,gia_ca,neutral,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_gia_ca"
Màu nhạt,overall,negative,"['màu', 'nhạt']","['màu', 'nhạt'] aspect_overall"
"Màu không giống, mùi hôi",chat_luong,negative,"['màu', 'không', 'giống', 'mùi', 'hôi']","['màu', 'không', 'giống', 'mùi', 'hôi'] aspect_chat_luong"
"Màu không giống, mùi hôi",dong_goi,neutral,"['màu', 'không', 'giống', 'mùi', 'hôi']","['màu', 'không', 'giống', 'mùi', 'hôi'] aspect_dong_goi"
"Màu không giống, mùi hôi",van_chuyen,neutral,"['màu', 'không', 'giống', 'mùi', 'hôi']","['màu', 'không', 'giống', 'mùi', 'hôi'] aspect_van_chuyen"
"Màu không giống, mùi hôi",gia_ca,neutral,"['màu', 'không', 'giống', 'mùi', 'hôi']","['màu', 'không', 'giống', 'mùi', 'hôi'] aspect_gia_ca"
"Màu không giống, mùi hôi",overall,negative,"['màu', 'không', 'giống', 'mùi', 'hôi']","['màu', 'không', 'giống', 'mùi', 'hôi'] aspect_overall"
Cọ lỗi,chat_luong,negative,"['cọ', 'lỗi']","['cọ', 'lỗi'] aspect_chat_luong"
Cọ lỗi,dong_goi,neutral,"['cọ', 'lỗi']","['cọ', 'lỗi'] aspect_dong_goi"
Cọ lỗi,van_chuyen,neutral,"['cọ', 'lỗi']","['cọ', 'lỗi'] aspect_van_chuyen"
Cọ lỗi,gia_ca,neutral,"['cọ', 'lỗi']","['cọ', 'lỗi'] aspect_gia_ca"
Cọ lỗi,overall,negative,"['cọ', 'lỗi']","['cọ', 'lỗi'] aspect_overall"
Tốt so với giá nhưng thiếu đồ,chat_luong,neutral,"['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ']","['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ'] aspect_chat_luong"
Tốt so với giá nhưng thiếu đồ,dong_goi,neutral,"['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ']","['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ'] aspect_dong_goi"
Tốt so với giá nhưng thiếu đồ,van_chuyen,neutral,"['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ']","['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ'] aspect_van_chuyen"
Tốt so với giá nhưng thiếu đồ,gia_ca,positive,"['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ']","['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ'] aspect_gia_ca"
Tốt so với giá nhưng thiếu đồ,overall,negative,"['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ']","['tốt', 'so', 'với', 'giá', 'nhưng', 'thiếu', 'đồ'] aspect_overall"
Đẹp,chat_luong,positive,['đẹp'],['đẹp'] aspect_chat_luong
Đẹp,dong_goi,neutral,['đẹp'],['đẹp'] aspect_dong_goi
Đẹp,van_chuyen,neutral,['đẹp'],['đẹp'] aspect_van_chuyen
Đẹp,gia_ca,neutral,['đẹp'],['đẹp'] aspect_gia_ca
Đẹp,overall,positive,['đẹp'],['đẹp'] aspect_overall
Đẹp,chat_luong,positive,['đẹp'],['đẹp'] aspect_chat_luong
Đẹp,dong_goi,neutral,['đẹp'],['đẹp'] aspect_dong_goi
Đẹp,van_chuyen,neutral,['đẹp'],['đẹp'] aspect_van_chuyen
Đẹp,gia_ca,neutral,['đẹp'],['đẹp'] aspect_gia_ca
Đẹp,overall,positive,['đẹp'],['đẹp'] aspect_overall
Không rõ chất lượng,chat_luong,neutral,"['không', 'rõ', 'chất lượng']","['không', 'rõ', 'chất lượng'] aspect_chat_luong"
Không rõ chất lượng,dong_goi,neutral,"['không', 'rõ', 'chất lượng']","['không', 'rõ', 'chất lượng'] aspect_dong_goi"
Không rõ chất lượng,van_chuyen,neutral,"['không', 'rõ', 'chất lượng']","['không', 'rõ', 'chất lượng'] aspect_van_chuyen"
Không rõ chất lượng,gia_ca,neutral,"['không', 'rõ', 'chất lượng']","['không', 'rõ', 'chất lượng'] aspect_gia_ca"
Không rõ chất lượng,overall,neutral,"['không', 'rõ', 'chất lượng']","['không', 'rõ', 'chất lượng'] aspect_overall"
Giao nhanh nhưng màu vón,chat_luong,negative,"['giao', 'nhanh', 'nhưng', 'màu', 'vón']","['giao', 'nhanh', 'nhưng', 'màu', 'vón'] aspect_chat_luong"
Giao nhanh nhưng màu vón,dong_goi,neutral,"['giao', 'nhanh', 'nhưng', 'màu', 'vón']","['giao', 'nhanh', 'nhưng', 'màu', 'vón'] aspect_dong_goi"
Giao nhanh nhưng màu vón,van_chuyen,positive,"['giao', 'nhanh', 'nhưng', 'màu', 'vón']","['giao', 'nhanh', 'nhưng', 'màu', 'vón'] aspect_van_chuyen"
Giao nhanh nhưng màu vón,gia_ca,neutral,"['giao', 'nhanh', 'nhưng', 'màu', 'vón']","['giao', 'nhanh', 'nhưng', 'màu', 'vón'] aspect_gia_ca"
Giao nhanh nhưng màu vón,overall,negative,"['giao', 'nhanh', 'nhưng', 'màu', 'vón']","['giao', 'nhanh', 'nhưng', 'màu', 'vón'] aspect_overall"
Đẹp nhưng màu không giống,chat_luong,negative,"['đẹp', 'nhưng', 'màu', 'không', 'giống']","['đẹp', 'nhưng', 'màu', 'không', 'giống'] aspect_chat_luong"
Đẹp nhưng màu không giống,dong_goi,neutral,"['đẹp', 'nhưng', 'màu', 'không', 'giống']","['đẹp', 'nhưng', 'màu', 'không', 'giống'] aspect_dong_goi"
Đẹp nhưng màu không giống,van_chuyen,neutral,"['đẹp', 'nhưng', 'màu', 'không', 'giống']","['đẹp', 'nhưng', 'màu', 'không', 'giống'] aspect_van_chuyen"
Đẹp nhưng màu không giống,gia_ca,neutral,"['đẹp', 'nhưng', 'màu', 'không', 'giống']","['đẹp', 'nhưng', 'màu', 'không', 'giống'] aspect_gia_ca"
Đẹp nhưng màu không giống,overall,negative,"['đẹp', 'nhưng', 'màu', 'không', 'giống']","['đẹp', 'nhưng', 'màu', 'không', 'giống'] aspect_overall"
Giá hợp lý nhưng thiếu phụ kiện,chat_luong,neutral,"['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện']","['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện'] aspect_chat_luong"
Giá hợp lý nhưng thiếu phụ kiện,dong_goi,neutral,"['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện']","['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện'] aspect_dong_goi"
Giá hợp lý nhưng thiếu phụ kiện,van_chuyen,neutral,"['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện']","['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện'] aspect_van_chuyen"
Giá hợp lý nhưng thiếu phụ kiện,gia_ca,positive,"['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện']","['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện'] aspect_gia_ca"
Giá hợp lý nhưng thiếu phụ kiện,overall,positive,"['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện']","['giá', 'hợp lý', 'nhưng', 'thiếu', 'phụ', 'kiện'] aspect_overall"
Màu nhanh khô,chat_luong,negative,"['màu', 'nhanh', 'khô']","['màu', 'nhanh', 'khô'] aspect_chat_luong"
Màu nhanh khô,dong_goi,neutral,"['màu', 'nhanh', 'khô']","['màu', 'nhanh', 'khô'] aspect_dong_goi"
Màu nhanh khô,van_chuyen,neutral,"['màu', 'nhanh', 'khô']","['màu', 'nhanh', 'khô'] aspect_van_chuyen"
Màu nhanh khô,gia_ca,neutral,"['màu', 'nhanh', 'khô']","['màu', 'nhanh', 'khô'] aspect_gia_ca"
Màu nhanh khô,overall,negative,"['màu', 'nhanh', 'khô']","['màu', 'nhanh', 'khô'] aspect_overall"
Màu đặc,chat_luong,negative,"['màu', 'đặc']","['màu', 'đặc'] aspect_chat_luong"
Màu đặc,dong_goi,neutral,"['màu', 'đặc']","['màu', 'đặc'] aspect_dong_goi"
Màu đặc,van_chuyen,neutral,"['màu', 'đặc']","['màu', 'đặc'] aspect_van_chuyen"
Màu đặc,gia_ca,neutral,"['màu', 'đặc']","['màu', 'đặc'] aspect_gia_ca"
Màu đặc,overall,negative,"['màu', 'đặc']","['màu', 'đặc'] aspect_overall"
Màu tối hơn ảnh,chat_luong,negative,"['màu', 'tối', 'hơn', 'ảnh']","['màu', 'tối', 'hơn', 'ảnh'] aspect_chat_luong"
Màu tối hơn ảnh,dong_goi,neutral,"['màu', 'tối', 'hơn', 'ảnh']","['màu', 'tối', 'hơn', 'ảnh'] aspect_dong_goi"
Màu tối hơn ảnh,van_chuyen,neutral,"['màu', 'tối', 'hơn', 'ảnh']","['màu', 'tối', 'hơn', 'ảnh'] aspect_van_chuyen"
Màu tối hơn ảnh,gia_ca,neutral,"['màu', 'tối', 'hơn', 'ảnh']","['màu', 'tối', 'hơn', 'ảnh'] aspect_gia_ca"
Màu tối hơn ảnh,overall,negative,"['màu', 'tối', 'hơn', 'ảnh']","['màu', 'tối', 'hơn', 'ảnh'] aspect_overall"
Đẹp nhưng cần dung môi,chat_luong,neutral,"['đẹp', 'nhưng', 'cần dung', 'môi']","['đẹp', 'nhưng', 'cần dung', 'môi'] aspect_chat_luong"
Đẹp nhưng cần dung môi,dong_goi,neutral,"['đẹp', 'nhưng', 'cần dung', 'môi']","['đẹp', 'nhưng', 'cần dung', 'môi'] aspect_dong_goi"
Đẹp nhưng cần dung môi,van_chuyen,neutral,"['đẹp', 'nhưng', 'cần dung', 'môi']","['đẹp', 'nhưng', 'cần dung', 'môi'] aspect_van_chuyen"
Đẹp nhưng cần dung môi,gia_ca,neutral,"['đẹp', 'nhưng', 'cần dung', 'môi']","['đẹp', 'nhưng', 'cần dung', 'môi'] aspect_gia_ca"
Đẹp nhưng cần dung môi,overall,positive,"['đẹp', 'nhưng', 'cần dung', 'môi']","['đẹp', 'nhưng', 'cần dung', 'môi'] aspect_overall"
Màu không đúng,chat_luong,negative,"['màu', 'không', 'đúng']","['màu', 'không', 'đúng'] aspect_chat_luong"
Màu không đúng,dong_goi,neutral,"['màu', 'không', 'đúng']","['màu', 'không', 'đúng'] aspect_dong_goi"
Màu không đúng,van_chuyen,neutral,"['màu', 'không', 'đúng']","['màu', 'không', 'đúng'] aspect_van_chuyen"
Màu không đúng,gia_ca,neutral,"['màu', 'không', 'đúng']","['màu', 'không', 'đúng'] aspect_gia_ca"
Màu không đúng,overall,negative,"['màu', 'không', 'đúng']","['màu', 'không', 'đúng'] aspect_overall"
Màu lệch nhưng có phụ kiện,chat_luong,neutral,"['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện']","['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện'] aspect_chat_luong"
Màu lệch nhưng có phụ kiện,dong_goi,neutral,"['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện']","['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện'] aspect_dong_goi"
Màu lệch nhưng có phụ kiện,van_chuyen,neutral,"['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện']","['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện'] aspect_van_chuyen"
Màu lệch nhưng có phụ kiện,gia_ca,neutral,"['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện']","['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện'] aspect_gia_ca"
Màu lệch nhưng có phụ kiện,overall,negative,"['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện']","['màu', 'lệch', 'nhưng', 'có', 'phụ', 'kiện'] aspect_overall"
Sai màu nhưng tạm chấp nhận,chat_luong,neutral,"['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận']","['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận'] aspect_chat_luong"
Sai màu nhưng tạm chấp nhận,dong_goi,neutral,"['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận']","['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận'] aspect_dong_goi"
Sai màu nhưng tạm chấp nhận,van_chuyen,neutral,"['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận']","['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận'] aspect_van_chuyen"
Sai màu nhưng tạm chấp nhận,gia_ca,neutral,"['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận']","['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận'] aspect_gia_ca"
Sai màu nhưng tạm chấp nhận,overall,neutral,"['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận']","['sai', 'màu', 'nhưng', 'tạm', 'chấp nhận'] aspect_overall"
Nhiễu,chat_luong,neutral,['nhiễu'],['nhiễu'] aspect_chat_luong
Nhiễu,dong_goi,neutral,['nhiễu'],['nhiễu'] aspect_dong_goi
Nhiễu,van_chuyen,neutral,['nhiễu'],['nhiễu'] aspect_van_chuyen
Nhiễu,gia_ca,neutral,['nhiễu'],['nhiễu'] aspect_gia_ca
Nhiễu,overall,neutral,['nhiễu'],['nhiễu'] aspect_overall
"Đẹp, giao nhanh nhưng màu sai",chat_luong,negative,"['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai']","['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai'] aspect_chat_luong"
"Đẹp, giao nhanh nhưng màu sai",dong_goi,neutral,"['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai']","['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai'] aspect_dong_goi"
"Đẹp, giao nhanh nhưng màu sai",van_chuyen,positive,"['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai']","['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai'] aspect_van_chuyen"
"Đẹp, giao nhanh nhưng màu sai",gia_ca,positive,"['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai']","['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai'] aspect_gia_ca"
"Đẹp, giao nhanh nhưng màu sai",overall,positive,"['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai']","['đẹp', 'giao', 'nhanh', 'nhưng', 'màu', 'sai'] aspect_overall"
Gãy khung,chat_luong,negative,"['gãy', 'khung']","['gãy', 'khung'] aspect_chat_luong"
Gãy khung,dong_goi,neutral,"['gãy', 'khung']","['gãy', 'khung'] aspect_dong_goi"
Gãy khung,van_chuyen,neutral,"['gãy', 'khung']","['gãy', 'khung'] aspect_van_chuyen"
Gãy khung,gia_ca,neutral,"['gãy', 'khung']","['gãy', 'khung'] aspect_gia_ca"
Gãy khung,overall,negative,"['gãy', 'khung']","['gãy', 'khung'] aspect_overall"
"Đóng gói tốt, giao nhanh",chat_luong,positive,"['đóng gói', 'tốt', 'giao', 'nhanh']","['đóng gói', 'tốt', 'giao', 'nhanh'] aspect_chat_luong"
"Đóng gói tốt, giao nhanh",dong_goi,positive,"['đóng gói', 'tốt', 'giao', 'nhanh']","['đóng gói', 'tốt', 'giao', 'nhanh'] aspect_dong_goi"
"Đóng gói tốt, giao nhanh",van_chuyen,positive,"['đóng gói', 'tốt', 'giao', 'nhanh']","['đóng gói', 'tốt', 'giao', 'nhanh'] aspect_van_chuyen"
"Đóng gói tốt, giao nhanh",gia_ca,neutral,"['đóng gói', 'tốt', 'giao', 'nhanh']","['đóng gói', 'tốt', 'giao', 'nhanh'] aspect_gia_ca"
"Đóng gói tốt, giao nhanh",overall,positive,"['đóng gói', 'tốt', 'giao', 'nhanh']","['đóng gói', 'tốt', 'giao', 'nhanh'] aspect_overall"
Cọ chưa tốt,chat_luong,negative,"['cọ', 'chưa', 'tốt']","['cọ', 'chưa', 'tốt'] aspect_chat_luong"
Cọ chưa tốt,dong_goi,neutral,"['cọ', 'chưa', 'tốt']","['cọ', 'chưa', 'tốt'] aspect_dong_goi"
Cọ chưa tốt,van_chuyen,neutral,"['cọ', 'chưa', 'tốt']","['cọ', 'chưa', 'tốt'] aspect_van_chuyen"
Cọ chưa tốt,gia_ca,neutral,"['cọ', 'chưa', 'tốt']","['cọ', 'chưa', 'tốt'] aspect_gia_ca"
Cọ chưa tốt,overall,neutral,"['cọ', 'chưa', 'tốt']","['cọ', 'chưa', 'tốt'] aspect_overall"
Chất lượng tốt,chat_luong,positive,"['chất lượng', 'tốt']","['chất lượng', 'tốt'] aspect_chat_luong"
Chất lượng tốt,dong_goi,neutral,"['chất lượng', 'tốt']","['chất lượng', 'tốt'] aspect_dong_goi"
Chất lượng tốt,van_chuyen,neutral,"['chất lượng', 'tốt']","['chất lượng', 'tốt'] aspect_van_chuyen"
Chất lượng tốt,gia_ca,neutral,"['chất lượng', 'tốt']","['chất lượng', 'tốt'] aspect_gia_ca"
Chất lượng tốt,overall,positive,"['chất lượng', 'tốt']","['chất lượng', 'tốt'] aspect_overall"
Bút cứng,chat_luong,negative,"['bút', 'cứng']","['bút', 'cứng'] aspect_chat_luong"
Bút cứng,dong_goi,neutral,"['bút', 'cứng']","['bút', 'cứng'] aspect_dong_goi"
Bút cứng,van_chuyen,neutral,"['bút', 'cứng']","['bút', 'cứng'] aspect_van_chuyen"
Bút cứng,gia_ca,neutral,"['bút', 'cứng']","['bút', 'cứng'] aspect_gia_ca"
Bút cứng,overall,negative,"['bút', 'cứng']","['bút', 'cứng'] aspect_overall"
"Tuyệt vời, giá hợp lý",chat_luong,positive,"['tuyệt vời', 'giá', 'hợp lý']","['tuyệt vời', 'giá', 'hợp lý'] aspect_chat_luong"
"Tuyệt vời, giá hợp lý",dong_goi,neutral,"['tuyệt vời', 'giá', 'hợp lý']","['tuyệt vời', 'giá', 'hợp lý'] aspect_dong_goi"
"Tuyệt vời, giá hợp lý",van_chuyen,neutral,"['tuyệt vời', 'giá', 'hợp lý']","['tuyệt vời', 'giá', 'hợp lý'] aspect_van_chuyen"
"Tuyệt vời, giá hợp lý",gia_ca,positive,"['tuyệt vời', 'giá', 'hợp lý']","['tuyệt vời', 'giá', 'hợp lý'] aspect_gia_ca"
"Tuyệt vời, giá hợp lý",overall,positive,"['tuyệt vời', 'giá', 'hợp lý']","['tuyệt vời', 'giá', 'hợp lý'] aspect_overall"
Đẹp nhưng khó tô,chat_luong,neutral,"['đẹp', 'nhưng', 'khó', 'tô']","['đẹp', 'nhưng', 'khó', 'tô'] aspect_chat_luong"
Đẹp nhưng khó tô,dong_goi,neutral,"['đẹp', 'nhưng', 'khó', 'tô']","['đẹp', 'nhưng', 'khó', 'tô'] aspect_dong_goi"
Đẹp nhưng khó tô,van_chuyen,neutral,"['đẹp', 'nhưng', 'khó', 'tô']","['đẹp', 'nhưng', 'khó', 'tô'] aspect_van_chuyen"
Đẹp nhưng khó tô,gia_ca,neutral,"['đẹp', 'nhưng', 'khó', 'tô']","['đẹp', 'nhưng', 'khó', 'tô'] aspect_gia_ca"
Đẹp nhưng khó tô,overall,neutral,"['đẹp', 'nhưng', 'khó', 'tô']","['đẹp', 'nhưng', 'khó', 'tô'] aspect_overall"
Màu không giống,chat_luong,negative,"['màu', 'không', 'giống']","['màu', 'không', 'giống'] aspect_chat_luong"
Màu không giống,dong_goi,neutral,"['màu', 'không', 'giống']","['màu', 'không', 'giống'] aspect_dong_goi"
Màu không giống,van_chuyen,neutral,"['màu', 'không', 'giống']","['màu', 'không', 'giống'] aspect_van_chuyen"
Màu không giống,gia_ca,neutral,"['màu', 'không', 'giống']","['màu', 'không', 'giống'] aspect_gia_ca"
Màu không giống,overall,negative,"['màu', 'không', 'giống']","['màu', 'không', 'giống'] aspect_overall"
Giao sai thiếu hàng,chat_luong,negative,"['giao', 'sai', 'thiếu', 'hàng']","['giao', 'sai', 'thiếu', 'hàng'] aspect_chat_luong"
Giao sai thiếu hàng,dong_goi,neutral,"['giao', 'sai', 'thiếu', 'hàng']","['giao', 'sai', 'thiếu', 'hàng'] aspect_dong_goi"
Giao sai thiếu hàng,van_chuyen,neutral,"['giao', 'sai', 'thiếu', 'hàng']","['giao', 'sai', 'thiếu', 'hàng'] aspect_van_chuyen"
Giao sai thiếu hàng,gia_ca,neutral,"['giao', 'sai', 'thiếu', 'hàng']","['giao', 'sai', 'thiếu', 'hàng'] aspect_gia_ca"
Giao sai thiếu hàng,overall,negative,"['giao', 'sai', 'thiếu', 'hàng']","['giao', 'sai', 'thiếu', 'hàng'] aspect_overall"
Đẹp nhưng màu khô,chat_luong,negative,"['đẹp', 'nhưng', 'màu', 'khô']","['đẹp', 'nhưng', 'màu', 'khô'] aspect_chat_luong"
Đẹp nhưng màu khô,dong_goi,neutral,"['đẹp', 'nhưng', 'màu', 'khô']","['đẹp', 'nhưng', 'màu', 'khô'] aspect_dong_goi"
