comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
quá ok,positive,neutral,neutral,neutral,quá ok
bass yếu,negative,neutral,neutral,neutral,bass yếu
tốt,positive,neutral,neutral,neutral,tốt
mọi thứ đều ok,negative,neutral,neutral,neutral,mọi thứ đều ok
xịn sò kết nối mạnh,negative,neutral,neutral,neutral,xịn sò kết nối mạnh
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,negative,neutral,neutral,neutral,ốp tốt nhưng hơi ố vàng sạc không tác dụng
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,positive,neutral,positive,positive,chất lượng ok đẹp giá rẻ giao hàng nhiệt tình
chất lượng bình thường. không đúng mô tả. dễ ố vàng,negative,negative,neutral,neutral,chất lượng bình thường không đúng mô tả dễ ố vàng
gói hàng tốt. giao nhanh,positive,positive,positive,neutral,gói hàng tốt giao nhanh
ốp như hàng đã qua sử dụng. lỗi hỏng,negative,neutral,neutral,neutral,ốp như hàng đã qua sử dụng lỗi hỏng
giao hàng rất nhanh. ốp dày dặn đẹp mắt,positive,neutral,positive,neutral,giao hàng rất nhanh ốp dày dặn đẹp mắt
chất lượng tốt. đóng gói kĩ. giao nhanh,positive,positive,positive,neutral,chất lượng tốt đóng gói kĩ giao nhanh
ốp dẻo tốt. dùng lâu bị vàng. đáng tiền,positive,neutral,neutral,positive,ốp dẻo tốt dùng lâu bị vàng đáng tiền
ốp xịn. bọc seal kĩ. giá quá rẻ,positive,neutral,neutral,positive,ốp xịn bọc seal kĩ giá quá rẻ
ốp đẹp. giá rẻ,positive,neutral,neutral,positive,ốp đẹp giá rẻ
ốp dày cứng cáp. nhựa ổn. từ tính hỏng. nhanh ố vàng,negative,neutral,neutral,neutral,ốp dày cứng cáp nhựa ổn từ tính hỏng nhanh ố vàng
ốp cứng cáp. vừa vặn,positive,neutral,neutral,neutral,ốp cứng cáp vừa vặn
ốp cũ xước. ộp ẹp. giá ok,negative,neutral,neutral,positive,ốp cũ xước ộp ẹp giá ok
chất lượng dở tệ. ốp xấu trầy. dính keo,negative,neutral,neutral,neutral,chất lượng dở tệ ốp xấu trầy dính keo
xài được. giá rẻ,positive,neutral,neutral,positive,xài được giá rẻ
chất lượng tốt. giá hợp lý,positive,neutral,neutral,positive,chất lượng tốt giá hợp lý
chất lượng tốt. dày dặn,positive,neutral,neutral,neutral,chất lượng tốt dày dặn
chất liệu đểu. trầy xước nhiều. hàng lỗi,negative,negative,neutral,neutral,chất liệu đểu trầy xước nhiều hàng lỗi
giao đồ cũ đã qua sử dụng,negative,neutral,neutral,neutral,giao đồ cũ đã qua sử dụng
sản phẩm đã qua sử dụng,negative,neutral,neutral,neutral,sản phẩm đã qua sử dụng
chất lượng ok. đóng gói chắc chắn. giao nhanh,negative,positive,positive,neutral,chất lượng ok đóng gói chắc chắn giao nhanh
nhanh hỏng vòng trắng. sài được. giá rẻ,negative,neutral,neutral,positive,nhanh hỏng vòng trắng sài được giá rẻ
sản phẩm tốt. giao hàng nhanh,positive,neutral,positive,neutral,sản phẩm tốt giao hàng nhanh
chất liệu tốt. giao nhanh,positive,neutral,positive,neutral,chất liệu tốt giao nhanh
ốp dày chống sốc. đẹp. giao nhanh,positive,neutral,positive,neutral,ốp dày chống sốc đẹp giao nhanh
nhựa trung bình có gờ khó chịu. giao sai hàng lỗi không từ tính,negative,negative,neutral,neutral,nhựa trung bình có gờ khó chịu giao sai hàng lỗi không từ tính
sản phẩm đẹp tốt. giá rẻ,positive,neutral,neutral,positive,sản phẩm đẹp tốt giá rẻ
đẹp,positive,neutral,neutral,neutral,đẹp
hàng lỗi. chưa nhận được hàng,negative,neutral,negative,neutral,hàng lỗi chưa nhận được hàng
ốp đẹp cứng cáp,positive,neutral,neutral,neutral,ốp đẹp cứng cáp
ổn,positive,neutral,neutral,neutral,ổn
ốp bị bẩn,negative,negative,neutral,neutral,ốp bị bẩn
ốp bị trầy xước nhiều,negative,negative,neutral,neutral,ốp bị trầy xước nhiều
chất liệu nhựa cứng chắc chắn,negative,neutral,neutral,neutral,chất liệu nhựa cứng chắc chắn
không có hộp,negative,neutral,neutral,neutral,không có hộp
sản phẩm bị trầy xước,negative,negative,neutral,neutral,sản phẩm bị trầy xước
chất liệu mềm. không chống xước,negative,neutral,neutral,neutral,chất liệu mềm không chống xước
chất liệu đẹp. chống xước ổn,negative,neutral,neutral,neutral,chất liệu đẹp chống xước ổn
ốp xấu. bị ố vàng và trầy xước,negative,negative,neutral,neutral,ốp xấu bị ố vàng và trầy xước
chất liệu ok,positive,neutral,neutral,neutral,chất liệu ok
ốp cứng bền,positive,neutral,neutral,neutral,ốp cứng bền
form camera lệch. không như mô tả,negative,neutral,neutral,neutral,form camera lệch không như mô tả
giao hàng cũ bị trầy xước nhiều,negative,negative,neutral,neutral,giao hàng cũ bị trầy xước nhiều
ốp cũ trầy xước,negative,negative,neutral,neutral,ốp cũ trầy xước
ốp cũ trầy xước và ố vàng,negative,negative,neutral,neutral,ốp cũ trầy xước và ố vàng
giá rẻ,positive,neutral,neutral,positive,giá rẻ
ốp cũ và xước,negative,neutral,neutral,neutral,ốp cũ và xước
chất lượng kém. xước nham nhở,negative,neutral,neutral,neutral,chất lượng kém xước nham nhở
giao hàng cũ,negative,negative,neutral,neutral,giao hàng cũ
chất lượng kém,negative,neutral,neutral,neutral,chất lượng kém
đúng như mô tả,positive,neutral,neutral,neutral,đúng như mô tả
chất lượng kém. ốp xước như đã qua sử dụng,negative,neutral,neutral,neutral,chất lượng kém ốp xước như đã qua sử dụng
giao nhanh. chất lượng đẹp và chắc chắn. giá rẻ,negative,neutral,positive,positive,giao nhanh chất lượng đẹp và chắc chắn giá rẻ
tạm ổn. khớp chắc chắn. tiện lợi dễ mang theo,negative,neutral,neutral,neutral,tạm ổn khớp chắc chắn tiện lợi dễ mang theo
giá 30k rẻ. cứng cáp. không bị lắc,positive,neutral,neutral,positive,giá 30k rẻ cứng cáp không bị lắc
sản phẩm đẹp. xịn. giá rẻ. giao hàng nhanh,positive,neutral,positive,positive,sản phẩm đẹp xịn giá rẻ giao hàng nhanh
hàng chắc chắn cứng cáp. xoay tốt. giá rẻ 22k,negative,neutral,neutral,positive,hàng chắc chắn cứng cáp xoay tốt giá rẻ 22k
chất liệu hợp kim dày dặn. đẹp như hình,positive,neutral,neutral,neutral,chất liệu hợp kim dày dặn đẹp như hình
chưa dùng chưa rõ độ bền. nhìn chắc chắn. giá rẻ,negative,neutral,neutral,positive,chưa dùng chưa rõ độ bền nhìn chắc chắn giá rẻ
chất lượng tốt chắc chắn. đóng gói cẩn thận. giao nhanh,negative,positive,positive,neutral,chất lượng tốt chắc chắn đóng gói cẩn thận giao nhanh
dùng tốt đỡ máy an toàn. đúng mẫu,positive,positive,neutral,neutral,dùng tốt đỡ máy an toàn đúng mẫu
hàng đẹp chắc chắn. đúng quảng cáo đủ số lượng,negative,positive,neutral,neutral,hàng đẹp chắc chắn đúng quảng cáo đủ số lượng
chất lượng ok. giá rẻ. giao hàng nhanh,positive,neutral,positive,positive,chất lượng ok giá rẻ giao hàng nhanh
chất lượng tốt. xứng đáng giá tiền rẻ,positive,neutral,neutral,positive,chất lượng tốt xứng đáng giá tiền rẻ
khung chắc chắn. màu sắc kiểu dáng đúng mô tả,negative,positive,neutral,neutral,khung chắc chắn màu sắc kiểu dáng đúng mô tả
giá đỡ tốt và rất chắc chắn,negative,neutral,neutral,neutral,giá đỡ tốt và rất chắc chắn
giá đỡ chắc chắn. các khớp xoay linh hoạt,negative,neutral,neutral,neutral,giá đỡ chắc chắn các khớp xoay linh hoạt
hợp kim nhôm sử dụng được. chắc chắn. giao hàng nhanh,negative,neutral,positive,neutral,hợp kim nhôm sử dụng được chắc chắn giao hàng nhanh
xài ok rất chắc chắn. không bị lật,negative,neutral,neutral,neutral,xài ok rất chắc chắn không bị lật
chất lượng kim loại xoay ok. giao hàng nhanh,positive,neutral,positive,neutral,chất lượng kim loại xoay ok giao hàng nhanh
chuẩn bị hàng và giao nhanh. đóng gói cẩn thận. đúng mô tả,positive,positive,positive,neutral,chuẩn bị hàng và giao nhanh đóng gói cẩn thận đúng mô tả
giao nhanh. nặng tay để điện thoại không đổ. xoay tròn tiện lợi. giá rẻ,negative,neutral,positive,positive,giao nhanh nặng tay để điện thoại không đổ xoay tròn tiện lợi giá rẻ
đóng gói cẩn thận có đệm mút. chịu lực tốt cho máy nặng,positive,positive,neutral,neutral,đóng gói cẩn thận có đệm mút chịu lực tốt cho máy nặng
sản phẩm xịn nặng tay chắc chắn. xoay và chỉnh góc linh hoạt,negative,neutral,neutral,neutral,sản phẩm xịn nặng tay chắc chắn xoay và chỉnh góc linh hoạt
nhỏ gọn chắc chắn. đóng gói cẩn thận,negative,positive,neutral,neutral,nhỏ gọn chắc chắn đóng gói cẩn thận
cứng chắc rẻ đẹp bền. giá hợp lý. giao nhanh,positive,neutral,positive,positive,cứng chắc rẻ đẹp bền giá hợp lý giao nhanh
hợp kim cứng cáp. xoay gập mượt mà,positive,positive,neutral,neutral,hợp kim cứng cáp xoay gập mượt mà
chất lượng tuyệt vời. giá siêu rẻ. giao hàng cực nhanh,positive,neutral,positive,positive,chất lượng tuyệt vời giá siêu rẻ giao hàng cực nhanh
hợp kim chắc chắn để được nhiều cỡ điện thoại. giao hàng nhanh,negative,positive,positive,neutral,hợp kim chắc chắn để được nhiều cỡ điện thoại giao hàng nhanh
giá đỡ chắc chắn giữ đế ok. shop nhiệt tình,negative,neutral,neutral,neutral,giá đỡ chắc chắn giữ đế ok shop nhiệt tình
gấp gọn tiện lợi. xoay được thiết kế tốt,negative,neutral,neutral,neutral,gấp gọn tiện lợi xoay được thiết kế tốt
chịu lực thăng bằng tốt. xoay 360 độ. đóng gói cẩn thận. giao nhanh. giá hạt dẻ,positive,positive,positive,neutral,chịu lực thăng bằng tốt xoay 360 độ đóng gói cẩn thận giao nhanh giá hạt dẻ
nặng tay cứng cáp. xoay 360 độ dễ dàng. giao hàng siêu nhanh,positive,neutral,positive,neutral,nặng tay cứng cáp xoay 360 độ dễ dàng giao hàng siêu nhanh
sản phẩm xịn. chất lượng phù hợp giá tiền. giao nhanh,positive,neutral,positive,positive,sản phẩm xịn chất lượng phù hợp giá tiền giao nhanh
chất lượng thiết kế đẹp dễ sử dụng. đóng gói cẩn thận. giao nhanh. giá hợp lý,positive,positive,positive,positive,chất lượng thiết kế đẹp dễ sử dụng đóng gói cẩn thận giao nhanh giá hợp lý
cầm chắc chắn không dễ đổ. giao nhanh. không thấy miếng dán chống trượt,negative,neutral,positive,neutral,cầm chắc chắn không dễ đổ giao nhanh không thấy miếng dán chống trượt
khớp cứng cáp tải trọng tốt. shop giao lẹ. giá êm,positive,neutral,positive,neutral,khớp cứng cáp tải trọng tốt shop giao lẹ giá êm
cầm vừa tay đẹp. giá rẻ. độ bền cần thời gian,positive,neutral,neutral,positive,cầm vừa tay đẹp giá rẻ độ bền cần thời gian
dày dặn chắc chắn. xoay nhiều góc. giá rẻ,negative,neutral,neutral,positive,dày dặn chắc chắn xoay nhiều góc giá rẻ
chất lượng chắc chắn không ọp ẹp. nặng tay. xoay 360 độ tốt,negative,neutral,neutral,neutral,chất lượng chắc chắn không ọp ẹp nặng tay xoay 360 độ tốt
sản phẩm rẻ đẹp dùng tiện. kê điện thoại chắc chắn,negative,neutral,neutral,positive,sản phẩm rẻ đẹp dùng tiện kê điện thoại chắc chắn
giá đỡ đẹp chắc chắn có đệm ma sát. đóng gói cẩn thận,negative,positive,neutral,neutral,giá đỡ đẹp chắc chắn có đệm ma sát đóng gói cẩn thận
dùng ok. giá rẻ. giao nhanh,positive,neutral,positive,positive,dùng ok giá rẻ giao nhanh
chắc chắn không ngã. thiết kế thông minh vừa sạc vừa đỡ,negative,neutral,neutral,neutral,chắc chắn không ngã thiết kế thông minh vừa sạc vừa đỡ
giá đỡ nặng tay chắc chắn. xoay và chỉnh độ cao dễ dàng,negative,neutral,neutral,neutral,giá đỡ nặng tay chắc chắn xoay và chỉnh độ cao dễ dàng
hàng chuẩn đẹp,positive,neutral,neutral,neutral,hàng chuẩn đẹp
sản phẩm ngon bổ rẻ,positive,neutral,neutral,positive,sản phẩm ngon bổ rẻ
kim loại chắc chắn nâng hạ xoay 360 độ tốt. giao nhanh,negative,neutral,positive,neutral,kim loại chắc chắn nâng hạ xoay 360 độ tốt giao nhanh
giá đỡ chắc và nặng tay. xoay 360 độ dễ thay đổi góc,negative,neutral,neutral,neutral,giá đỡ chắc và nặng tay xoay 360 độ dễ thay đổi góc
kim loại chắc chắn có đệm chống trượt,negative,neutral,neutral,neutral,kim loại chắc chắn có đệm chống trượt
sản phẩm chắc chắn đúng hình. gói cẩn thận. giao nhanh. giá rẻ,negative,positive,positive,positive,sản phẩm chắc chắn đúng hình gói cẩn thận giao nhanh giá rẻ
cứng cáp chắc chắn. gấp gọn mang đi tiện lợi. giao nhanh,negative,neutral,positive,neutral,cứng cáp chắc chắn gấp gọn mang đi tiện lợi giao nhanh
sản phẩm đúng hình tiện lợi. giao nhanh,negative,positive,positive,neutral,sản phẩm đúng hình tiện lợi giao nhanh
cứng cáp ổn định,positive,neutral,neutral,neutral,cứng cáp ổn định
sản phẩm đẹp. mua trên này rẻ hơn ngoài tiệm,positive,neutral,neutral,positive,sản phẩm đẹp mua trên này rẻ hơn ngoài tiệm
giá đỡ chắc chắn có lót chống trượt. đóng gói chắc chắn,negative,positive,neutral,neutral,giá đỡ chắc chắn có lót chống trượt đóng gói chắc chắn
shipper giao hàng nhanh nhiệt tình,positive,neutral,positive,neutral,người giao hàng giao hàng nhanh nhiệt tình
nhỏ gọn gấp tiện lợi. giá rẻ,negative,neutral,neutral,positive,nhỏ gọn gấp tiện lợi giá rẻ
chắc chắn để ngang dọc đều được. có đệm chống trượt máy,negative,neutral,neutral,neutral,chắc chắn để ngang dọc đều được có đệm chống trượt máy
hợp kim cứng cáp chắc chắn. xoay 360 độ mượt,negative,positive,neutral,neutral,hợp kim cứng cáp chắc chắn xoay 360 độ mượt
cứng cáp chắc chắn. giao hàng siêu nhanh,negative,neutral,positive,neutral,cứng cáp chắc chắn giao hàng siêu nhanh
giá đỡ chắc chắn dùng tốt cho điện thoại,negative,neutral,neutral,neutral,giá đỡ chắc chắn dùng tốt cho điện thoại
màu trắng xinh xẻo chắc chắn. giao nhanh,negative,neutral,positive,neutral,màu trắng xinh xẻo chắc chắn giao nhanh
kệ kim loại đẹp cứng cáp xoay 360 độ. giao hàng siêu nhanh,positive,neutral,positive,neutral,kệ kim loại đẹp cứng cáp xoay 360 độ giao hàng siêu nhanh
giá đỡ chắc chắn hoàn thiện tốt. giá tiền hợp lý,negative,neutral,neutral,positive,giá đỡ chắc chắn hoàn thiện tốt giá tiền hợp lý
sản phẩm chắc chắn xoay mượt. giá rẻ. giao siêu nhanh,negative,neutral,positive,positive,sản phẩm chắc chắn xoay mượt giá rẻ giao siêu nhanh
sản phẩm tốt. shipper thân thiện,positive,neutral,positive,neutral,sản phẩm tốt người giao hàng thân thiện
bình luận nhầm sản phẩm sang dép. đóng gói kĩ,neutral,positive,neutral,neutral,bình luận nhầm sản phẩm sang dép đóng gói kĩ
giao hàng nhanh đóng gói cẩn thận. vở đẹp không móp méo. rất xịn,negative,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận vở đẹp không móp méo rất xịn
vở dày bìa đơn giản đẹp. giao nhanh,positive,neutral,positive,neutral,vở dày bìa đơn giản đẹp giao nhanh
bút viết êm. mua 20 được tặng 1. giao nhanh đóng gói cẩn thận,positive,positive,positive,neutral,bút viết êm mua 20 được tặng 1 giao nhanh đóng gói cẩn thận
vở viết mượt. mua rẻ hơn hiệu sách,positive,neutral,neutral,positive,vở viết mượt mua rẻ hơn hiệu sách
vở đẹp giấy dày viết đẹp. đủ số lượng,positive,positive,neutral,neutral,vở đẹp giấy dày viết đẹp đủ số lượng
vở màu đẹp in sắc nét. đóng gói cẩn thận. giá rẻ,positive,positive,neutral,positive,vở màu đẹp in sắc nét đóng gói cẩn thận giá rẻ
vở rất đẹp. gói hàng cẩn thận. giao nhanh đầy đủ. giá rẻ,positive,positive,positive,positive,vở rất đẹp gói hàng cẩn thận giao nhanh đầy đủ giá rẻ
sổ vở đẹp chất giấy viết tốt mực sắc nét. giao hàng nhanh,positive,neutral,positive,neutral,sổ vở đẹp chất giấy viết tốt mực sắc nét giao hàng nhanh
sách chất lượng bìa dày. đóng gói vô cùng cẩn thận đẹp,positive,positive,neutral,neutral,sách chất lượng bìa dày đóng gói vô cùng cẩn thận đẹp
vở giấy chất lượng. đóng gói rất kĩ. giá thành vừa phải,positive,positive,neutral,positive,vở giấy chất lượng đóng gói rất kĩ giá thành vừa phải
màu vở xinh. giấy không quá mỏng. chất lượng tốt. giá rẻ. ship nhanh,negative,negative,positive,positive,màu vở xinh giấy không quá mỏng chất lượng tốt giá rẻ giao hàng nhanh
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,negative,positive,neutral,positive,hàng giao đầy đủ đóng gói chắc chắn giá hợp lý
vở đẹp viết siêu mê. rẻ,positive,neutral,neutral,positive,vở đẹp viết siêu mê rẻ
gói hàng rất cẩn thận,positive,positive,neutral,neutral,gói hàng rất cẩn thận
vở ok đủ số lượng. giá hợp lí,positive,positive,neutral,positive,vở ok đủ số lượng giá hợp lí
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,positive,neutral,neutral,neutral,sổ dày bìa cứng bảo vệ tốt giấy mềm mịn dễ viết
vở dày viết thích. săn sale giá ưu đãi,positive,neutral,neutral,positive,vở dày viết thích săn sale giá ưu đãi
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,positive,neutral,positive,neutral,độ dày khá viết êm đường kẻ rõ ràng giao hàng nhanh
chất lượng ok. đóng gói cẩn thận. giao nhanh,positive,positive,positive,neutral,chất lượng ok đóng gói cẩn thận giao nhanh
đẹp không lỗi. đóng gói kĩ. giao nhanh,negative,positive,positive,neutral,đẹp không lỗi đóng gói kĩ giao nhanh
vở đẹp giấy trắng dày dặn,positive,neutral,neutral,neutral,vở đẹp giấy trắng dày dặn
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,negative,neutral,neutral,neutral,chất lượng tốt dùng thích giấy trắng đều đẹp mịn
đóng gói hàng chỉn chu cẩn thận đẹp,positive,positive,neutral,neutral,đóng gói hàng chỉn chu cẩn thận đẹp
vở giấy tốt viết thích. xứng đáng giá tiền,positive,neutral,neutral,positive,vở giấy tốt viết thích xứng đáng giá tiền
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,positive,neutral,neutral,positive,vở cầm sướng tay chất lượng đáng mua đúng giá tiền
sách viết đẹp. giao đủ số lượng đúng hẹn,positive,positive,positive,neutral,sách viết đẹp giao đủ số lượng đúng hẹn
màu đẹp giao đủ. giá ok,positive,positive,neutral,positive,màu đẹp giao đủ giá ok
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,positive,neutral,neutral,positive,viết rẻ giấy giống ở ngoài nhưng giá rẻ hơn
chất lượng tốt. đóng gói cẩn thận. giao nhanh,positive,positive,positive,neutral,chất lượng tốt đóng gói cẩn thận giao nhanh
viết khá êm. phù hợp giá tiền,positive,neutral,neutral,positive,viết khá êm phù hợp giá tiền
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,negative,neutral,positive,neutral,giấy trắng ăn mực tốt vở 120 trang hơi mỏng giao nhanh đúng hẹn
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,negative,positive,positive,neutral,tập lớn bìa dày viết thoải mái giấy mỏng dễ lem đủ số lượng giao nhanh
vở đẹp. gói cẩn thận. giá rẻ,positive,neutral,neutral,positive,vở đẹp gói cẩn thận giá rẻ
tập to bị móp góc,negative,negative,neutral,neutral,tập to bị móp góc
giấy hơi mỏng. giá siêu rẻ,negative,neutral,neutral,positive,giấy hơi mỏng giá siêu rẻ
vở dày dặn. đóng gói chắc chắn,negative,positive,neutral,neutral,vở dày dặn đóng gói chắc chắn
chất lượng khỏi bàn. giao nhanh đúng hẹn,positive,neutral,positive,neutral,chất lượng khỏi bàn giao nhanh đúng hẹn
giá rẻ. đóng gói cẩn thận. giao nhanh,positive,positive,positive,positive,giá rẻ đóng gói cẩn thận giao nhanh
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,positive,neutral,neutral,positive,mua lại nhiều lần giá rẻ nên mua ủng hộ shop lâu dài
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,negative,neutral,neutral,positive,giá rẻ mà chất lượng bút viết trơn tru ngòi thay dễ dàng
quá rẻ và đẹp. bút viết êm. ra đều mực,negative,neutral,neutral,positive,quá rẻ và đẹp bút viết êm ra đều mực
giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha,negative,positive,positive,neutral,giao hàng nhanh đầy đủ bút viết rõ nét không tắc mực nhiều ổn nha
ban đầu mực ra đều. nhựa cứng. ngòi nhỏ nhưng sợ dễ tắc mực. shop giao nhanh đúng hàng. sale rẻ,negative,positive,positive,positive,ban đầu mực ra đều nhựa cứng ngòi nhỏ nhưng sợ dễ tắc mực shop giao nhanh đúng hàng sale rẻ
bút đúng mô tả,positive,positive,neutral,neutral,bút đúng mô tả
hàng đúng miêu tả đẹp dùng tốt. mọi người nên mua,positive,neutral,neutral,neutral,hàng đúng miêu tả đẹp dùng tốt mọi người nên mua
bút khá xinh. viết thử ok. hy vọng viết được lâu. giá rẻ số lượng nhiều,positive,neutral,neutral,positive,bút khá xinh viết thử ok hy vọng viết được lâu giá rẻ số lượng nhiều
thích dùng bút này. nhẹ viết nhanh khô chữ đẹp. ngon bổ rẻ,positive,neutral,neutral,positive,thích dùng bút này nhẹ viết nhanh khô chữ đẹp ngon bổ rẻ
hàng đúng mô tả. săn được rẻ. bút viết ra đều êm. quá rẻ so với chất lượng,negative,positive,neutral,positive,hàng đúng mô tả săn được rẻ bút viết ra đều êm quá rẻ so với chất lượng
đủ số lượng bút. được tặng kèm sticker. shop chu đáo,negative,positive,neutral,neutral,đủ số lượng bút được tặng kèm sticker shop chu đáo
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,negative,negative,positive,neutral,giao đầy đủ không thiếu nắp bút viết trơn mực shop gói kĩ tặng thêm sticker giao hàng thân thiện
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,positive,neutral,neutral,positive,sản phẩm chất lượng cao giá rẻ nhất khá tốt
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,negative,neutral,neutral,neutral,mực ra đều viết đẹp không bị tắc cầm bút không đau tay sẽ mua lại
chất lượng ok. đúng mô tả. giá rẻ nên mua,positive,positive,neutral,positive,chất lượng ok đúng mô tả giá rẻ nên mua
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,negative,neutral,neutral,positive,bút mua nhiều lần đều ưng viết trơn đều màu giá rẻ
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,positive,neutral,positive,positive,săn sale quá rẻ shop tận tâm giao hàng nhanh
mua 2 loại săn sale chất lượng khá ok,positive,neutral,neutral,positive,mua 2 loại săn sale chất lượng khá ok
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,negative,neutral,neutral,positive,bút bền rẻ đẹp mực viết nhanh khô ra đều không lem
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,negative,neutral,neutral,neutral,sản phẩm tốt thân bút gọn mực ra đều chất lượng siêu ok
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,positive,neutral,neutral,neutral,nhận hàng viết chữ đẹp ok sẽ ủng hộ shop tiếp
bút viết rõ ràng đều mực. hài lòng về sản phẩm,negative,neutral,neutral,neutral,bút viết rõ ràng đều mực hài lòng về sản phẩm
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,positive,neutral,neutral,positive,bút rất mượt và đẹp thiết kế thân bút nhỏ gọn dễ cầm đáng mua
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,negative,neutral,neutral,positive,bút ra đều mực nét đẹp giá quá rẻ 1k cái
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,negative,positive,positive,positive,bút viết rất đẹp không tắc mực khô nhanh tặng thêm ngòi giá cả phải chăng đóng gói cẩn thận giao hàng nhanh người giao hàng thân thiện
màu mực đậm viết mượt không tắc mực. giá rẻ,negative,neutral,neutral,positive,màu mực đậm viết mượt không tắc mực giá rẻ
bút nhiều màu không tắc mực. đúng mô tả. vừa rẻ vừa đẹp,negative,positive,neutral,positive,bút nhiều màu không tắc mực đúng mô tả vừa rẻ vừa đẹp
bút săn rẻ vô cùng ưng ý,positive,neutral,neutral,positive,bút săn rẻ vô cùng ưng ý
giao hàng nhanh. đóng gói cẩn thận. hàng giống mẫu đẹp. giá rẻ xài ổn áp,positive,positive,positive,positive,giao hàng nhanh đóng gói cẩn thận hàng giống mẫu đẹp giá rẻ xài ổn áp
sản phẩm giống mô tả. đóng gói cẩn thận. giao hàng nhanh. chất lượng ổn so với giá,positive,positive,positive,positive,sản phẩm giống mô tả đóng gói cẩn thận giao hàng nhanh chất lượng ổn so với giá
giá quá hời 1k/cây freeship. giao đủ số lượng đúng màu. đóng gói rất kĩ. giao hàng nhanh. bút viết ok,positive,positive,positive,positive,giá quá hời 1k cây freeship giao đủ số lượng đúng màu đóng gói rất kĩ giao hàng nhanh bút viết ok
viết êm mau khô. chú ý giấy trơn mực lâu khô,negative,neutral,neutral,neutral,viết êm mau khô chú ý giấy trơn mực lâu khô
viết mực rất ok. săn sale giá rẻ. gói hàng kĩ,positive,positive,neutral,positive,viết mực rất ok săn sale giá rẻ gói hàng kĩ
bút ghi ngon giá rẻ bất ngờ. mực đậm tốt,positive,neutral,neutral,positive,bút ghi ngon giá rẻ bất ngờ mực đậm tốt
chất lượng sản phẩm tốt. giao hàng nhanh. gói hàng cẩn thận. hài lòng,positive,positive,positive,neutral,chất lượng sản phẩm tốt giao hàng nhanh gói hàng cẩn thận hài lòng
sản phẩm rất tốt giá rất rẻ. chú ý mực nước dễ lem. mực ra đều,negative,neutral,neutral,positive,sản phẩm rất tốt giá rất rẻ chú ý mực nước dễ lem mực ra đều
rẻ đẹp mực đều. giao hàng nhanh. đóng gói cẩn thận. mọi thứ ok,negative,positive,positive,positive,rẻ đẹp mực đều giao hàng nhanh đóng gói cẩn thận mọi thứ ok
gói đủ hàng. bút viết siêu mượt giá rẻ nên mua,positive,positive,neutral,positive,gói đủ hàng bút viết siêu mượt giá rẻ nên mua
sản phẩm uy tín chất lượng. shop bọc kĩ càng,positive,neutral,neutral,neutral,sản phẩm uy tín chất lượng shop bọc kĩ càng
bút viết ra mực đều dễ cầm. săn giá ổn,negative,neutral,neutral,positive,bút viết ra mực đều dễ cầm săn giá ổn
giao hàng nhanh. chất lượng sản phẩm tuyệt vời,positive,neutral,positive,neutral,giao hàng nhanh chất lượng sản phẩm tuyệt vời
bình luận spam nội dung khác,neutral,neutral,neutral,neutral,bình luận spam nội dung khác
sản phẩm phù hợp giá tiền. chất lượng khá ok. hài lòng,positive,neutral,neutral,positive,sản phẩm phù hợp giá tiền chất lượng khá ok hài lòng
mực ra đều nét viết rất trơn. nhựa bút cứng cáp cầm chắc tay. ngòi nhỏ gọn viết êm,negative,neutral,neutral,neutral,mực ra đều nét viết rất trơn nhựa bút cứng cáp cầm chắc tay ngòi nhỏ gọn viết êm
