comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
sim hỏng trong thời gian bảo hành shop bảo khách làm hỏng từ chối bảo hành,negative,neutral,neutral,neutral,sim hỏng trong thời gian bảo hành shop bảo khách làm hỏng từ chối bảo hành
khung chắc chắn. màu sắc kiểu dáng đúng mô tả,negative,positive,neutral,neutral,khung chắc chắn màu sắc kiểu dáng đúng mô tả
chất lượng tệ ốp vào không khí dễ hỏng rẻ đi đôi với chất,negative,neutral,neutral,neutral,chất lượng tệ ốp vào không khí dễ hỏng rẻ đi đôi với chất
kết cấu lỏng lẻo đánh vài cái bung. độ bền tệ chơi được 3 bữa,negative,neutral,neutral,neutral,kết cấu lỏng lẻo đánh vài cái bung độ bền tệ chơi được 3 bữa
dây áo lỗi mút lộ,negative,neutral,neutral,neutral,dây áo lỗi mút lộ
thấm hút tốt hàng đẹp nên mua. nhận hàng nhanh,positive,neutral,positive,neutral,thấm hút tốt hàng đẹp nên mua nhận hàng nhanh
thảm 8mm nhưng thực tế mỏng mùi nhựa nhiều bám dính không tốt. tạm so với giá,negative,neutral,neutral,positive,thảm 8mm nhưng thực tế mỏng mùi nhựa nhiều bám dính không tốt tạm so với giá
chưa nhận được hàng shipper không giao không mượt như quảng cáo,negative,neutral,negative,neutral,chưa nhận được hàng người giao hàng không giao không mượt như quảng cáo
"sản phẩm tuyệt vời, đóng gói chắc chắn, giao nhanh",negative,positive,positive,neutral,sản phẩm tuyệt vời đóng gói chắc chắn giao nhanh
nhìn đẹp bằng nhựa có led sáng sạc ok. giao hàng nhanh,positive,neutral,positive,neutral,nhìn đẹp bằng nhựa có led sáng sạc ok giao hàng nhanh
khác với mô tả. chất lượng không tốt,negative,neutral,neutral,neutral,khác với mô tả chất lượng không tốt
mình mua cho 2 đứa lắp sim 4g dùng ok,positive,neutral,neutral,neutral,mình mua cho 2 đứa lắp sim 4g dùng ok
sản phẩm hoàn thiện chắc chắn và đẹp chất lượng rất tốt so với giá. shop giao hàng rất nhanh bọc hàng cẩn thận đúng mẫu,positive,positive,positive,positive,sản phẩm hoàn thiện chắc chắn và đẹp chất lượng rất tốt so với giá shop giao hàng rất nhanh bọc hàng cẩn thận đúng mẫu
viết khá êm. phù hợp giá tiền,positive,neutral,neutral,positive,viết khá êm phù hợp giá tiền
chất lượng ok. đúng mô tả. giá rẻ nên mua,positive,positive,neutral,positive,chất lượng ok đúng mô tả giá rẻ nên mua
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,negative,neutral,neutral,positive,bút mua nhiều lần đều ưng viết trơn đều màu giá rẻ
không như mô tả mua cho ip 16 lắp vào to hơn không vừa không dán được,negative,neutral,neutral,neutral,không như mô tả mua cho ip 16 lắp vào to hơn không vừa không dán được
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,negative,neutral,neutral,neutral,ốp tốt nhưng hơi ố vàng sạc không tác dụng
quá rẻ và đẹp. bút viết êm. ra đều mực,negative,neutral,neutral,positive,quá rẻ và đẹp bút viết êm ra đều mực
size không vừa,negative,neutral,neutral,neutral,size không vừa
mua thử cho bé uống nếu hợp sẽ mua tiếp,positive,neutral,neutral,neutral,mua thử cho bé uống nếu hợp sẽ mua tiếp
âm thanh rõ. dễ kết nối. xài tốt,negative,neutral,neutral,neutral,âm thanh rõ dễ kết nối xài tốt
"sản phẩm chính hãng, bao bì đẹp",positive,positive,neutral,neutral,sản phẩm chính hãng bao bì đẹp
vải nóng không như mong đợi,negative,neutral,neutral,neutral,vải nóng không như mong đợi
Sản phẩm: Sản phẩm không như mô tả Không giống ảnh mô tả,negative,negative,neutral,neutral,sản phẩm sản phẩm không như mô tả không giống ảnh mô tả
không giống mô tả tưởng ốp dẻo ra cứng phí tiền,negative,neutral,neutral,neutral,không giống mô tả tưởng ốp dẻo ra cứng phí tiền
màu vali đẹp nhưng còn vết dơ nhỏ bong tróc chút xíu,negative,negative,neutral,neutral,màu vali đẹp nhưng còn vết dơ nhỏ bong tróc chút xíu
đánh 1 ngày gãy cán nối thân hôm sau đứt dây trên. đớn,negative,neutral,neutral,neutral,đánh 1 ngày gãy cán nối thân hôm sau đứt dây trên đớn
Bài viết JISOO...,neutral,neutral,neutral,neutral,bài viết jisoo
hạt giàu dinh dưỡng dễ ăn tiện mang theo,positive,neutral,neutral,neutral,hạt giàu dinh dưỡng dễ ăn tiện mang theo
thấm hút tốt không bị tràn dễ giặt sạch xài thông thoáng không bị hăm thoải mái,positive,neutral,neutral,neutral,thấm hút tốt không bị tràn dễ giặt sạch xài thông thoáng không bị hăm thoải mái
áo lỗi chi tiết,negative,neutral,neutral,neutral,áo lỗi chi tiết
mới mở lần đầu đã gãy lòi sợi thủy tinh,negative,neutral,neutral,neutral,mới mở lần đầu đã gãy lòi sợi thủy tinh
giao sai sản phẩm. shop không trả lời,negative,negative,neutral,neutral,giao sai sản phẩm shop không trả lời
Mua 2 áo mà giao có 1 cái,negative,neutral,neutral,neutral,mua 2 áo mà giao có 1 cái
size lỗi,negative,neutral,neutral,neutral,size lỗi
Đúng với mô tả: không thích bị lợi dụng...,negative,neutral,neutral,neutral,đúng với mô tả không thích bị lợi dụng
"uống ok, giao hàng nhanh",positive,neutral,positive,neutral,uống ok giao hàng nhanh
vết bẩn 2 mặt 1 mặt thủng lỗ,negative,negative,neutral,neutral,vết bẩn 2 mặt 1 mặt thủng lỗ
Mình ko hài lòng về áo... màu trắng bị bẩn... mút ngực mất form...,negative,negative,neutral,neutral,mình không hài lòng về áo màu trắng bị bẩn mút ngực mất form
hàng tốt sử dụng ok sạc tốt cổng sạc shop bán kèm sạc bình thường ổn công suất sạc phụ thuộc tình trạng máy. shop tư vấn hỗ trợ nhiệt tình có tâm,positive,neutral,neutral,neutral,hàng tốt sử dụng ok sạc tốt cổng sạc shop bán kèm sạc bình thường ổn công suất sạc phụ thuộc tình trạng máy shop tư vấn hỗ trợ nhiệt tình có tâm
tốt nhưng giao sai size,negative,negative,neutral,neutral,tốt nhưng giao sai size
tạm được ộp ẹp tiền nào của đấy. gió thổi mạnh bay dù,negative,neutral,neutral,neutral,tạm được ộp ẹp tiền nào của đấy gió thổi mạnh bay dù
giao hàng nhanh. chất lượng sản phẩm tuyệt vời,positive,neutral,positive,neutral,giao hàng nhanh chất lượng sản phẩm tuyệt vời
thảm đẹp nhưng quá mỏng mặt dưới không bám sàn mùi khó chịu định tuyến lệch. tạm ổn so với giá,negative,neutral,neutral,positive,thảm đẹp nhưng quá mỏng mặt dưới không bám sàn mùi khó chịu định tuyến lệch tạm ổn so với giá
giao hàng nhanh. ô bị gãy 1 xương vẫn dùng tạm được. giá rẻ. che nắng ổn mưa chịu không nổi,negative,negative,positive,positive,giao hàng nhanh ô bị gãy 1 xương vẫn dùng tạm được giá rẻ che nắng ổn mưa chịu không nổi
Đặt 2 áo size M mà giao 1 M 1 S,negative,negative,neutral,neutral,đặt 2 áo size mình mà giao 1 mình 1 s
mút lỏng dễ rời,negative,neutral,neutral,neutral,mút lỏng dễ rời
bé mặc thử thấy ok thấm được 2 lần tè màu đẹp. shop giao hàng nhanh,positive,neutral,positive,neutral,bé mặc thử thấy ok thấm được 2 lần tè màu đẹp shop giao hàng nhanh
sim dùng như nùi giẻ mạng yếu mất sóng quảng cáo tốc độ cao không trả hàng được,negative,neutral,neutral,neutral,sim dùng như nùi giẻ mạng yếu mất sóng quảng cáo tốc độ cao không trả hàng được
chất đẹp nhưng mút không bền,negative,neutral,neutral,neutral,chất đẹp nhưng mút không bền
Không check được mã vạch,negative,neutral,neutral,neutral,không check được mã vạch
đặt trắng giao đen. nhắn không trả lời bóc ra 1 chiếc bị vỡ vợt sale ship nhanh,negative,neutral,positive,positive,đặt trắng giao đen nhắn không trả lời bóc ra 1 chiếc bị vỡ vợt sale giao hàng nhanh
Đóng gói tốt nhưng màu ít,positive,positive,neutral,neutral,đóng gói tốt nhưng màu ít
mua chính hãng nên yên tâm,positive,neutral,neutral,neutral,mua chính hãng nên yên tâm
mẫu đẹp cầm nặng tay dung lượng ok cắm sạc điện thoại tốt,positive,neutral,neutral,neutral,mẫu đẹp cầm nặng tay dung lượng ok cắm sạc điện thoại tốt
giao đồ cũ đã qua sử dụng,negative,neutral,neutral,neutral,giao đồ cũ đã qua sử dụng
hàng lỗi chất lượng kém mua 2 bộ 1 mắt bị nứt dán kiểu gì chất lượng kém,negative,neutral,neutral,neutral,hàng lỗi chất lượng kém mua 2 bộ 1 mắt bị nứt dán kiểu gì chất lượng kém
sản phẩm đúng mô tả thời gian giao hàng nhanh. chất lượng ok,positive,neutral,positive,neutral,sản phẩm đúng mô tả thời gian giao hàng nhanh chất lượng ok
lộ lớp lót,negative,neutral,neutral,neutral,lộ lớp lót
đúng mô tả giống cũng ok nhưng có mấy chỗ bị chầy,positive,negative,neutral,neutral,đúng mô tả giống cũng ok nhưng có mấy chỗ bị chầy
Sai màu nhưng tạm chấp nhận,negative,negative,neutral,neutral,sai màu nhưng tạm chấp nhận
sản phẩm tốt. giao hàng nhanh,positive,neutral,positive,neutral,sản phẩm tốt giao hàng nhanh
vali bẩn khóa trầy xước rỉ sét. đóng gói không ổn không có nilon bọc ngoài,negative,negative,neutral,neutral,vali bẩn khóa trầy xước rỉ sét đóng gói không ổn không có nilon bọc ngoài
mỏng manh vợt hơi cong giá ukila,negative,negative,neutral,neutral,mỏng manh vợt hơi cong giá ukila
mới mở hộp đã móp 1 cạnh. kiểu dáng cơ bản quảng cáo nói quá,negative,negative,neutral,neutral,mới mở hộp đã móp 1 cạnh kiểu dáng cơ bản quảng cáo nói quá
Bút cứng,negative,neutral,neutral,neutral,bút cứng
bé rất hợp tác giá cả phải chăng giao hàng nhanh,positive,neutral,positive,positive,bé rất hợp tác giá cả phải chăng giao hàng nhanh
nút khó bấm mua về vứt sọt rác,negative,neutral,neutral,neutral,nút khó bấm mua về vứt sọt rác
kem giữ ẩm tốt che khuyết điểm,negative,neutral,neutral,neutral,kem giữ ẩm tốt che khuyết điểm
đánh mấy cái lưới đã giãn xô lệch. chán,negative,neutral,neutral,neutral,đánh mấy cái lưới đã giãn xô lệch chán
ốp bị bẩn,negative,negative,neutral,neutral,ốp bị bẩn
dán 2 mắt ổn 1 mắt không có độ dính bị bong lỏng mắt cam,negative,neutral,neutral,neutral,dán 2 mắt ổn 1 mắt không có độ dính bị bong lỏng mắt cam
chưa dùng,neutral,neutral,neutral,neutral,chưa dùng
tay cầm lỏng chất lượng kém. giao sai loại mở thủ công thay vì tự động,negative,negative,neutral,neutral,tay cầm lỏng chất lượng kém giao sai loại mở thủ công thay vì tự động
kem thấm nhanh thơm dễ chịu nâng tone tốt,negative,neutral,neutral,neutral,kem thấm nhanh thơm dễ chịu nâng tone tốt
"đóng gói cẩn thận, giao siêu nhanh",positive,positive,positive,neutral,đóng gói cẩn thận giao siêu nhanh
đểu không nên mua,negative,neutral,neutral,neutral,đểu không nên mua
"chất lượng tốt, giao nhanh, giá rẻ",positive,neutral,positive,positive,chất lượng tốt giao nhanh giá rẻ
"Chất cotton mềm mịn co giãn tốt, giá hợp lý",positive,neutral,neutral,positive,chất cotton mềm mịn co giãn tốt giá hợp lý
Ghìm bị gỉ,negative,neutral,neutral,neutral,ghìm bị gỉ
sữa thơm ngon dễ uống bé rất thích giao hàng nhanh,positive,neutral,positive,neutral,sữa thơm ngon dễ uống bé rất thích giao hàng nhanh
vải nóng mút lộ,negative,neutral,neutral,neutral,vải nóng mút lộ
gửi ốp vỡ nát làm ăn vớ vẩn,negative,neutral,neutral,neutral,gửi ốp vỡ nát làm ăn vớ vẩn
bình luận rác châm ngôn cuộc sống không liên quan,neutral,neutral,neutral,neutral,bình luận rác châm ngôn cuộc sống không liên quan
giao nhanh đóng gói đẹp cẩn thận. dù rách ngay trên đầu,negative,negative,positive,neutral,giao nhanh đóng gói đẹp cẩn thận dù rách ngay trên đầu
chất vải đẹp xinh hơn mong đợi nhận hàng rất nhanh rất ưng,positive,neutral,positive,neutral,chất vải đẹp xinh hơn mong đợi nhận hàng rất nhanh rất ưng
"sữa ít đường vị vani, bé thích",positive,neutral,neutral,neutral,sữa ít đường vị vani bé thích
hợp kim cứng cáp. xoay gập mượt mà,positive,positive,neutral,neutral,hợp kim cứng cáp xoay gập mượt mà
hàng lởm giòn cường lực không có lớp keo bảo sao đóng gói kĩ,negative,positive,neutral,neutral,hàng lởm giòn cường lực không có lớp keo bảo sao đóng gói kĩ
size 28 chất liệu không tốt dây kéo chuẩn bị hư màu khác size trước mua cực không hài lòng,negative,negative,neutral,neutral,size 28 chất liệu không tốt dây kéo chuẩn bị hư màu khác size trước mua cực không hài lòng
mua xong lắp không vừa điện thoại lỏng dơi ra,negative,neutral,neutral,neutral,mua xong lắp không vừa điện thoại lỏng dơi ra
chất xấu,negative,neutral,neutral,neutral,chất xấu
cây dù nhỏ xíu thân ngắn dùng vài hôm rách,negative,negative,neutral,neutral,cây dù nhỏ xíu thân ngắn dùng vài hôm rách
hàng sale chất khá chán mua 2 tấm không có tấm lau màn hình 1 tấm bị bóc có bụi vân tay không dán được,negative,neutral,neutral,positive,hàng sale chất khá chán mua 2 tấm không có tấm lau màn hình 1 tấm bị bóc có bụi vân tay không dán được
quá tệ camera lệch hàng lỗi đừng ham rẻ,negative,neutral,neutral,neutral,quá tệ camera lệch hàng lỗi đừng ham rẻ
vở giấy tốt viết thích. xứng đáng giá tiền,positive,neutral,neutral,positive,vở giấy tốt viết thích xứng đáng giá tiền
vợt hơi cong do đóng gói để cầu chung bao trừ điểm đóng gói tự fix được. tạm ổn,negative,negative,neutral,neutral,vợt hơi cong do đóng gói để cầu chung bao trừ điểm đóng gói tự fix được tạm ổn
sản phẩm đắt tiền không đáng mua không cao cấp. shop phục vụ kém không trả lời tin nhắn giao hàng lâu. chơi tay không cũng được,negative,neutral,negative,negative,sản phẩm đắt tiền không đáng mua không cao cấp shop phục vụ kém không trả lời tin nhắn giao hàng lâu chơi tay không cũng được
đóng gói sơ sài vali trầy bánh xe bẩn khóa kéo sơ sài 1 chiều thiếu lưới bất tiện,negative,negative,neutral,neutral,đóng gói sơ sài vali trầy bánh xe bẩn khóa kéo sơ sài 1 chiều thiếu lưới bất tiện
đóng hàng chán kẹp vào miếng bìa gãy kém uy tín,negative,negative,neutral,neutral,đóng hàng chán kẹp vào miếng bìa gãy kém uy tín
êm chống trượt tạm ổn giá rẻ không được chọn màu,negative,neutral,neutral,positive,êm chống trượt tạm ổn giá rẻ không được chọn màu
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,positive,neutral,positive,positive,săn sale quá rẻ shop tận tâm giao hàng nhanh
mô tả ghi dùng được đến ip14prm về không sạc được nhắn tin không trả lời sản phẩm lỗi không có chỗ chọn dòng máy,negative,neutral,neutral,neutral,mô tả ghi dùng được đến ip14prm về không sạc được nhắn tin không trả lời sản phẩm lỗi không có chỗ chọn dòng máy
"màu đỏ không quá ngọt, bé hợp tác",positive,negative,neutral,neutral,màu đỏ không quá ngọt bé hợp tác
sản phẩm đẹp. mua trên này rẻ hơn ngoài tiệm,positive,neutral,neutral,positive,sản phẩm đẹp mua trên này rẻ hơn ngoài tiệm
Sản phẩm: lỗi... không như mô tả,negative,neutral,neutral,neutral,sản phẩm lỗi không như mô tả
giá phù hợp chất lượng màu sắc đẹp cho bé hy vọng dùng tốt,positive,neutral,neutral,positive,giá phù hợp chất lượng màu sắc đẹp cho bé hy vọng dùng tốt
"Vòi chai bị bể, gói hàng sơ sài",negative,negative,neutral,neutral,vòi chai bị bể gói hàng sơ sài
Đóng gói kém,negative,negative,neutral,neutral,đóng gói kém
mua 2 vợt không được tặng cầu lông,negative,negative,neutral,neutral,mua 2 vợt không được tặng cầu lông
Đẹp nhưng giao lâu,positive,neutral,negative,neutral,đẹp nhưng giao lâu
cố tình giao hàng đểu bọc kĩ mở ra đã nứt chắc chắn bị hư trước khi gửi,negative,positive,neutral,neutral,cố tình giao hàng đểu bọc kĩ mở ra đã nứt chắc chắn bị hư trước khi gửi
mở ra đã vỡ cách bọc chống sốc kém giá mấy nghìn không so đo,negative,negative,neutral,positive,mở ra đã vỡ cách bọc chống sốc kém giá mấy nghìn không so đo
nhận hàng rách tận 3 chỗ đóng gói sơ sài quá,negative,negative,neutral,neutral,nhận hàng rách tận 3 chỗ đóng gói sơ sài quá
đặt 2 đôi giao 1 đôi làm ăn kém,negative,neutral,neutral,neutral,đặt 2 đôi giao 1 đôi làm ăn kém
xương dù mỏng nhỏ gió mạnh bật ngược gãy liền,negative,negative,neutral,neutral,xương dù mỏng nhỏ gió mạnh bật ngược gãy liền
gậy chụp ảnh 3 chân khá ok. sẽ ủng hộ shop lần sau. giao hàng nhanh,positive,neutral,positive,neutral,gậy chụp ảnh 3 chân khá ok sẽ ủng hộ shop lần sau giao hàng nhanh
sạc to chắc chắn màu đẹp đèn led rất thích giống bình ắc quy,positive,neutral,neutral,neutral,sạc to chắc chắn màu đẹp đèn led rất thích giống bình ắc quy
chất lượng kém bằng loại 7 chục. nhân viên thân thiện,negative,neutral,neutral,neutral,chất lượng kém bằng loại 7 chục nhân viên thân thiện
"sữa dễ uống, giá rẻ, ship nhanh",positive,neutral,positive,positive,sữa dễ uống giá rẻ giao hàng nhanh
Bị vỡ do vận chuyển,negative,negative,negative,neutral,bị vỡ do vận chuyển
chất liệu vải tốt nhìn cũng được,neutral,neutral,neutral,neutral,chất liệu vải tốt nhìn cũng được
sản phẩm đúng với mô tả,positive,neutral,neutral,neutral,sản phẩm đúng với mô tả
chất không như hình,negative,neutral,neutral,neutral,chất không như hình
"Vải mặc mát, giá rẻ hợp lý",positive,neutral,neutral,positive,vải mặc mát giá rẻ hợp lý
chất liệu không chắc chắn đựng ít đồ tay cầm xước sơn bóc. trót mua không xem nhận xét,negative,negative,neutral,neutral,chất liệu không chắc chắn đựng ít đồ tay cầm xước sơn bóc trót mua không xem nhận xét
chơi không được dễ rút chỉ không nên mua,negative,neutral,neutral,neutral,chơi không được dễ rút chỉ không nên mua
dùng đúng 1 lần móp trầy hết sơn dù bọc nilon. cầm không chắc tay khóa sập không chắc như quảng cáo,negative,negative,neutral,neutral,dùng đúng 1 lần móp trầy hết sơn dù bọc nilon cầm không chắc tay khóa sập không chắc như quảng cáo
áo rộng nóng,negative,neutral,neutral,neutral,áo rộng nóng
"đóng gói cẩn thận, loại 48 hộp rẻ hơn",positive,positive,neutral,positive,đóng gói cẩn thận loại 48 hộp rẻ hơn
tay cầm lỏng lẻo lỗi 4-5 chỗ trên vali. không tên thương hiệu dập. đóng bọc mỗi hộp hãng,negative,neutral,neutral,neutral,tay cầm lỏng lẻo lỗi 4 5 chỗ trên vali không tên thương hiệu dập đóng bọc mỗi hộp hãng
hàng trôi mất 3 tháng nói mới kích hoạt gọi tổng đài kiểm tra không chính chủ. shop làm ăn bát nháo,negative,neutral,neutral,neutral,hàng trôi mất 3 tháng nói mới kích hoạt gọi tổng đài kiểm tra không chính chủ shop làm ăn bát nháo
dù nhỏ gọn vải khá mỏng lỏng lẻo. không ưng lắm,negative,neutral,neutral,neutral,dù nhỏ gọn vải khá mỏng lỏng lẻo không ưng lắm
nhận hàng và sử dụng cũng khá ok chỉ có điều xài mạng được thôi,neutral,neutral,neutral,neutral,nhận hàng và sử dụng cũng khá ok chỉ có điều xài mạng được thôi
"sữa ngọt thanh, bé uống hợp",positive,neutral,neutral,neutral,sữa ngọt thanh bé uống hợp
"đóng gói cẩn thận, giao lẹ",positive,positive,positive,neutral,đóng gói cẩn thận giao lẹ
quá tệ gắn vào bị rơi ra lỏng keo dán không chặt,negative,neutral,neutral,neutral,quá tệ gắn vào bị rơi ra lỏng keo dán không chặt
chất lượng tốt đúng mẫu. tripod ok,positive,neutral,neutral,neutral,chất lượng tốt đúng mẫu tripod ok
ốp lưng vỡ và không vừa điện thoại,negative,neutral,neutral,neutral,ốp lưng vỡ và không vừa điện thoại
bình luận rác chữ gõ vô nghĩa không liên quan,neutral,neutral,neutral,neutral,bình luận rác chữ gõ vô nghĩa không liên quan
"Ok, xinh",positive,neutral,neutral,neutral,ok xinh
nhầm review sản phẩm đồng hồ,neutral,neutral,neutral,neutral,nhầm review sản phẩm đồng hồ
giao hàng tới móp méo size nhỏ trước mua thì ok,negative,negative,neutral,neutral,giao hàng tới móp méo size nhỏ trước mua thì ok
"sữa ngon, giao nhanh",positive,neutral,positive,neutral,sữa ngon giao nhanh
"sp tốt, sữa ngon, bé hợp tác",positive,neutral,neutral,neutral,sản phẩm tốt sữa ngon bé hợp tác
quần vải mềm co giãn thoải mái mặc vừa vặn,positive,neutral,neutral,neutral,quần vải mềm co giãn thoải mái mặc vừa vặn
giao hàng đóng gói kĩ càng nhanh chóng. đồng hồ mượt âm thanh cuộc gọi rõ. shop hướng dẫn cài đặt hay và tiện ích,positive,positive,positive,neutral,giao hàng đóng gói kĩ càng nhanh chóng đồng hồ mượt âm thanh cuộc gọi rõ shop hướng dẫn cài đặt hay và tiện ích
chất liệu thoải mái màu dễ thương lưng thun thoải mái thấm hút tốt,positive,neutral,neutral,neutral,chất liệu thoải mái màu dễ thương lưng thun thoải mái thấm hút tốt
"giao hàng nhanh, hạn sử dụng xa, đóng gói cẩn thận",positive,positive,positive,neutral,giao hàng nhanh hạn sử dụng xa đóng gói cẩn thận
shop ship rất nhanh đóng gói cẩn thận màu sắc chất liệu nhìn bề ngoài ổn phải dùng mới đánh giá được,neutral,positive,positive,neutral,shop giao hàng rất nhanh đóng gói cẩn thận màu sắc chất liệu nhìn bề ngoài ổn phải dùng mới đánh giá được
chất lượng sản phẩm tốt,positive,neutral,neutral,neutral,chất lượng sản phẩm tốt
"Đặt dầu gội nhưng giao dầu xả, xử lý khiếu nại kém",negative,negative,neutral,neutral,đặt dầu gội nhưng giao dầu xả xử lý khiếu nại kém
giao thiếu sai sót shop làm việc chậm không xin lỗi,negative,neutral,neutral,neutral,giao thiếu sai sót shop làm việc chậm không xin lỗi
không trầy xước nhưng 1 vợt căng 1 vợt chùng shop không kiểm tra trước. giao hàng nhanh,negative,neutral,positive,neutral,không trầy xước nhưng 1 vợt căng 1 vợt chùng shop không kiểm tra trước giao hàng nhanh
đẹp chất liệu thun thấm hút rất tốt dễ sử dụng giặt nhanh khô,positive,neutral,neutral,neutral,đẹp chất liệu thun thấm hút rất tốt dễ sử dụng giặt nhanh khô
bút rẻ viết trơn. săn sale giá 0đ,negative,neutral,neutral,positive,bút rẻ viết trơn săn sale giá 0đ
Sai hàng,negative,negative,neutral,neutral,sai hàng
"sản phẩm đẹp mắt, giá hợp lý, giao đúng giờ",positive,neutral,positive,positive,sản phẩm đẹp mắt giá hợp lý giao đúng giờ
hàng mỏng chất lượng kém dễ vỡ không nên mua màu sơn trầy xước xung quanh đánh giá 1 sao,negative,neutral,neutral,neutral,hàng mỏng chất lượng kém dễ vỡ không nên mua màu sơn trầy xước xung quanh đánh giá 1 sao
Màu khô,negative,neutral,neutral,neutral,màu khô
vải dù hơi mỏng nhìn chung ổn,negative,neutral,neutral,neutral,vải dù hơi mỏng nhìn chung ổn
gậy ok test cũng ổn tạm được. cảm giác gài điện thoại không được chắc chắn lắm chân trụ ổn,neutral,neutral,neutral,neutral,gậy ok test cũng ổn tạm được cảm giác gài điện thoại không được chắc chắn lắm chân trụ ổn
không có hộp,negative,neutral,neutral,neutral,không có hộp
tạm ổn đúng mô tả. tiền nào của đó,neutral,positive,neutral,neutral,tạm ổn đúng mô tả tiền nào của đó
chất lượng tuyệt vời. giá siêu rẻ. giao hàng cực nhanh,positive,neutral,positive,positive,chất lượng tuyệt vời giá siêu rẻ giao hàng cực nhanh
chất lượng tốt túi nhỏ khó bỏ,positive,neutral,neutral,neutral,chất lượng tốt túi nhỏ khó bỏ
chất liệu tốt. hơi nhỏ so với miêu tả,negative,neutral,neutral,neutral,chất liệu tốt hơi nhỏ so với miêu tả
nhựa đểu lồng vào rách giòn mỏng lởm,negative,neutral,neutral,neutral,nhựa đểu lồng vào rách giòn mỏng lởm
Không rõ số,negative,neutral,neutral,neutral,không rõ số
quần con mặc vừa co giãn tốt bóc ra rất ưng ý,positive,neutral,neutral,neutral,quần con mặc vừa co giãn tốt bóc ra rất ưng ý
chất vải dày dặn test thử khá ổn với nửa ly nước,positive,neutral,neutral,neutral,chất vải dày dặn test thử khá ổn với nửa ly nước
cho con mặc đỡ bí vải thấm hút tạm xi xong phải thay liền không thôi hầm,neutral,neutral,neutral,neutral,cho con mặc đỡ bí vải thấm hút tạm xi xong phải thay liền không thôi hầm
vali kéo mượt hơi ồn màu xám xi măng. bị móp ngăn không có móc. trải nghiệm buồn,negative,negative,neutral,neutral,vali kéo mượt hơi ồn màu xám xi măng bị móp ngăn không có móc trải nghiệm buồn
không cảm ứng được vuốt không được,negative,neutral,neutral,neutral,không cảm ứng được vuốt không được
giao hàng nhanh đóng gói cẩn thận shop tư vấn nhiệt tình,positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận shop tư vấn nhiệt tình
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,negative,neutral,neutral,neutral,mực ra đều viết đẹp không bị tắc cầm bút không đau tay sẽ mua lại
giao quá lâu chất lượng tệ không nên mua,negative,neutral,negative,neutral,giao quá lâu chất lượng tệ không nên mua
có quà nhưng ít,neutral,negative,neutral,neutral,có quà nhưng ít
dù mỏng dây treo rớt khi thu dù may ít chỉ,negative,neutral,neutral,neutral,dù mỏng dây treo rớt khi thu dù may ít chỉ
chọn 6/6s plus gửi 6 bị vỡ ở góc đóng gói cẩn thận nhưng không vừa ý,negative,positive,neutral,neutral,chọn 6 6s plus gửi 6 bị vỡ ở góc đóng gói cẩn thận nhưng không vừa ý
bị bẩn,negative,negative,neutral,neutral,bị bẩn
"Vải không co giãn, lỗi vải",negative,neutral,neutral,neutral,vải không co giãn lỗi vải
sữa ngon trẻ rất thích,positive,neutral,neutral,neutral,sữa ngon trẻ rất thích
săn được giá hời đóng gói chống sốc thùng không móp,negative,positive,neutral,positive,săn được giá hời đóng gói chống sốc thùng không móp
"Mát mẻ đẹp hơn mong đợi, đóng gói lịch sự, giao nhanh",negative,positive,positive,neutral,mát mẻ đẹp hơn mong đợi đóng gói lịch sự giao nhanh
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,negative,neutral,neutral,neutral,sản phẩm tốt thân bút gọn mực ra đều chất lượng siêu ok
"sữa ngon, bé thích, đóng gói kỹ",positive,positive,neutral,neutral,sữa ngon bé thích đóng gói kỹ
đặt ốp trắng shop giao đen nhám,negative,neutral,neutral,neutral,đặt ốp trắng shop giao đen nhám
giao hàng nhanh đóng gói cẩn thận hàng giống mẫu đúng đủ số lượng,positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận hàng giống mẫu đúng đủ số lượng
Ok,positive,neutral,neutral,neutral,ok
đóng gói cẩn thận shipper thân thiện giao đúng hẹn,positive,positive,positive,neutral,đóng gói cẩn thận người giao hàng thân thiện giao đúng hẹn
bút gel ra đều màu mực tốt. đóng mở nắp dễ dàng,negative,neutral,neutral,neutral,bút gel ra đều màu mực tốt đóng mở nắp dễ dàng
êm ái đúng màu lẹm mất miếng dùng ok,negative,positive,neutral,neutral,êm ái đúng màu lẹm mất miếng dùng ok
sữa ít đường phù hợp cho bé bị sún răng,positive,neutral,neutral,neutral,sữa ít đường phù hợp cho bé bị sún răng
ship hàng quá lâu về 3 cái dán dính 1 cái 2 cái bong,negative,neutral,negative,neutral,giao hàng hàng quá lâu về 3 cái dán dính 1 cái 2 cái bong
giao hàng giả. loa hư không sử dụng được,negative,neutral,neutral,neutral,giao hàng giả loa hư không sử dụng được
